GCCSA_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
6RTAS,0,20,9,0,0,14,41,3,73,7,3,0,7,23,0,0,23,0,3,37,7,15,0,25,91,15,0,103,3,16,147,0,14,0,15,20,15,0,28,3,7,59,12,60,0,72,25,65,0,95,22,124,308,70,101,3,180,165,99,0,261,182,161,784,89,22,0,113,0,0,0,4,810,34,968,253,76,3,325,10,0,0,12,728,41,1108,133,132,4,264,104,13,0,117,447,41,865,48,151,3,200,267,26,0,290,23,16,533,122,497,0,625,952,244,4,1200,92,104,2012,57,252,3,312,236,283,0,524,75,83,990,164,1022,9,1192,381,1410,6,1800,378,1121,4488,874,2149,17,3038,1953,1978,14,3943,2552,1433,10962
6GHOB,0,17,22,0,0,22,32,0,68,8,10,0,12,32,3,0,37,0,0,52,15,20,0,29,137,10,0,147,6,5,191,4,8,0,13,43,27,0,68,4,5,93,14,39,0,47,32,91,0,130,19,97,292,68,79,0,154,264,134,4,403,165,115,829,60,16,0,73,3,0,0,0,645,20,744,132,49,0,184,15,3,0,13,759,15,973,100,86,0,185,175,4,0,175,470,17,852,48,136,0,185,396,49,3,452,28,11,675,147,441,5,597,1845,357,10,2209,109,68,2981,94,290,4,384,570,493,3,1064,114,46,1609,160,941,12,1109,507,1919,9,2434,441,634,4617,743,1958,20,2716,3503,2827,18,6349,2569,817,12458
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,3,0,3,0,14,29,4,3,0,11,15,10,0,17,12,18,59,0,3,0,4,0,0,0,0,17,0,20,4,8,0,14,0,0,0,0,20,5,40,5,11,0,15,4,0,0,4,6,0,25,3,12,0,16,5,0,0,8,0,0,25,5,53,0,56,50,16,0,66,0,13,141,14,29,0,46,25,12,0,33,3,7,87,23,78,0,99,34,71,0,110,37,106,353,60,199,3,255,120,102,0,221,86,133,700
5RWAU,0,4,21,0,0,21,24,5,56,4,14,0,26,3,4,0,11,0,3,34,11,47,0,61,70,21,0,89,7,23,178,13,49,3,66,26,41,0,68,19,21,174,27,182,3,212,36,150,5,193,77,289,768,72,315,9,393,160,222,5,382,379,344,1497,72,68,0,141,3,0,0,3,1567,38,1750,89,176,3,268,0,3,0,3,1574,56,1906,105,316,4,428,117,39,0,158,230,41,855,94,330,7,428,138,48,0,188,39,33,690,244,831,10,1080,582,341,3,923,184,134,2319,157,747,8,911,268,640,3,909,209,157,2192,367,2641,39,3049,603,2808,17,3431,1086,2217,9786,1134,5101,69,6304,1709,3882,29,5620,4892,2676,19490
5GPER,0,69,216,16,0,230,61,8,373,37,39,0,78,312,31,3,342,22,12,449,107,126,0,228,1140,189,6,1333,53,73,1690,72,92,0,163,313,161,4,483,66,61,770,120,242,6,366,271,516,4,793,203,452,1814,386,554,13,953,2270,909,21,3198,1027,640,5820,149,131,0,279,13,0,0,13,5470,99,5864,283,291,3,569,112,12,0,123,6131,113,6933,640,811,10,1462,4141,396,10,4552,1081,96,7189,651,998,12,1654,5819,627,15,6457,241,108,8462,2217,2946,25,5186,18875,4206,61,23144,1280,506,30119,1516,2148,14,3673,5241,3962,35,9243,1533,478,14925,2225,5770,71,8069,4640,11926,108,16676,4859,3845,33451,7664,13089,134,20890,38841,21136,234,60209,20599,5245,106949
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,8,0,3,0,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,5,0,3,0,3,0,3,0,3,0,0,7,3,16,0,12,0,15,0,16,9,8,44,3,21,0,20,10,17,0,30,11,8,69
59499,0,7,6,0,0,10,0,0,17,0,9,0,13,16,0,0,17,0,3,29,4,18,0,24,53,10,0,60,6,7,96,11,12,0,19,19,6,0,29,12,5,65,14,34,0,52,29,37,0,64,23,59,200,34,79,0,115,136,54,0,183,68,78,446,4,14,0,20,0,0,0,0,90,3,107,11,43,0,57,7,0,0,7,118,8,181,22,95,0,117,92,6,0,98,22,7,249,27,137,0,167,136,16,0,151,3,8,330,96,311,6,414,593,131,0,723,34,48,1220,74,168,3,246,226,131,0,354,69,58,724,134,394,6,534,222,327,3,550,240,362,1691,364,1168,20,1550,1270,610,6,1884,575,490,4505
4RSAU,0,15,19,0,0,19,37,8,75,4,19,0,24,30,3,0,32,3,3,55,18,27,0,45,84,12,0,98,5,14,161,13,13,0,21,9,19,0,28,8,12,68,24,66,0,90,28,59,0,84,49,168,391,59,132,0,195,168,86,0,258,303,214,967,9,10,0,18,3,0,0,3,1263,45,1331,17,54,0,76,4,0,0,4,1459,59,1598,43,179,0,223,146,15,0,156,470,45,895,43,205,7,258,224,32,0,260,52,23,587,216,629,3,853,711,244,0,959,131,122,2064,109,416,6,532,197,288,0,492,87,120,1231,254,1370,21,1646,354,1282,9,1650,614,1582,5493,698,2868,37,3599,1639,1870,14,3522,4075,1997,13189
4GADE,0,27,114,9,0,131,94,3,255,15,13,0,32,194,15,0,207,15,12,263,69,91,0,158,827,106,3,941,43,48,1189,40,69,0,112,199,140,0,340,51,56,560,71,196,8,275,216,367,3,584,159,356,1382,220,395,11,627,1553,645,8,2207,843,494,4165,40,20,0,58,8,4,0,16,3773,83,3926,79,104,0,179,67,15,0,79,4466,101,4833,210,375,3,588,2252,183,9,2441,1446,64,4543,273,493,4,763,3525,311,19,3851,228,92,4935,1146,2124,12,3281,13279,2493,42,15812,786,362,20247,700,1611,11,2317,3416,2512,18,5953,780,290,9339,1206,5259,48,6509,3410,8292,58,11762,2934,3000,24209,3651,9979,74,13706,25962,13814,141,39917,14419,3991,72033
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
49499,0,4,3,0,0,6,0,0,8,0,3,0,3,7,0,0,7,0,0,16,4,14,0,22,53,0,0,58,3,7,87,3,4,0,6,18,3,0,22,3,0,35,15,26,0,42,9,26,0,38,13,29,119,23,53,0,74,101,27,0,128,52,40,291,0,3,0,3,0,0,0,0,65,3,70,6,12,0,14,0,0,0,0,80,0,97,11,32,0,44,46,3,0,54,28,3,120,7,51,0,63,98,3,0,105,11,3,177,50,230,3,283,433,74,0,510,35,26,855,29,113,0,149,151,59,0,212,40,18,415,89,323,0,413,151,196,4,353,152,269,1188,193,763,7,964,878,342,4,1222,406,327,2927
3RQLD,3,61,211,33,4,246,63,22,394,23,37,0,63,222,24,0,251,19,18,347,71,139,3,221,753,147,5,906,65,85,1279,46,112,4,163,281,229,0,512,72,90,841,114,367,3,483,291,655,8,960,253,783,2472,288,730,15,1035,1815,1094,23,2926,1631,1063,6658,97,116,3,213,15,4,0,21,9824,224,10279,221,384,0,604,742,124,3,865,8047,256,9781,371,973,15,1357,3069,457,11,3538,863,142,5896,358,1025,12,1396,3484,557,14,4062,261,131,5844,1390,3607,42,5027,10856,3855,37,14752,1276,683,21738,892,2697,13,3606,3462,4156,31,7643,1367,611,13241,1823,8422,103,10352,4236,13885,96,18220,5489,6653,40709,5160,17215,190,22567,25872,23041,191,49097,27131,8698,107495
3GBRI,0,54,309,21,3,325,43,21,441,20,24,0,48,410,22,0,434,8,21,516,99,118,4,222,1257,206,5,1465,88,70,1849,80,134,3,214,339,245,5,587,75,85,969,134,314,3,449,303,774,6,1088,287,561,2390,391,621,8,1027,2689,1271,24,3977,1376,789,7173,105,73,0,176,24,0,0,24,7454,107,7762,255,266,3,520,1598,96,7,1698,6431,118,8770,591,707,8,1311,6050,424,20,6495,677,115,8598,566,844,16,1420,7305,614,23,7941,300,129,9780,2044,3512,21,5578,23844,5224,51,29117,1734,602,37035,1504,2827,24,4359,6576,5644,34,12254,2025,552,19183,2172,7658,63,9899,5737,17374,111,23227,6156,4410,43694,7240,15884,143,23262,51123,29377,246,80749,24773,6036,134819
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
39499,0,0,23,0,0,23,4,0,28,3,8,0,12,38,0,0,38,3,0,51,6,22,0,27,103,10,0,121,4,9,158,4,17,0,27,38,6,0,43,9,12,90,17,42,0,55,39,56,0,94,41,106,303,35,89,0,126,245,77,4,326,116,135,701,8,14,0,25,0,0,0,0,251,4,280,14,61,0,74,41,3,0,43,218,14,347,19,136,0,157,219,15,0,231,36,16,436,33,153,3,195,301,26,0,326,15,16,549,164,453,0,622,915,170,3,1084,83,70,1855,102,291,6,395,349,186,0,528,142,67,1130,166,712,8,885,379,660,10,1053,513,714,3162,502,1829,19,2348,2195,1052,15,3261,1257,896,7764
2RVIC,0,39,110,6,0,117,255,27,431,34,40,0,80,244,6,3,254,13,22,366,63,133,0,197,730,80,4,812,52,90,1149,38,75,0,115,109,109,0,221,48,54,443,51,214,4,270,138,318,3,451,151,633,1510,235,491,11,733,1339,519,12,1869,1412,870,4888,63,75,4,143,11,3,0,15,5541,184,5875,186,278,7,469,22,11,0,29,6007,190,6694,287,671,7,966,870,89,3,965,3148,167,5254,396,924,16,1336,1992,199,12,2203,272,120,3927,1117,2734,22,3875,7553,1684,33,9267,732,553,14431,409,1363,16,1787,1517,1811,12,3343,588,415,6140,711,4147,40,4904,1837,6437,43,8314,2785,5310,21316,3166,10195,116,13478,13802,10232,98,24132,19075,6950,63633
2GMEL,0,121,361,18,0,385,430,26,960,84,79,0,166,768,59,5,828,65,40,1095,296,286,12,602,3394,442,20,3856,196,231,4876,174,195,8,377,890,398,16,1303,240,245,2168,208,503,17,723,638,1276,19,1931,672,1316,4643,867,1143,43,2054,6066,2192,59,8313,3135,1911,15416,167,117,5,291,35,7,0,36,11925,220,12471,323,416,10,750,170,21,0,188,12800,261,14006,1002,1166,14,2184,6904,390,13,7306,6204,230,15923,1494,1883,23,3399,13772,938,47,14751,789,277,19212,5490,7469,88,13049,56432,9644,185,66267,3822,1539,84670,3370,5159,44,8570,15858,10921,92,26868,4332,1418,41194,4437,12412,195,17041,11574,28221,262,40054,14082,10168,81347,16283,28624,377,45276,104739,50138,601,155481,53945,14124,268827
