GCCSA_CODE_2016,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000mo_Mng,SS_NS_3000mo_Pro,SS_NS_3000mo_TecTW,SS_NS_3000mo_CoPSW,SS_NS_3000mo_ClAW,SS_NS_3000mo_SWks,SS_NS_3000mo_MaOpDv,SS_NS_3000mo_Lab,SS_NS_3000mo_IDNS,SS_NS_3000mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot
6RTAS,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,11,12,7,30,13,5,21,12,27,12,138,5,4,8,20,6,53,0,31,6,133,22,37,59,422,64,1341,47,640,26,2648,10,28,45,216,43,507,29,210,11,1103,6,17,72,149,25,167,12,67,4,517,6,21,144,104,27,113,4,44,0,464,21,14,182,97,36,71,18,35,3,471,12,21,125,55,23,34,7,35,0,318,15,28,44,20,22,14,0,17,0,156,10,21,25,7,7,6,0,3,0,92,0,24,8,3,3,0,0,4,0,42,0,7,4,0,0,0,0,3,0,12,0,0,3,0,0,0,0,0,0,9
6GHOB,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,17,23,8,16,0,13,3,96,0,6,0,23,3,45,3,28,3,111,15,67,42,533,66,1218,38,584,30,2592,14,51,50,320,80,583,31,264,19,1407,7,34,73,171,56,233,16,92,9,684,11,27,121,157,56,151,12,71,11,610,13,29,176,142,39,86,8,36,0,531,5,34,112,69,36,35,8,23,0,319,14,22,56,51,31,18,4,4,0,199,4,35,16,12,20,3,0,3,0,95,0,18,3,4,6,3,0,0,0,31,0,9,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,3,0,0,5,19,0,0,0,3,0,0,0,0,0,6,0,3,0,28,3,13,0,13,3,68,3,3,5,17,0,9,0,13,0,42,0,0,12,5,0,0,0,0,0,17,0,0,14,4,0,0,0,0,0,28,4,3,33,4,0,0,0,4,0,48,3,0,10,9,0,0,0,0,0,24,3,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,0,0,8,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,7,0,0,7,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,3,17,58,32,10,30,6,35,13,207,20,3,15,43,8,103,0,67,17,268,28,39,91,585,83,2233,48,962,55,4122,18,17,59,166,48,429,17,231,21,1013,15,22,135,122,40,119,12,101,3,558,5,17,261,106,43,81,8,55,0,577,10,14,314,123,52,61,7,53,10,649,15,26,198,96,72,52,7,40,4,508,17,27,113,62,52,15,12,29,3,336,16,35,79,28,49,7,7,15,4,230,3,17,53,9,13,0,5,13,3,121,0,3,35,5,9,0,6,3,0,70,0,14,27,3,3,0,5,3,0,59
5GPER,0,3,9,3,5,6,0,7,4,38,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,3,4,4,4,15,40,17,31,108,90,46,150,21,97,40,593,14,40,41,200,48,374,26,228,62,1021,162,705,411,4430,661,10239,406,4817,227,22065,169,530,432,3166,772,5575,407,2289,113,13463,130,328,628,1924,531,2589,254,1268,70,7720,137,248,1112,1377,456,1581,186,813,46,5956,141,241,1214,1103,423,1038,145,483,41,4836,126,216,715,639,359,436,87,217,36,2839,152,179,348,330,284,170,59,129,29,1683,68,261,173,176,219,74,30,35,22,1043,33,176,63,76,67,27,5,19,8,465,11,68,37,44,40,13,8,6,4,230,9,18,16,11,12,11,4,7,0,83
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,37,6,0,4,0,16,5,70,0,8,4,11,3,4,4,17,10,47,11,87,18,193,25,66,8,126,17,551,3,78,28,111,15,23,11,76,7,367,4,31,81,56,10,16,6,33,9,240,0,13,169,48,6,11,8,27,5,284,0,10,210,23,3,9,8,17,3,291,0,3,89,18,5,5,7,16,0,142,4,4,52,5,4,3,3,7,0,78,0,3,29,9,0,0,0,8,0,46,0,3,13,3,0,0,3,0,0,25,0,0,5,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5
4RSAU,4,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,19,11,7,34,21,9,32,7,40,12,163,14,0,12,29,3,61,3,73,21,209,38,28,113,535,60,1516,53,1089,36,3468,7,27,64,203,32,459,27,286,8,1115,14,14,83,135,31,123,8,86,5,502,6,16,174,106,45,104,5,60,8,519,9,17,210,121,40,71,11,57,9,542,14,25,116,82,36,42,6,40,3,356,23,23,51,43,25,23,3,26,3,221,11,24,22,21,16,4,4,7,0,113,0,15,13,4,0,3,0,5,0,45,0,0,5,0,0,0,4,0,0,10,0,3,0,0,0,0,0,0,0,4
4GADE,0,3,3,0,4,0,0,3,0,19,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,7,3,6,14,36,9,22,56,76,18,117,20,68,34,421,9,21,27,133,30,215,14,153,31,639,117,428,219,2963,424,6536,221,3732,139,14769,101,334,248,2248,465,3872,229,1777,91,9359,78,205,303,1298,345,1695,117,777,31,4858,82,170,558,975,305,1015,77,484,37,3706,91,203,623,774,287,619,53,271,36,2951,88,154,405,458,237,276,29,118,12,1771,93,183,185,246,209,104,17,58,17,1120,40,171,93,96,110,44,8,27,7,589,7,65,28,39,35,9,3,6,3,193,6,34,14,24,16,5,0,6,0,104,0,7,0,10,5,0,0,0,0,30
