GCCSA_CODE_2016,Emp_15_19_HW_0,Emp_15_19_HW_1_15,Emp_15_19_HW_16_24,Emp_15_19_HW_25_34,Emp_15_19_HW_35_39,Emp_15_19_HW_40,Emp_15_19_HW_41_48,Emp_15_19_HW_49mor,Emp_15_19_HW_NS,Emp_15_19_Tot,Emp_20_24_HW_0,Emp_20_24_HW_1_15,Emp_20_24_HW_16_24,Emp_20_24_HW_25_34,Emp_20_24_HW_35_39,Emp_20_24_HW_40,Emp_20_24_HW_41_48,Emp_20_24_HW_49mor,Emp_20_24_HW_NS,Emp_20_24_Tot,Emp_25_29_HW_0,Emp_25_29_HW_1_15,Emp_25_29_HW_16_24,Emp_25_29_HW_25_34,Emp_25_29_HW_35_39,Emp_25_29_HW_40,Emp_25_29_HW_41_48,Emp_25_29_HW_49mor,Emp_25_29_HW_NS,Emp_25_29_Tot,Emp_30_34_HW_0,Emp_30_34_HW_1_15,Emp_30_34_HW_16_24,Emp_30_34_HW_25_34,Emp_30_34_HW_35_39,Emp_30_34_HW_40,Emp_30_34_HW_41_48,Emp_30_34_HW_49mor,Emp_30_34_HW_NS,Emp_30_34_Tot,Emp_35_39_HW_0,Emp_35_39_HW_1_15,Emp_35_39_HW_16_24,Emp_35_39_HW_25_34,Emp_35_39_HW_35_39,Emp_35_39_HW_40,Emp_35_39_HW_41_48,Emp_35_39_HW_49mor,Emp_35_39_HW_NS,Emp_35_39_Tot,Emp_40_44_HW_0,Emp_40_44_HW_1_15,Emp_40_44_HW_16_24,Emp_40_44_HW_25_34,Emp_40_44_HW_35_39,Emp_40_44_HW_40,Emp_40_44_HW_41_48,Emp_40_44_HW_49mor,Emp_40_44_HW_NS,Emp_40_44_Tot,Emp_45_49_HW_0,Emp_45_49_HW_1_15,Emp_45_49_HW_16_24,Emp_45_49_HW_25_34,Emp_45_49_HW_35_39,Emp_45_49_HW_40,Emp_45_49_HW_41_48,Emp_45_49_HW_49mor,Emp_45_49_HW_NS,Emp_45_49_Tot,Emp_50_54_HW_0,Emp_50_54_HW_1_15,Emp_50_54_HW_16_24,Emp_50_54_HW_25_34,Emp_50_54_HW_35_39,Emp_50_54_HW_40,Emp_50_54_HW_41_48,Emp_50_54_HW_49mor,Emp_50_54_HW_NS,Emp_50_54_Tot,Emp_55_59_HW_0,Emp_55_59_HW_1_15,Emp_55_59_HW_16_24,Emp_55_59_HW_25_34,Emp_55_59_HW_35_39,Emp_55_59_HW_40,Emp_55_59_HW_41_48,Emp_55_59_HW_49mor,Emp_55_59_HW_NS,Emp_55_59_Tot,Emp_60_64_HW_0,Emp_60_64_HW_1_15,Emp_60_64_HW_16_24,Emp_60_64_HW_25_34,Emp_60_64_HW_35_39,Emp_60_64_HW_40,Emp_60_64_HW_41_48,Emp_60_64_HW_49mor,Emp_60_64_HW_NS,Emp_60_64_Tot,Emp_65_69_HW_0,Emp_65_69_HW_1_15,Emp_65_69_HW_16_24,Emp_65_69_HW_25_34,Emp_65_69_HW_35_39,Emp_65_69_HW_40,Emp_65_69_HW_41_48,Emp_65_69_HW_49mor,Emp_65_69_HW_NS,Emp_65_69_Tot,Emp_70_74_HW_0,Emp_70_74_HW_1_15,Emp_70_74_HW_16_24,Emp_70_74_HW_25_34,Emp_70_74_HW_35_39,Emp_70_74_HW_40,Emp_70_74_HW_41_48,Emp_70_74_HW_49mor,Emp_70_74_HW_NS,Emp_70_74_Tot,Emp_75ov_HW_0,Emp_75ov_HW_1_15,Emp_75ov_HW_16_24,Emp_75ov_HW_25_34,Emp_75ov_HW_35_39,Emp_75ov_HW_40,Emp_75ov_HW_41_48,Emp_75ov_HW_49mor,Emp_75ov_HW_NS,Emp_75ov_Tot,Emp_Tot_HW_0,Emp_Tot_HW_1_15,Emp_Tot_HW_16_24,Emp_Tot_HW_25_34,Emp_Tot_HW_35_39,Emp_Tot_HW_40,Emp_Tot_HW_41_48,Emp_Tot_HW_49mor,Emp_Tot_HW_NS,Emp_Tot_Tot,OM_IEs_15_19_HW_0,OM_IEs_15_19_HW_1_15,OM_IEs_15_19_HW_16_24,OM_IEs_15_19_HW_25_34,OM_IEs_15_19_HW_35_39,OM_IEs_15_19_HW_40,OM_IEs_15_19_HW_41_48,OM_IEs_15_19_HW_49mor,OM_IEs_15_19_HW_NS,OM_IEs_15_19_Tot,OM_IEs_20_24_HW_0,OM_IEs_20_24_HW_1_15,OM_IEs_20_24_HW_16_24,OM_IEs_20_24_HW_25_34,OM_IEs_20_24_HW_35_39,OM_IEs_20_24_HW_40,OM_IEs_20_24_HW_41_48,OM_IEs_20_24_HW_49mor,OM_IEs_20_24_HW_NS,OM_IEs_20_24_Tot,OM_IEs_25_29_HW_0,OM_IEs_25_29_HW_1_15,OM_IEs_25_29_HW_16_24,OM_IEs_25_29_HW_25_34,OM_IEs_25_29_HW_35_39,OM_IEs_25_29_HW_40,OM_IEs_25_29_HW_41_48,OM_IEs_25_29_HW_49mor,OM_IEs_25_29_HW_NS,OM_IEs_25_29_Tot,OM_IEs_30_34_HW_0,OM_IEs_30_34_HW_1_15,OM_IEs_30_34_HW_16_24,OM_IEs_30_34_HW_25_34,OM_IEs_30_34_HW_35_39,OM_IEs_30_34_HW_40,OM_IEs_30_34_HW_41_48,OM_IEs_30_34_HW_49mor,OM_IEs_30_34_HW_NS,OM_IEs_30_34_Tot,OM_IEs_35_39_HW_0,OM_IEs_35_39_HW_1_15,OM_IEs_35_39_HW_16_24,OM_IEs_35_39_HW_25_34,OM_IEs_35_39_HW_35_39,OM_IEs_35_39_HW_40,OM_IEs_35_39_HW_41_48,OM_IEs_35_39_HW_49mor,OM_IEs_35_39_HW_NS,OM_IEs_35_39_Tot,OM_IEs_40_44_HW_0,OM_IEs_40_44_HW_1_15,OM_IEs_40_44_HW_16_24,OM_IEs_40_44_HW_25_34,OM_IEs_40_44_HW_35_39,OM_IEs_40_44_HW_40,OM_IEs_40_44_HW_41_48,OM_IEs_40_44_HW_49mor,OM_IEs_40_44_HW_NS,OM_IEs_40_44_Tot
6RTAS,246,3161,711,476,672,425,184,121,160,6154,334,1303,988,1240,2193,1363,677,567,161,8822,377,776,729,1001,2012,1489,927,876,132,8307,484,812,910,1031,1769,1330,894,1007,131,8370,332,785,1054,1162,1622,1273,874,981,121,8197,306,808,1153,1375,1955,1540,933,1074,139,9289,357,801,1167,1557,2341,1746,1035,1247,157,10411,418,729,1140,1594,2362,1693,1054,1272,117,10376,495,825,1129,1383,2051,1362,911,1058,129,9348,366,775,906,947,1171,823,403,517,85,5988,127,528,338,236,268,203,91,139,30,1960,31,233,101,54,32,29,18,26,13,544,17,86,32,17,16,14,3,5,6,202,3889,11618,10355,12076,18462,13285,8016,8890,1387,87975,0,3,0,3,0,0,0,0,0,13,0,4,3,3,7,3,11,13,0,44,0,10,5,13,17,29,7,68,3,152,12,24,15,24,36,56,31,130,3,329,10,29,26,43,30,78,46,191,5,449,8,37,34,48,56,126,67,267,3,654
6GHOB,223,3008,576,356,427,287,89,43,114,5118,317,1855,1059,1185,1908,1227,520,359,146,8572,393,864,845,1103,2530,1701,850,701,141,9125,571,721,1099,1127,2389,1676,900,779,122,9386,402,714,1083,1182,2030,1536,857,859,98,8764,301,669,1037,1530,2244,1639,991,1023,94,9529,271,557,1026,1454,2448,1706,1049,1152,90,9761,342,500,860,1430,2564,1595,995,1086,110,9472,388,581,947,1311,2272,1401,794,933,73,8693,262,612,712,791,1167,699,403,493,39,5190,82,462,313,220,287,172,84,131,25,1782,31,173,84,34,44,35,13,23,3,444,10,87,17,22,16,5,4,3,15,183,3594,10801,9670,11737,20330,13686,7551,7583,1064,86026,0,5,0,0,3,0,0,0,0,14,0,3,0,0,3,4,0,9,0,25,3,15,17,8,19,31,13,44,0,149,5,17,14,19,32,62,26,114,8,299,9,20,23,37,54,86,45,146,3,421,3,30,33,53,44,97,75,210,3,544
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,3,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,7,79,25,27,56,58,21,6,15,298,23,77,43,58,116,138,63,64,20,589,42,67,53,66,105,141,65,91,10,645,37,73,43,54,95,138,66,90,16,616,27,72,51,49,55,106,34,79,8,488,32,69,45,60,69,94,47,82,9,502,36,76,63,66,78,94,42,83,21,562,38,91,68,76,80,97,57,71,12,586,41,90,77,69,61,77,30,56,9,524,29,96,58,61,41,43,23,40,14,396,15,47,27,11,11,5,7,5,0,129,3,20,8,9,5,0,0,3,5,51,3,11,0,3,0,0,0,0,0,15,349,871,548,605,774,995,459,671,145,5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,7,0,3,10,3,7,0,33,0,0,0,7,0,9,12,30,0,65,3,3,0,7,8,20,4,16,0,59,5,4,4,15,3,22,9,29,4,95
5RWAU,383,4955,973,1020,1321,1075,528,591,325,11172,723,1200,1187,1772,3207,2846,1870,3764,455,17021,1496,1303,1320,1720,3490,3395,2959,8726,422,24835,1904,1707,1802,1824,3038,3163,3042,9880,463,26830,1413,1657,1813,1977,2779,2914,2604,8371,384,23910,1223,1604,1926,2331,3095,3263,2780,8366,441,25031,1346,1542,1843,2496,3434,3437,2779,8300,457,25637,1395,1243,1626,2393,3436,3180,2427,7610,400,23709,1349,1234,1621,2116,3023,2579,2090,5813,305,20146,911,1154,1282,1482,1875,1494,1190,2975,182,12558,319,856,574,440,534,460,304,829,66,4377,75,381,190,116,88,92,51,138,30,1157,20,170,70,40,38,46,12,53,8,467,12566,19013,16227,19728,29359,27951,22642,65418,3935,216847,0,5,3,5,0,3,0,9,3,30,4,6,4,6,12,20,13,46,3,117,19,29,14,27,31,74,36,194,6,431,35,84,55,74,78,140,67,462,21,1018,36,115,85,102,87,202,89,631,22,1373,40,91,109,142,110,297,165,788,28,1761
5GPER,1321,25610,5322,2990,3324,2578,793,612,875,43423,2203,15995,11776,9145,15518,13099,5558,4610,1698,79590,3298,6553,8296,8180,21869,20847,10238,10934,1568,91782,4488,6214,8504,7910,20414,21102,10425,12217,1284,92561,3120,6017,8229,7832,16385,17194,8706,10776,1036,79292,2050,5587,7797,9144,15988,16757,8403,10876,971,77573,2013,4698,7160,9373,16630,16259,8652,11230,917,76940,2153,3799,6219,8654,15910,14170,7675,9801,760,69138,2263,3850,5660,7363,13342,10702,6056,7609,613,57452,1858,3716,4878,5204,8371,6530,3262,4057,366,38240,862,2996,2499,1874,2619,1990,1015,1289,151,15296,236,1433,757,491,433,364,175,237,63,4180,81,685,284,135,115,114,59,61,38,1569,25932,87148,77388,78303,150913,141698,71012,84299,10343,727035,0,47,13,9,7,3,7,5,3,92,13,59,49,66,57,106,41,119,15,529,41,148,120,197,246,460,205,691,34,2147,84,353,260,408,426,923,411,1514,88,4462,91,422,372,556,513,1276,540,1979,72,5815,84,465,414,674,576,1527,676,2481,85,6994
59799,0,8,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,34,3,42,10,0,3,4,0,3,0,127,3,150,30,4,0,0,7,3,6,184,5,234,24,5,3,3,4,7,3,167,0,221,14,4,3,0,4,5,0,179,7,217,29,3,3,0,0,3,3,168,3,209,31,3,3,10,3,3,5,162,0,221,19,0,0,0,0,4,5,118,0,146,3,3,3,0,0,0,0,45,0,57,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,162,36,18,21,23,30,35,1188,23,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59499,68,481,131,159,319,384,109,90,63,1811,216,613,389,408,689,979,328,542,114,4272,325,365,331,393,620,929,421,1208,100,4693,350,320,309,311,500,732,345,1075,116,4057,297,325,244,273,356,539,278,898,88,3289,226,334,276,290,314,520,251,779,73,3070,233,309,275,316,350,450,236,790,69,3040,246,292,276,325,316,419,201,699,67,2842,227,295,239,281,238,313,150,488,45,2290,174,291,203,186,144,167,101,266,28,1562,73,195,92,68,53,43,31,73,15,643,19,94,28,24,16,10,6,19,9,218,12,25,14,7,3,3,3,7,4,81,2465,3944,2814,3044,3927,5492,2458,6937,788,31862,0,4,0,0,0,3,0,3,0,11,3,10,7,12,5,24,10,30,0,108,9,16,22,29,37,74,33,101,3,324,16,22,25,50,45,131,51,176,9,528,13,25,40,54,54,134,56,219,3,602,19,46,44,66,59,145,70,234,9,687
4RSAU,291,4128,820,653,857,521,242,169,216,7889,439,1196,1137,1665,2668,1877,992,966,210,11166,608,918,907,1309,2517,2061,1370,1755,205,11652,629,1057,1200,1325,2029,1752,1247,1926,191,11354,414,1003,1256,1425,1856,1594,1084,1722,144,10505,388,996,1334,1752,2317,1918,1232,1814,160,11903,444,1046,1398,2062,2727,2068,1385,1993,170,13290,528,1041,1437,1953,2734,1878,1366,1902,176,13020,588,1075,1387,1937,2443,1681,1186,1602,148,12039,479,977,1112,1200,1506,1034,697,915,82,8013,177,696,457,362,342,291,163,233,43,2757,32,294,137,89,52,58,26,45,12,749,20,131,43,30,34,32,13,30,8,343,5027,14552,12627,15759,22089,16764,11005,15087,1771,114687,0,6,0,0,3,0,3,0,0,19,0,3,3,5,12,16,11,30,0,81,5,18,13,22,30,37,35,104,0,265,13,51,32,41,38,91,45,230,4,550,18,50,46,78,62,119,84,362,12,833,10,44,47,78,93,179,109,492,10,1070
4GADE,867,16862,3309,1912,1777,989,438,230,524,26913,1516,11850,7067,7266,10489,6213,3175,2200,978,50754,2201,4519,4881,6450,15283,9941,6025,4978,849,55133,3248,4074,5547,6651,14972,10221,6120,5676,791,57300,2105,3773,5600,6605,13045,8884,5368,5301,578,51266,1380,3395,5444,7407,12955,9331,5773,5886,543,52106,1271,3179,4941,7764,13654,9578,5825,6508,595,53312,1528,2801,4490,7459,13817,8420,5542,5889,489,50434,1684,2793,4282,6496,11766,6874,4434,5153,361,43848,1287,2782,3448,4214,7010,3949,2465,2881,276,28308,559,2124,1560,1335,1824,1063,704,745,122,10033,126,962,421,295,258,172,88,151,43,2513,49,380,125,109,100,57,47,46,34,949,17819,59497,51106,63973,116953,75696,46008,45646,6181,482876,3,43,3,10,4,0,3,0,3,72,9,41,34,35,44,65,27,73,4,336,13,75,67,94,155,227,103,405,29,1177,55,142,122,201,253,446,205,815,27,2269,66,184,178,307,315,573,324,1131,34,3125,46,231,213,415,356,743,386,1407,46,3847
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,0,7,6,0,0,0,3,0,0,3,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,3,8,4,5,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,55,309,60,71,175,190,47,32,27,962,128,418,214,294,511,558,172,197,60,2562,129,236,220,281,406,499,235,302,53,2354,136,225,191,201,335,398,192,267,44,1998,117,220,188,181,231,277,161,240,35,1657,108,251,182,231,274,323,159,260,38,1818,112,276,231,255,294,306,137,284,38,1930,117,311,255,289,279,290,148,220,29,1942,124,296,255,260,229,228,117,188,34,1719,114,267,195,169,120,120,59,107,13,1165,47,173,68,65,47,32,19,38,4,487,6,78,22,18,10,7,8,7,0,162,3,24,9,3,5,11,0,0,4,61,1206,3077,2090,2317,2912,3238,1457,2134,380,18810,0,0,0,3,0,3,0,0,0,7,3,5,3,3,6,12,3,9,0,45,0,11,9,10,16,42,19,72,7,194,5,24,13,20,33,68,27,116,5,317,4,15,11,33,27,69,34,108,7,321,11,30,24,31,36,94,34,106,6,375
3RQLD,1935,30884,7433,6185,6436,3889,1887,1711,1451,61812,2441,10264,9345,12412,20484,13604,8182,8571,1838,87140,3844,5915,7237,10336,21139,15909,10512,14110,1636,90627,4481,6027,8003,9915,18377,14801,9960,15468,1437,88479,2982,6004,8036,10462,16808,13824,8787,14313,1246,82459,2452,5939,8109,12200,18241,15640,9668,15426,1345,89019,2415,5159,7638,12632,19698,15559,9723,15715,1273,89809,2772,4636,7239,12139,19381,13960,9065,14241,1065,84500,2988,4669,6756,10559,16441,11330,7115,11210,947,72010,2266,4501,5224,7044,9806,6421,3799,5836,589,45471,870,3404,2472,2386,2788,1855,1067,1742,243,16827,201,1583,823,573,486,362,173,353,93,4654,84,632,263,168,148,132,64,125,55,1669,29733,89618,78590,107000,170232,127264,80008,118820,13206,814473,8,48,25,9,9,10,8,15,10,141,18,46,35,61,76,132,46,187,22,624,49,124,131,177,255,399,223,915,50,2320,96,331,302,407,453,1024,381,2112,65,5170,78,437,456,639,612,1350,526,2893,111,7108,91,455,528,858,768,1847,812,4120,132,9608
3GBRI,1658,30438,8170,4935,4778,3161,1329,967,1262,56692,2640,17235,14524,13627,21993,16079,8028,6722,2041,102885,3836,6899,9618,11309,28511,23111,12482,13139,1912,110810,5627,5980,9285,10683,27020,23714,12352,14965,1573,111204,3799,5598,8770,10841,23076,21574,10978,14305,1288,100229,2405,5233,8641,11776,22755,22171,11372,15776,1283,101402,2166,4646,7429,11529,22664,20465,11229,15553,1214,96902,2462,3788,6221,10183,21134,17311,9820,13648,1005,85564,2599,3816,5835,8464,17581,12853,7212,9856,762,68983,1954,3599,4348,5749,10634,7117,3745,5033,460,42629,785,2804,2174,2191,3034,2061,1059,1472,179,15755,178,1279,704,499,438,390,213,305,51,4054,61,532,205,135,142,96,51,76,44,1348,30171,91842,85922,101922,203758,170098,89860,111813,13077,898460,6,65,18,13,7,5,4,10,4,131,20,79,61,82,76,160,65,195,20,758,51,124,165,227,312,580,259,910,49,2679,107,298,339,475,587,1136,431,2043,82,5495,95,437,392,615,666,1533,585,2738,115,7176,83,480,505,792,706,1920,811,3682,114,9088
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,6,0,8,3,16,5,0,0,0,0,0,0,9,0,20,0,0,0,0,0,0,0,8,0,14,3,0,0,0,0,3,0,22,0,28,6,0,0,0,0,0,0,14,0,22,3,0,0,0,0,0,0,7,0,17,0,0,0,0,4,3,3,10,0,13,0,0,0,0,0,0,4,7,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,21,3,0,3,10,11,15,99,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,159,1023,303,335,567,637,275,218,128,3646,294,951,671,785,1376,1681,839,948,225,7766,372,594,541,697,1205,1673,914,1520,183,7696,408,536,484,615,997,1383,776,1493,171,6862,328,531,432,538,829,1136,641,1256,155,5847,305,586,492,632,835,1174,625,1216,164,6031,300,561,502,633,811,1090,590,1181,124,5787,288,555,518,710,722,907,432,962,105,5195,305,498,525,570,641,664,392,695,66,4371,234,494,423,457,385,414,206,411,53,3078,111,327,175,166,81,129,62,128,29,1204,39,154,66,32,23,18,19,29,10,392,17,59,26,12,7,5,7,11,3,151,3166,6872,5159,6182,8481,10918,5780,10079,1408,58038,0,3,4,3,3,0,0,3,3,23,0,9,10,13,25,24,22,50,7,156,23,29,27,47,54,123,68,245,12,617,29,39,34,75,99,233,91,470,16,1083,25,50,53,103,101,264,119,541,24,1275,45,89,68,127,126,388,164,687,22,1717
2RVIC,1323,19709,3114,2079,3041,2307,843,586,973,33980,1641,7864,5487,6067,10416,8372,3856,2972,1223,47906,2083,3573,3944,5068,11242,9844,5403,5020,821,46993,2630,3992,4947,4877,8755,8171,5028,5392,663,44455,1827,3983,5440,5271,7907,7306,4376,5175,592,41872,1457,4048,5751,6786,8837,8368,4933,5703,675,46552,1517,3648,5800,7665,10030,9082,5045,5999,654,49442,1950,3445,5597,7883,10756,8510,4925,6000,647,49711,2325,3921,5721,7243,9433,7425,4181,4998,587,45831,1952,3828,4558,4907,5821,4266,2237,2616,421,30615,788,2673,1848,1414,1371,1106,526,751,155,10630,161,1065,511,309,240,190,83,148,59,2771,75,470,191,128,110,121,44,73,55,1262,19731,62204,52912,59693,87964,75075,41494,45428,7517,452016,5,56,8,3,5,14,3,12,4,101,6,29,12,35,36,61,27,93,9,320,33,64,52,57,98,233,125,453,19,1134,72,185,138,198,230,455,263,1036,38,2607,61,238,210,286,286,618,318,1533,40,3588,80,276,250,419,382,915,435,1985,54,4780
2GMEL,2574,52947,9915,4415,4630,3829,1352,806,2025,82489,4521,42127,31889,20863,33061,28831,11632,8579,4461,185966,6564,15732,21527,20734,58262,56812,26349,24794,4554,235325,10970,12813,19635,19630,56463,58499,26418,28592,3728,236757,7898,12228,19156,19552,44946,47657,21753,26687,2816,202689,4495,11827,18800,21724,39629,43632,20885,27198,2530,190721,3800,10833,17148,22044,39532,39735,20720,27258,2497,183575,3884,9096,14442,19351,37082,33991,17424,23538,2194,161006,4092,8637,12915,16847,30573,26043,13431,17941,1640,132126,3447,8152,10223,11901,19337,14131,6901,9059,1042,84194,1604,6261,5243,4570,5957,4400,2009,2636,449,33113,460,3011,1617,1085,1136,910,373,481,184,9250,175,1481,505,336,329,286,107,201,115,3528,54485,195138,183022,183051,370947,358773,169353,197752,28225,1740742,7,133,48,16,14,17,7,15,12,275,37,192,193,153,181,283,117,285,40,1486,113,307,399,460,770,1455,557,1801,139,5991,245,758,741,999,1518,3034,1145,4203,237,12877,246,1035,1015,1479,1650,3891,1448,5486,266,16513,278,1209,1176,1880,1855,4482,1850,7192,327,20248
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,16,3,0,0,0,0,0,0,7,0,15,0,3,0,0,0,0,0,15,0,29,0,0,0,0,0,4,3,12,0,22,6,3,0,3,0,3,0,13,0,24,5,0,0,0,0,0,3,11,0,22,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,10,7,10,15,6,75,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,153,1237,286,202,701,928,245,144,152,4056,365,1535,922,832,1794,2806,778,689,315,10044,414,824,790,888,1641,2554,896,1099,275,9388,417,670,596,716,1236,1957,819,1060,214,7688,312,653,542,595,976,1478,580,911,176,6218,261,726,610,650,903,1442,600,914,170,6275,265,783,697,736,903,1340,519,840,171,6250,330,775,719,741,740,1139,420,704,134,5705,297,787,669,673,722,847,322,501,101,4930,236,723,510,444,415,440,163,268,78,3281,123,500,242,180,108,156,45,76,40,1469,41,235,72,46,22,30,10,15,23,490,25,107,26,19,17,15,7,11,8,235,3239,9560,6691,6715,10199,15132,5397,7235,1848,66022,3,7,0,0,0,3,0,0,0,14,10,15,17,20,36,65,20,49,0,246,26,29,45,63,137,241,123,303,20,989,46,52,64,106,150,432,171,523,37,1583,49,82,75,146,171,504,206,669,43,1940,43,103,110,187,215,597,227,692,41,2221
1RNSW,2466,31104,6547,4714,6492,4415,1696,1448,1624,60504,2730,12543,9922,11354,19424,13826,6749,6115,2085,84747,3725,6577,7489,9367,20228,16573,9309,10331,1481,85079,4365,6531,8966,9568,17501,14692,8700,10883,1278,82484,2819,6277,9302,9934,16069,13647,7920,10667,1183,77821,2259,6206,9629,11900,18539,15909,8942,11729,1180,86295,2286,5958,9184,12586,20752,16083,9390,12112,1246,89604,2837,5837,9309,13206,21750,15428,8797,11318,1196,89674,3663,6278,9290,12339,19266,13815,7476,9722,977,82831,2711,6015,7349,7810,10586,7431,3632,4887,637,51061,1064,4174,3209,2282,2760,1971,842,1362,278,17932,272,1848,922,565,412,388,151,268,94,4926,106,780,324,171,185,171,81,123,84,2029,31307,100139,91441,105794,173973,134354,73688,90956,13336,814991,9,48,7,6,14,13,10,17,9,139,16,48,29,50,66,116,61,168,11,570,40,122,100,148,233,371,182,734,23,1966,97,240,226,334,390,810,353,1639,64,4159,97,332,394,471,562,1212,479,2367,68,5969,112,408,449,714,675,1600,682,3303,108,8052
1GSYD,3462,47615,12744,6369,7197,6365,2132,1567,2271,89723,4754,35159,34191,20913,36691,35405,14376,12936,5083,199512,6915,13532,24904,18021,59557,63947,27934,31725,5054,251591,11213,11521,22147,18233,59350,66327,27641,35419,4365,256209,8089,11440,19777,18922,49955,55586,23585,32971,3380,223699,4514,11069,18338,20488,44245,50750,22907,33731,2761,208806,3491,9851,15531,19702,41648,43988,20967,32193,2695,190050,3892,8844,13910,18120,41238,38085,18433,27595,2429,172545,4190,8658,12713,15637,35174,29977,14746,20724,1789,143606,3316,8247,10921,10406,21315,16922,7296,10216,1176,89819,1629,6293,6015,4224,7156,5810,2321,3270,502,37222,500,3118,2178,1215,1473,1260,478,646,154,11024,185,1484,718,407,374,363,126,207,121,3991,56150,176834,194090,172662,405372,414791,182931,243199,31784,1877812,16,110,42,32,21,23,5,34,17,299,38,184,185,170,215,345,119,426,75,1760,139,343,449,542,880,1730,607,2120,185,6995,262,766,867,1102,1506,3640,1171,4673,306,14292,221,1014,1232,1593,1855,4676,1535,6388,335,18849,259,1222,1368,1981,1979,5621,1964,8153,348,22893
19799,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,3,9,3,21,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
