GCCSA_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
6RTAS,37634,3126,4866,1110,664,47400,78,7,7,0,0,97,91,16,20,8,0,134,8,0,0,0,0,9,11,5,0,0,0,16,20,3,0,0,0,25,3,0,0,0,0,3,94,16,25,9,0,147,7,3,5,0,0,14,30,4,3,0,0,34,195,29,25,9,3,257,20,0,0,0,0,24,18,3,6,0,0,23,7,0,0,0,0,7,60,7,4,0,0,74,27,3,7,0,4,41,22,0,5,0,0,26,38,5,3,0,0,41,3,0,0,0,0,5,80,10,4,3,0,109,9,4,0,0,0,14,98,32,61,8,3,198,591,70,89,22,8,785,10,9,3,0,0,20,73,0,0,3,3,82,31,3,3,0,0,35,29,4,3,0,0,36,141,25,19,10,0,197,52,6,7,0,0,59,13,0,5,0,0,23,3,4,5,0,0,12,1381,158,332,74,26,1967,112,14,22,5,0,149,24,0
6GHOB,34162,2485,3404,332,409,40792,107,10,13,0,0,129,303,32,45,13,0,389,9,4,0,0,0,15,12,0,0,0,0,12,28,3,3,0,0,32,7,0,0,0,0,7,136,16,27,6,0,189,26,18,16,5,3,61,59,14,3,0,0,73,356,31,52,4,8,447,20,0,3,0,0,28,39,3,8,3,3,54,14,0,0,0,0,16,84,13,3,3,0,100,47,10,22,3,0,84,33,3,11,0,0,44,74,13,3,3,0,88,11,3,4,0,0,18,135,4,10,4,0,159,8,0,3,0,0,9,96,13,19,5,3,140,495,34,66,12,5,602,75,8,10,0,0,93,109,3,3,0,0,117,43,4,11,0,0,55,32,5,8,4,0,48,202,26,21,3,3,258,46,3,8,0,0,59,48,0,3,3,0,54,6,3,3,0,0,14,1733,169,283,38,12,2241,193,17,29,4,0,241,43,0
69799,34,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3301,496,2025,68,98,5988,8,0,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,7,0,9,0,0,24,0,0,3,0,0,3,0,3,0,0,0,3,13,0,5,0,0,20,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,9,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,14,0,0,15,47,3,35,0,4,91,4,0,0,0,0,9,3,0,0,0,0,4,0,0,3,0,0,3,3,0,0,0,0,9,7,3,7,0,0,11,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,115,18,127,0,3,263,6,0,7,0,0,13,0,0
5RWAU,89847,7222,9779,3125,1272,111250,235,14,7,7,3,262,515,28,25,14,0,580,75,10,16,4,4,102,66,3,4,0,0,77,150,3,3,0,3,164,46,0,3,3,0,55,416,31,63,8,3,525,27,3,8,0,0,47,121,4,4,3,0,132,1352,54,44,14,13,1479,233,8,3,3,4,255,126,3,7,3,0,139,39,0,4,0,4,49,1178,38,43,7,6,1275,312,46,47,35,11,446,64,4,3,0,3,78,318,10,11,0,9,346,28,8,6,0,0,42,437,21,16,0,3,474,30,3,0,0,0,39,308,25,57,17,7,414,9039,285,320,72,88,9801,132,12,12,3,4,160,2316,3,4,6,22,2359,115,9,3,5,0,128,227,8,10,11,0,258,2329,125,126,22,17,2613,245,12,4,0,0,268,144,0,4,3,3,154,29,0,7,0,0,34,9170,470,908,192,93,10832,390,32,34,20,3,474,168,27
5GPER,194935,20753,17874,2310,1726,237600,1086,114,91,12,9,1314,4614,631,414,170,35,5868,600,83,97,11,5,805,355,46,49,9,3,464,242,8,10,3,4,262,517,75,87,8,7,702,1454,199,201,36,14,1897,204,44,52,7,3,305,1363,116,122,30,7,1635,14306,1015,966,131,128,16541,2006,204,127,34,15,2380,1240,137,146,33,15,1566,398,58,95,16,8,571,4231,419,340,28,37,5055,2231,533,483,119,48,3403,632,50,44,13,4,737,1392,225,135,27,18,1808,156,38,40,14,0,252,6014,633,564,97,42,7340,117,20,18,7,0,159,982,160,180,21,12,1350,15222,1096,1233,123,168,17841,1583,81,151,11,15,1850,6021,55,87,25,37,6222,808,97,172,16,10,1108,2940,284,240,37,20,3520,8858,1094,776,94,53,10873,2185,132,127,12,19,2475,752,41,42,12,5,855,182,62,62,10,4,325,43091,4402,5147,451,353,53446,1798,149,117,25,7,2099,2863,335
59799,955,14,16,0,0,995,7,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,110,0,0,0,3,118,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,179,6,0,0,3,189,16,0,0,0,0,16,4,0
59499,14992,2598,7918,320,374,26202,44,7,27,0,0,73,112,31,60,11,0,212,46,9,37,0,4,97,14,3,15,0,0,31,15,0,3,0,0,22,38,13,30,0,3,78,68,14,63,0,0,151,7,8,9,0,0,26,25,4,11,0,0,48,296,74,207,3,7,586,49,0,19,0,0,72,28,8,73,3,9,121,17,0,15,0,4,40,348,60,157,3,6,571,112,64,148,6,3,324,13,0,5,0,0,15,79,31,39,3,0,152,3,4,16,0,0,25,119,23,76,0,3,219,7,3,3,0,0,9,60,18,46,0,3,134,1779,212,527,19,30,2569,65,11,45,0,0,124,112,13,17,0,4,153,28,8,59,0,3,100,83,15,38,0,0,141,337,49,122,4,3,510,38,3,14,0,0,55,29,0,3,0,3,33,15,7,3,0,0,34,2412,569,2247,51,81,5353,53,7,44,3,0,108,66,10
4RSAU,48992,5221,9279,3079,1017,67592,42,10,7,0,0,59,262,21,9,14,3,303,21,7,7,3,3,32,16,5,0,0,0,26,44,0,3,0,0,46,4,0,0,0,0,5,137,22,43,13,5,227,29,16,20,30,3,102,47,3,0,0,0,48,427,51,30,23,6,537,25,0,3,0,0,25,26,4,0,0,0,37,9,3,0,0,0,14,74,4,10,3,4,97,113,18,40,17,4,191,11,0,0,0,0,17,46,0,3,0,3,48,11,0,4,0,0,15,61,11,16,0,0,95,3,0,10,0,3,13,116,16,50,15,11,205,729,55,88,23,8,900,72,5,5,0,3,84,468,3,0,0,9,483,17,5,3,0,0,35,16,4,3,0,3,26,280,21,25,3,0,330,123,11,4,0,3,142,37,6,4,3,0,42,13,3,0,3,0,22,2325,181,406,86,34,3023,97,10,24,3,0,133,107,14
4GADE,168078,14462,15552,1813,1704,201604,447,55,47,4,3,558,2837,530,313,194,23,3900,255,51,63,10,8,385,207,38,32,5,3,288,261,18,21,6,3,305,38,8,10,0,0,66,942,129,151,20,23,1266,513,162,166,30,19,892,629,74,29,6,7,746,8017,564,565,79,90,9318,323,14,27,3,3,359,773,85,107,11,11,983,161,19,26,8,10,226,630,54,63,3,11,760,1407,409,455,93,38,2404,204,14,15,0,3,238,581,82,88,31,3,790,161,54,94,7,9,335,1391,171,149,23,15,1748,129,25,16,7,4,178,559,90,113,22,7,793,2455,231,239,27,21,2974,765,59,54,7,13,890,2164,25,52,10,21,2272,726,78,125,12,8,949,428,52,33,15,0,522,1439,107,119,12,10,1692,938,53,51,11,5,1051,411,29,21,9,3,467,88,20,16,3,0,126,18216,1582,2083,182,169,22242,849,69,72,6,7,1003,2231,265
49799,41,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
49499,9785,1933,7058,231,320,19323,13,5,20,0,0,33,74,40,83,7,3,207,24,15,39,0,0,81,6,0,3,0,0,7,7,3,4,0,0,17,0,0,0,0,0,3,44,10,44,0,0,101,32,14,47,0,3,97,14,3,10,0,0,35,202,37,113,5,11,372,10,0,10,0,0,20,26,6,24,0,0,59,3,0,5,0,0,13,37,5,20,0,0,62,63,43,138,6,7,251,4,0,3,0,0,8,22,7,10,0,0,39,10,8,8,0,0,23,33,3,31,0,0,66,0,7,11,0,0,13,30,12,45,4,3,96,178,33,103,0,10,329,26,0,9,0,0,34,37,0,15,0,0,54,27,18,35,3,0,83,8,7,3,0,0,22,47,8,23,0,0,77,16,0,10,0,0,27,4,0,3,0,0,13,0,0,7,0,0,9,864,217,1006,11,32,2132,30,3,14,0,0,53,46,11
