GCCSA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
6RTAS,703,0,17,66,80,92,67,15,0,335,0,11,34,52,67,38,15,3,214,0,0,15,29,23,20,3,0,86,0,5,16,22,39,31,3,0,119,0,0,4,11,20,15,4,0,53,49,20,17,19,35,23,11,3,178,2400,1526,1634,1668,2053,1440,307,36,11068,3,3,3,3,9,6,0,0,29,44,3,8,5,9,6,5,0,91,27,23,18,21,28,48,13,0,184,11,22,26,33,58,80,42,6,280,16,34,32,32,88,107,44,0,353,27,69,78,91,156,143,59,11,633,22,138,199,216,321,255,67,8,1233,12,113,308,327,437,333,53,7,1597,6,66,209,287,436,326,49,3,1382,0,24,142,176,249,173,20,0,784,0,20,110,145,221,160,12,0,680,0,9,63,95,127,70,14,0,379,0,4,53,58,90,46,9,0,261,0,0,11,13,11,7,5,0,53,3,4,11,15,45,30,11,0,124,188
6GHOB,754,0,10,70,84,105,71,15,0,352,0,4,30,47,60,50,7,0,194,0,0,14,24,43,21,3,3,118,0,5,18,28,37,41,9,0,134,3,7,9,16,21,20,11,3,88,36,22,20,13,13,9,8,0,115,2138,1681,1743,1411,1452,1164,306,43,9933,3,4,3,3,11,0,0,0,23,32,11,6,0,8,3,3,0,67,11,30,14,14,17,17,15,0,126,3,29,25,24,31,36,12,0,162,8,22,33,33,50,60,33,3,232,9,44,75,69,75,107,28,3,404,3,59,171,158,189,157,30,3,770,8,49,194,201,287,253,38,4,1027,0,32,141,130,242,209,23,0,776,0,11,61,73,121,85,11,0,353,0,4,42,84,131,80,6,0,357,0,0,16,18,34,44,6,0,116,0,0,3,11,19,23,3,0,57,0,0,0,3,11,3,0,0,19,3,5,11,12,24,11,0,0,61,82
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,35,0,0,5,11,11,9,0,0,37,0,0,0,3,8,3,0,0,15,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,7,31,19,59,78,84,58,22,4,353,0,0,3,0,3,0,0,0,14,0,0,0,0,3,3,0,0,4,0,0,0,12,9,5,0,0,32,0,3,3,6,5,27,11,0,54,0,4,4,13,10,20,8,3,57,3,3,15,11,19,23,8,3,99,0,6,26,16,31,31,8,0,124,3,7,30,33,36,28,0,0,142,0,10,25,33,48,35,4,0,168,0,5,28,21,32,21,0,0,113,0,7,20,12,17,9,6,0,59,0,0,0,4,5,4,0,0,24,0,0,5,7,10,5,0,0,29,0,0,3,4,0,8,3,0,16,0,0,3,3,0,5,7,0,13,8
5RWAU,1403,5,49,151,170,201,137,51,6,765,0,34,93,109,156,93,32,3,516,0,8,45,84,87,68,13,0,304,0,5,50,87,104,67,21,4,342,4,3,34,62,64,64,26,3,254,84,30,31,36,61,39,7,0,291,4028,1897,2778,2666,3232,2416,625,61,17712,3,11,17,31,35,22,12,0,126,65,10,17,21,28,19,8,0,162,26,24,35,27,49,58,22,6,247,15,22,46,39,70,90,46,0,328,13,25,47,39,80,117,77,17,426,27,65,114,111,197,163,119,7,797,26,132,211,199,284,305,113,17,1284,26,195,349,358,541,521,123,7,2122,29,204,506,631,834,737,143,13,3093,4,162,578,604,760,583,100,4,2795,6,167,891,878,1006,721,99,7,3773,4,161,1048,1037,1221,770,97,0,4335,8,179,2437,2792,2792,1552,140,10,9919,3,40,643,971,1042,595,69,3,3357,4,24,97,126,161,106,26,3,551,266
5GPER,6245,12,168,1040,982,985,683,169,19,4054,6,55,636,745,804,524,136,20,2937,6,47,358,482,455,367,92,9,1808,0,50,420,731,734,458,125,16,2533,15,21,197,422,497,292,92,29,1566,283,228,161,120,173,100,47,6,1113,17496,15528,14626,11090,12114,8737,2562,310,82462,17,24,42,45,41,36,17,0,226,358,132,53,34,48,48,19,0,692,285,294,189,116,135,127,58,7,1211,109,282,269,171,190,189,105,24,1332,79,275,396,238,258,289,138,13,1687,128,406,676,523,499,526,217,23,2993,115,796,1443,951,1028,799,243,18,5397,82,789,2235,1753,2005,1481,323,17,8695,32,482,2136,2143,2405,1899,364,12,9473,5,187,1179,1353,1545,1131,216,16,5639,3,109,897,949,1216,838,144,6,4160,0,60,586,651,727,499,90,4,2616,0,56,839,982,1005,571,85,8,3540,0,14,155,277,272,172,16,3,914,14,48,105,144,180,136,41,7,679,1243
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,4,4,0,0,0,9,0,0,23,17,15,9,0,0,62,0,0,19,33,30,9,0,0,100,0,0,0,0,3,0,0,0,5,0
59499,236,0,9,44,49,50,25,6,0,177,0,0,17,35,22,12,3,0,91,0,0,5,14,19,11,3,0,61,0,0,11,17,14,11,0,0,55,0,0,4,5,13,4,0,0,29,3,5,6,3,4,7,0,0,28,114,201,386,420,507,324,72,12,2034,4,0,5,4,10,16,0,0,39,5,4,7,11,11,18,0,0,54,3,10,18,17,34,33,8,3,130,0,11,44,46,30,53,33,0,215,0,20,53,46,69,58,22,0,268,6,25,92,62,96,98,40,3,426,4,28,80,85,112,82,28,3,420,0,30,108,116,160,110,36,0,571,3,29,140,130,200,144,28,3,686,4,20,115,156,143,99,27,0,566,0,20,124,117,155,112,24,0,546,0,22,134,132,136,89,18,0,521,0,27,275,275,249,145,24,0,989,0,3,67,121,114,62,9,0,377,0,3,18,23,24,27,11,3,105,33
4RSAU,871,0,21,87,76,118,89,20,4,412,0,8,33,55,94,71,16,3,274,0,0,16,28,47,36,6,0,131,0,0,17,24,46,31,4,3,129,5,4,4,27,37,20,10,0,102,63,27,25,28,36,21,12,3,215,2736,1663,2065,2030,2608,1962,446,59,13557,4,3,10,16,13,11,0,0,53,62,19,8,7,11,17,4,4,132,30,29,18,15,36,54,30,6,221,16,29,25,34,57,76,49,4,286,26,28,38,49,85,89,71,12,400,21,54,89,114,157,195,113,19,751,30,114,215,219,299,272,86,12,1245,24,142,352,347,507,457,92,4,1929,11,124,382,396,584,542,71,5,2110,6,61,299,306,402,302,27,0,1402,7,60,261,295,380,256,27,0,1274,3,26,200,235,284,137,21,3,909,3,21,244,316,300,167,19,0,1069,4,4,40,50,40,45,12,5,193,3,17,27,46,55,46,16,4,202,232
4GADE,4471,4,50,517,617,635,430,79,12,2342,0,27,271,442,426,328,68,12,1580,0,12,121,254,265,158,41,0,850,6,8,123,336,378,178,45,9,1073,8,4,52,150,173,126,51,15,582,180,146,101,85,115,74,23,4,739,11137,10420,10074,7936,8956,6231,1572,216,56532,17,7,15,12,31,23,5,3,114,183,89,36,16,31,35,17,0,401,130,193,127,75,101,78,46,9,757,74,171,223,135,140,144,73,10,964,52,148,265,192,225,254,107,17,1262,79,262,541,412,502,470,171,7,2445,58,494,1177,951,1233,944,165,14,5031,30,377,1475,1642,1952,1466,209,17,7171,10,182,1081,1430,1729,1268,191,7,5904,3,63,496,658,808,567,85,0,2689,0,33,312,370,498,336,53,3,1610,0,16,173,219,281,147,33,0,865,0,16,151,201,251,163,17,0,798,0,0,35,41,52,41,7,3,181,16,11,72,83,109,75,20,3,390,642
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,144,0,0,28,34,38,16,0,0,112,0,0,9,20,15,11,0,0,58,0,0,4,8,13,7,0,0,37,0,0,3,7,8,3,3,0,31,0,0,0,4,4,4,0,0,16,3,3,5,0,12,3,0,0,21,64,131,242,304,399,289,64,6,1496,0,3,0,3,5,3,0,0,21,0,3,10,9,3,3,3,0,28,3,8,26,15,23,20,4,0,102,0,13,28,24,41,35,14,3,158,0,3,28,36,36,42,19,4,164,3,14,36,42,62,45,22,0,222,3,12,41,49,69,65,12,0,254,0,19,73,80,88,79,19,0,358,0,15,69,80,108,71,15,0,358,0,13,44,41,68,45,10,3,221,0,3,35,32,57,32,6,0,171,0,0,28,25,33,14,3,0,106,0,0,30,42,39,25,7,3,154,0,0,0,11,13,8,3,0,39,3,0,3,10,12,11,0,0,41,14
3RQLD,7743,12,145,763,952,1096,729,226,18,3932,4,54,421,678,772,545,133,17,2627,3,17,171,379,408,311,88,20,1401,3,14,255,476,545,374,130,25,1814,20,19,124,319,302,235,94,28,1144,464,220,204,202,276,213,80,7,1663,23364,14195,15974,15208,17541,13273,3935,417,103913,39,21,45,50,84,85,32,0,355,366,88,51,67,76,83,43,4,768,280,217,148,145,194,245,129,19,1376,173,209,217,213,325,378,233,32,1782,167,281,354,356,419,587,333,44,2533,203,498,654,719,1067,1070,476,43,4730,177,891,1594,1515,1983,1724,516,36,8434,118,856,2126,2381,3065,2657,525,30,11753,70,655,2106,2393,3100,2540,464,18,11357,31,373,1558,1711,2189,1511,228,10,7604,25,255,1382,1542,1825,1169,157,8,6355,13,154,1283,1461,1561,953,122,4,5551,6,165,2021,2662,2620,1466,139,9,9103,0,29,486,712,697,389,49,4,2379,27,76,222,270,373,332,95,10,1414,1703
3GBRI,8214,3,190,1245,1251,1183,782,163,22,4840,8,81,757,1024,988,647,166,25,3696,3,36,389,602,586,310,109,7,2041,6,23,482,872,867,443,115,21,2833,18,28,266,543,562,309,102,33,1861,347,205,194,150,178,150,40,9,1277,21303,17847,18303,14205,14403,10062,2814,312,99241,29,25,36,52,54,40,13,0,256,436,130,66,57,53,55,26,4,830,348,310,179,149,131,141,67,8,1339,188,373,365,205,221,252,133,17,1749,144,392,491,300,342,366,183,19,2230,216,668,920,735,833,765,327,30,4499,207,1252,2475,1919,2010,1539,399,32,9837,174,1197,3283,2956,3232,2398,431,13,13677,67,651,2459,2898,3188,2334,431,23,12047,15,248,1281,1546,1852,1229,206,3,6391,5,89,712,963,1191,787,119,10,3867,0,37,364,523,621,407,68,0,2022,0,27,354,585,603,349,52,3,1970,3,14,74,120,125,63,16,0,412,28,81,140,193,228,190,54,0,907,1869
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
39499,534,0,6,70,129,113,51,7,0,382,0,0,31,100,85,44,12,0,266,0,3,21,37,42,17,3,0,118,0,0,14,42,33,18,9,0,116,0,0,6,17,22,21,0,0,66,7,11,10,19,23,10,7,0,83,278,385,713,1027,1051,742,203,20,4424,3,0,15,12,30,25,6,0,96,23,10,4,9,15,17,5,0,95,8,20,35,42,51,52,26,5,237,10,22,65,52,82,95,36,3,365,5,25,87,90,92,123,55,8,488,15,36,115,124,156,205,63,5,718,20,67,172,196,241,230,68,7,1000,10,76,235,249,294,260,61,6,1186,7,73,274,351,384,291,49,3,1430,0,54,213,225,259,174,36,0,964,0,28,179,187,210,116,24,0,739,4,19,130,141,161,93,10,0,559,0,19,192,210,161,97,16,0,688,0,0,47,75,51,38,3,0,217,0,13,26,36,50,54,17,3,201,103
2RVIC,3527,5,57,398,461,436,329,81,5,1784,0,21,169,305,344,219,57,11,1132,4,10,127,186,176,127,34,8,677,0,8,126,250,236,140,47,11,818,29,17,45,129,143,93,39,13,509,311,139,97,130,164,149,47,9,1050,13550,8344,8392,8055,9532,7557,1859,208,57511,13,9,23,20,39,33,10,3,146,130,33,23,26,45,53,16,0,334,84,126,97,73,108,132,82,3,711,57,118,136,128,170,257,140,20,1026,61,151,158,163,277,356,164,20,1349,85,248,340,358,570,662,305,31,2597,94,497,809,842,1172,1168,297,29,4896,61,436,1141,1306,1933,1714,326,19,6930,23,285,1047,1319,1904,1650,271,29,6529,6,120,569,847,1083,888,157,12,3689,3,68,392,556,734,549,79,9,2390,4,21,247,322,451,308,47,4,1393,3,14,240,336,512,352,36,3,1492,0,6,68,106,125,103,16,3,427,13,47,83,126,199,210,52,7,739,640
2GMEL,16224,17,384,3037,2463,2273,1318,334,27,9854,14,188,1876,2004,1791,981,257,17,7125,7,78,1084,1346,1211,611,155,22,4514,10,67,1486,2256,1882,902,197,20,6809,34,59,634,1589,1368,615,154,30,4488,776,665,536,473,514,353,126,27,3470,35343,40079,42474,30215,29637,19170,5264,618,202783,35,68,92,72,105,78,22,3,467,473,313,167,97,128,104,46,5,1341,322,688,561,354,322,336,130,17,2733,151,739,933,567,533,507,201,22,3668,160,694,1109,822,834,756,306,39,4724,193,1129,2217,1712,1911,1697,501,47,9402,198,1864,4598,3978,4514,3422,704,39,19313,124,1586,5648,5642,6724,4833,770,36,25361,37,695,4190,5057,5922,4377,736,39,21049,5,221,2065,2644,3198,2263,384,17,10802,0,93,1072,1578,2023,1418,244,9,6443,0,54,555,863,1137,739,124,3,3482,0,37,570,973,1114,704,99,8,3504,5,9,126,189,203,161,33,7,733,28,156,331,346,570,406,102,9,1945,1733
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0
29499,559,0,6,97,145,129,80,14,3,470,0,8,50,86,78,42,8,0,275,0,3,30,60,41,24,7,0,165,0,0,24,49,27,23,3,0,139,0,0,7,16,10,3,3,0,44,14,19,22,21,28,19,6,0,126,313,551,887,1084,1193,773,213,22,5053,3,4,8,22,16,14,12,0,84,21,23,18,20,30,7,4,0,118,12,33,83,67,57,58,19,0,345,10,37,140,83,97,78,45,3,502,7,21,159,147,144,131,48,7,667,9,60,255,217,224,197,68,4,1037,4,56,272,229,264,221,65,3,1122,13,86,356,300,346,281,61,3,1455,0,66,279,319,330,249,53,10,1307,3,31,159,213,204,159,21,4,792,0,17,113,131,154,106,16,0,537,0,3,71,95,100,43,9,0,326,0,5,62,109,92,64,4,0,341,0,3,24,29,44,22,3,0,131,0,14,36,35,62,41,10,3,206,85
1RNSW,6646,11,117,689,848,909,655,128,15,3367,0,58,352,520,649,456,91,11,2141,0,13,186,313,315,217,64,13,1120,3,8,197,370,435,338,100,15,1464,16,23,101,244,267,199,78,17,940,505,231,229,218,254,190,78,20,1715,22812,14276,15949,14512,17005,13276,3274,420,101526,35,18,33,50,92,55,16,3,304,491,93,45,48,76,92,40,10,891,261,220,133,116,215,258,128,17,1345,154,241,213,216,310,447,277,43,1904,139,252,270,318,475,629,368,47,2505,170,509,612,605,1025,1168,551,58,4699,135,715,1420,1404,1901,1800,572,43,7991,97,773,1963,2243,3186,2923,560,37,11782,49,556,2006,2392,3345,2977,498,36,11853,20,245,1398,1752,2233,1710,260,20,7634,3,185,1165,1441,1715,1207,180,10,5901,7,88,877,1207,1261,768,83,7,4295,4,67,1438,2173,2060,1162,98,7,7008,3,20,212,327,340,168,42,10,1124,26,54,179,228,343,289,95,25,1239,1587
1GSYD,17596,23,503,3382,2717,2350,1510,376,36,10887,14,210,2444,2240,1996,1119,272,34,8338,9,102,1466,1567,1240,674,185,27,5276,4,78,2089,2743,2167,1069,280,28,8467,25,51,975,2190,1913,801,229,60,6249,532,489,520,392,404,319,113,24,2795,32610,35963,44611,32616,30309,20285,5737,716,202837,45,59,102,92,112,73,17,4,502,578,289,124,107,113,101,56,4,1376,450,596,405,322,413,482,171,26,2860,237,714,710,558,743,768,272,23,4029,221,747,1093,898,1008,986,343,48,5348,314,1156,1903,1767,2075,1881,546,63,9710,322,1857,4220,3761,4326,3362,791,52,18691,201,1739,5711,5567,6391,4675,915,51,25246,77,915,4425,5107,5883,4549,856,32,21852,24,364,2382,3096,3535,2582,485,22,12487,12,177,1443,2088,2447,1652,303,13,8143,4,65,820,1372,1325,849,129,7,4560,3,52,753,1280,1283,770,123,4,4271,3,35,150,260,261,138,31,0,874,39,113,327,375,464,379,97,12,1799,2540
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,687,0,12,132,143,162,104,24,3,569,0,5,88,113,102,70,21,0,396,0,3,30,65,55,23,12,0,191,0,0,35,68,50,36,5,0,199,0,4,11,22,27,16,9,0,87,5,13,19,21,14,16,3,0,88,341,579,1110,1252,1343,1043,295,40,6003,4,3,20,17,28,21,0,0,94,17,11,13,12,34,25,10,3,129,16,54,64,81,120,133,57,3,534,15,40,121,119,213,261,77,15,862,10,45,166,191,305,288,121,15,1142,28,62,229,262,426,398,119,16,1526,18,98,294,329,392,372,106,9,1629,10,102,365,420,510,384,87,13,1895,3,102,419,455,557,416,79,6,2042,0,58,253,272,335,227,50,0,1201,0,24,189,224,227,163,43,0,866,0,12,117,127,114,97,16,0,481,0,19,138,154,143,77,24,0,548,0,3,34,31,37,34,13,0,144,3,22,47,42,75,60,19,7,262,140
