GCCSA_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
6RTAS,4,15,6,4,0,0,0,28,120,62,45,68,40,10,3,347,0,3,0,9,3,0,0,18,0,0,0,3,3,0,0,8,22,22,16,21,17,7,0,113,4515,7148,7825,9423,7329,1479,191,37900,1086,478,340,302,211,40,3,2460,32,88,135,192,199,65,23,728,156,93,76,103,62,12,4,516,44,76,97,101,49,12,0,376,43,62,84,88,123,45,17,466,405,440,383,492,533,196,44,2487,6425,8486,9017,10804,8573,1868,276,45445,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,5,0,0,29,6,9,0,0,4,0,0,16,3,5,0,0,3,0,0,12
6GHOB,3,0,0,4,0,0,0,10,440,424,315,297,245,46,8,1776,5,0,3,0,0,0,0,13,0,0,0,0,0,3,0,7,23,48,35,22,30,7,0,167,3182,6801,7382,7941,5919,1235,128,32582,901,563,320,268,222,30,9,2310,18,59,101,142,122,48,3,497,165,119,101,136,67,8,0,589,69,189,252,251,96,9,0,867,20,43,44,71,70,20,4,272,492,682,484,507,386,70,15,2635,5318,8930,9035,9641,7162,1485,158,41731,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,24,29,16,5,0,105,35,19,16,16,3,0,0,92,4,7,7,0,0,0,0,23
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,8,0,0,28,0,3,3,0,0,0,0,3,0,9,12,13,14,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,5,0,0,0,0,0,5,14,8,7,7,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,0,28,500,1060,967,1158,859,148,13,4707,135,79,53,44,29,6,0,348,14,63,87,109,100,21,3,401,12,8,0,0,4,0,0,25,0,7,5,6,0,0,0,15,11,29,27,37,43,13,0,167,14,18,13,13,12,3,0,77,710,1277,1165,1389,1067,203,21,5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
5RWAU,17,18,12,12,12,0,0,68,874,5182,4827,4218,2182,214,5,17496,6,24,10,15,0,0,0,50,0,0,0,0,0,0,0,3,37,49,60,49,45,7,0,248,7604,16401,17451,18264,13354,3256,425,76756,2421,2332,1743,1468,816,116,26,8927,121,380,412,499,419,150,39,2020,272,171,203,241,173,36,13,1101,336,332,312,334,231,40,0,1580,362,1937,1752,1578,854,188,37,6704,938,1510,1413,1651,1542,538,102,7697,12990,28325,28199,28327,19627,4552,643,122656,5,7,6,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,0,3,0,23,0,3,0,0,0,0,0,10,0,5,3,3,0,0,0,18,13,25,15,13,6,3,0,75,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,21,88,65,58,34,3,3,268,22,32,16,7,6,3,0,88,19,105,81,61,30,6,0,304
5GPER,1555,3595,3215,2302,1219,230,14,12139,2314,4123,3013,1902,1151,271,26,12811,21,36,27,25,8,8,0,125,11,16,12,12,8,3,0,61,87,256,214,187,104,39,9,896,34290,72278,68339,64322,44065,11231,1188,295715,6906,3684,1993,1544,954,246,36,15358,192,730,866,1154,946,306,33,4223,466,838,838,1026,537,79,7,3796,814,1525,1954,1848,868,143,9,7161,348,1201,1063,961,637,181,34,4411,2000,2203,1356,1212,966,372,77,8196,49009,90486,82896,76490,51462,13110,1442,364890,1172,1855,1862,1328,798,164,16,7199,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,3,374,1218,1357,1019,506,75,8,4561,141,149,122,93,67,5,0,584,52,145,158,130,59,13,0,561,1745,3367,3501,2582,1437,263,21,12916,0,3,5,3,0,0,0,16,3,0,0,3,0,0,0,9,96,218,167,105,73,13,3,682,227,82,45,23,20,7,0,411,46,90,47,43,18,7,0,251
59799,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,5,8,5,3,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,23,236,253,256,141,13,0,920,12,61,79,82,22,0,0,257,38,317,352,354,173,16,4,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,58,73,42,23,12,5,0,217,101,410,269,233,129,18,3,1161,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,9,42,38,40,42,13,3,190,3365,6607,5808,5624,3841,865,79,26184,976,744,365,247,144,39,3,2514,83,336,461,654,449,108,4,2102,28,18,20,29,12,4,3,115,32,40,19,20,6,0,0,121,90,420,407,433,272,77,8,1712,53,112,80,78,63,23,3,417,4802,8812,7505,7383,4980,1160,109,34749,60,29,16,21,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,17,6,9,0,0,54,19,12,6,3,0,0,0,33,3,3,3,3,0,0,0,12,89,49,34,30,9,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,3,0,0,22,11,7,3,0,3,0,0,21,0,5,6,3,0,0,0,22
4RSAU,3,0,3,3,0,3,0,15,58,285,255,219,114,7,4,934,8,11,5,0,0,0,0,27,0,3,0,3,0,0,0,5,15,13,28,24,24,10,0,112,6210,10152,10361,12066,9926,2385,390,51490,1302,769,507,437,276,54,15,3356,39,130,171,280,247,138,34,1038,116,79,78,143,121,24,3,569,75,110,119,165,129,24,3,621,77,185,232,264,255,101,23,1137,572,673,683,929,964,353,80,4258,8468,12411,12451,14522,12065,3090,557,63569,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,4,4,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,26,16,10,0,0,85,6,5,4,3,0,0,0,21,4,5,6,7,0,0,0,22
4GADE,612,1095,1007,785,533,100,7,4151,1836,3404,2747,2032,1461,302,29,11812,9,27,21,14,0,3,0,68,160,379,303,175,120,24,0,1157,55,187,159,131,94,18,3,655,22094,44584,45490,45852,32465,7256,827,198566,3762,2063,1251,1107,774,187,32,9167,90,344,413,700,569,146,10,2279,328,565,518,589,400,39,4,2442,390,1087,1305,1296,803,75,3,4959,125,364,343,464,399,131,19,1851,1300,1444,1146,1064,878,317,52,6192,30765,55553,54704,54206,38492,8600,980,243294,175,230,151,136,82,12,3,786,0,0,0,0,0,0,0,0,15,22,13,14,13,0,0,80,115,195,224,161,97,20,3,811,34,32,20,9,9,3,0,109,17,42,42,31,16,0,0,138,354,520,442,350,216,39,4,1927,0,0,0,0,0,0,0,0,26,36,26,29,18,0,0,137,138,275,305,230,122,19,3,1085,136,92,49,39,20,4,0,347,29,48,43,28,23,0,0,179
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,12,16,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,12,23,10,13,3,0,0,60,18,52,37,30,19,10,0,169,0,0,0,3,0,0,0,9,4,4,0,0,0,0,0,7,11,28,24,12,11,8,3,98,2219,4128,3843,4280,3131,676,61,18333,402,329,179,137,80,26,0,1150,37,117,212,353,265,81,8,1078,19,13,17,14,4,0,0,65,10,15,24,15,10,0,0,70,36,103,133,195,171,44,12,690,25,33,33,46,36,9,0,187,2790,4845,4506,5098,3724,858,87,21914,3,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,0,0,0,17,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,16,8,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,7,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
3RQLD,109,119,102,77,39,8,3,464,1269,1884,1657,1522,886,152,11,7380,40,114,98,89,43,4,0,385,206,261,100,66,57,20,3,722,155,160,138,128,111,39,9,735,43391,73330,76562,77520,55253,12900,1382,340351,11536,5397,3353,2727,1665,395,75,25139,308,1119,1581,2145,1883,626,105,7770,806,1554,1595,1938,1443,212,41,7585,1324,1467,1516,1561,956,153,18,6987,542,1059,1089,1205,954,397,104,5349,3824,4216,3222,3591,3410,1204,286,19749,63515,90663,91008,92562,66708,16122,2031,422610,66,55,28,34,15,8,0,201,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,14,24,43,35,41,26,3,0,182,22,14,3,3,0,0,0,48,5,4,17,10,7,0,0,48,124,131,86,90,52,14,0,492,12,56,58,43,27,4,0,194,75,66,25,22,22,10,0,223,67,134,156,128,66,5,0,556,140,48,41,40,10,0,0,284,30,63,41,33,22,0,0,185
3GBRI,2837,5479,5097,3709,2095,299,22,19523,4371,6309,4633,3131,1853,363,38,20704,127,397,272,177,128,32,0,1127,11,17,21,8,8,0,0,62,144,268,221,219,130,55,11,1047,40998,79961,81863,76087,48574,10811,998,339293,9615,4634,2624,1870,1254,291,47,20332,344,1090,1495,1900,1542,482,45,6900,1117,2487,2384,2326,1267,120,5,9713,1036,2509,2700,2069,822,78,3,9205,270,626,690,754,553,193,28,3118,3572,4604,2495,2102,1603,477,85,14933,64442,108381,104487,94355,59826,13202,1281,445963,663,928,767,503,307,58,5,3226,3,10,3,4,0,0,0,23,0,0,3,0,0,0,0,3,502,1153,1664,1451,774,121,6,5669,232,233,176,145,103,9,3,899,81,162,203,153,99,12,0,706,1484,2484,2810,2258,1278,203,15,10529,27,78,71,55,24,6,0,264,3,3,0,0,0,0,0,6,254,425,446,315,156,32,3,1629,283,167,96,64,24,12,0,645,54,137,98,54,21,3,0,370
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,8,4,5,4,0,33,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,18,16,16,3,0,79,0,0,0,3,0,0,0,5,8,28,29,24,26,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,52,68,46,40,19,7,0,234,122,199,145,123,57,21,4,664,12,7,15,10,4,0,0,48,4,8,7,3,0,0,0,26,3,39,28,24,19,16,0,139,6673,12467,12199,11723,7909,1658,117,52737,1719,1015,556,391,249,56,9,4000,188,626,1050,1367,1156,294,28,4716,56,94,91,65,57,3,3,373,49,61,59,42,19,3,0,230,84,279,320,318,283,108,7,1393,113,155,102,127,104,27,7,635,9083,15026,14614,14236,9884,2196,171,65202,18,21,14,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,9,21,3,3,0,64,12,8,5,0,0,0,0,24,3,3,7,3,0,0,0,24,48,50,39,39,6,3,0,187,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,12,15,13,9,13,4,0,62,12,8,9,0,0,0,0,30,7,8,3,3,3,0,0,17
2RVIC,105,196,158,113,88,24,4,686,565,283,202,219,156,47,3,1467,18,25,12,12,9,4,0,79,11,9,4,10,0,3,0,35,68,113,78,61,69,24,4,412,23243,40405,41720,45502,36726,8573,1213,197381,6591,2026,1225,1059,790,174,50,11915,119,400,612,823,870,328,108,3268,229,350,333,450,390,87,32,1869,530,542,665,737,576,84,10,3152,270,354,359,457,518,275,65,2312,2791,2202,1851,2316,2638,1011,280,13086,34532,46902,47224,51773,42831,10640,1772,235672,22,28,15,16,10,4,0,95,0,0,0,0,0,0,0,0,7,8,6,3,3,0,0,25,27,73,58,50,30,9,0,243,20,7,11,8,5,3,0,57,0,21,12,15,15,0,0,66,84,140,98,94,54,20,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,23,17,18,7,0,101,76,15,4,6,4,0,0,106,17,12,11,6,4,0,0,55
2GMEL,9713,26749,22670,13600,7330,1411,116,81591,3172,2851,2030,1508,1028,253,31,10864,50,107,56,72,14,7,3,298,3347,10286,4751,2516,1406,458,72,22844,172,736,605,442,265,59,11,2290,64724,162890,161970,154427,102186,24651,2747,673586,14902,6417,3765,2993,1987,592,123,30769,384,1643,1899,2311,1840,579,79,8734,692,1815,1759,1485,876,91,12,6735,1942,6185,6085,4207,1928,242,27,20618,491,1254,1359,1274,931,306,79,5695,6273,10439,5508,3926,2861,1003,205,30213,105863,231387,212450,188746,122641,29654,3491,894228,1878,3299,2874,1698,991,233,19,10992,3,3,4,3,0,0,0,12,1144,3175,1865,999,564,161,11,7914,1294,4168,4850,3390,1823,268,22,15823,469,660,423,287,186,47,4,2075,207,637,642,445,226,32,3,2198,4990,11954,10665,6824,3793,734,52,39015,0,0,0,3,0,0,0,7,204,355,231,176,136,36,8,1144,110,179,177,143,84,17,3,715,380,69,65,24,20,11,0,561,40,63,47,19,17,4,0,197
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,23,7,4,0,61,0,0,0,3,0,0,0,3,3,17,30,27,20,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,252,373,249,177,103,23,0,1171,67,74,48,36,32,11,0,266,3,15,13,0,5,3,0,48,66,82,48,20,11,5,3,234,14,136,111,56,75,14,0,406,8516,16633,14962,14562,9950,2201,258,67082,2067,997,526,367,252,49,3,4260,182,613,929,1221,1022,278,35,4282,34,60,48,48,31,3,0,218,93,115,72,40,29,8,0,372,56,236,258,308,277,81,13,1227,128,170,110,127,104,50,10,696,11482,19507,17374,16954,11874,2728,326,80250,47,48,16,16,14,4,0,152,0,0,0,0,0,0,0,0,39,51,21,8,11,4,0,137,40,70,58,32,17,9,0,234,26,13,7,9,4,0,0,60,3,17,8,4,3,0,0,39,156,199,120,66,54,14,3,616,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,16,3,8,0,5,0,0,0,17,17,3,0,0,0,0,0,20,6,4,0,5,0,0,0,11
1RNSW,281,302,225,212,155,32,3,1221,875,783,560,494,359,103,12,3178,26,39,34,28,20,0,3,147,7,15,7,0,6,3,0,37,66,132,100,105,107,51,5,571,44003,72960,76354,81739,63494,13951,1802,354303,10705,4657,2921,2598,1771,385,83,23122,395,1217,1707,2533,2513,1056,298,9722,836,938,866,1165,1046,202,51,5094,648,954,1113,1263,884,118,15,4997,664,561,603,828,816,454,133,4064,3622,3635,3006,3703,3839,1551,432,19787,62127,86179,87507,94666,75015,17906,2836,426235,78,82,54,54,31,8,0,304,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,59,66,87,96,59,13,0,385,53,17,13,17,7,0,0,103,15,17,32,19,17,3,0,107,208,189,186,184,110,30,3,910,5,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,48,50,43,46,26,4,0,218,105,57,28,19,20,0,0,228,18,30,18,16,7,0,0,85
1GSYD,16454,47015,32877,19222,10885,2199,210,128862,8644,17700,14983,9139,4950,1177,138,56729,186,1218,1402,933,461,139,19,4358,140,399,371,231,108,20,0,1271,171,698,854,754,415,130,28,3052,63351,146973,156653,147761,100973,25240,2744,643683,14297,7395,4328,3589,2373,680,157,32819,882,2684,3606,3827,2707,795,80,14574,1403,3736,3486,2710,1452,188,4,12979,1061,3491,3921,2922,1216,135,13,12750,641,1541,1553,1463,1027,370,72,6670,7584,14450,9155,6503,4556,1434,255,43931,114792,247287,233180,199054,131127,32505,3730,961676,4945,9528,6789,4034,2512,700,74,28583,56,285,247,145,107,35,0,877,107,320,184,89,53,14,4,774,1860,4795,5203,4120,2347,444,32,18788,819,947,590,516,336,55,10,3273,199,644,674,444,236,35,4,2237,7989,16515,13687,9343,5584,1289,125,54526,30,171,259,170,89,31,5,756,30,67,65,23,16,3,0,204,305,629,791,552,302,64,9,2655,452,207,140,98,66,8,0,978,93,258,237,125,66,12,0,792
19799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,21,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,3,0,3,0,0,0,10,3,16,10,11,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,544,705,449,322,190,46,3,2263,197,247,140,110,89,32,8,816,9,13,11,7,3,0,0,46,8,8,6,5,0,0,0,22,11,80,83,104,100,38,4,413,9245,16767,17391,17200,12042,2690,249,75586,2653,1334,766,583,381,90,7,5816,489,1223,1645,2077,1751,518,36,7729,106,119,85,89,53,5,0,450,56,74,66,71,28,4,0,296,118,277,325,423,370,104,14,1631,189,199,175,212,217,69,7,1074,13622,21052,21140,21196,15222,3587,331,96155,194,216,110,81,61,27,0,689,0,3,6,0,0,0,0,13,0,0,3,0,0,0,0,7,74,97,86,87,62,18,0,419,62,29,12,18,10,0,0,138,14,22,17,10,0,3,0,67,345,366,235,202,130,52,0,1336,0,3,3,5,0,0,0,13,0,0,0,0,0,0,0,0,14,15,15,17,6,3,0,73,8,10,0,0,3,0,0,24,5,9,4,3,3,0,0,22
