GCCSA_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
6RTAS,0,9,122,34,9,20,0,6,0,218,12,3,145,41,23,22,3,17,0,266,9,15,101,36,20,16,3,11,0,217,7,23,36,9,16,11,0,12,0,112,11,16,18,9,9,6,0,5,0,72,0,21,8,4,3,0,0,4,0,37,0,5,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,5,0,23,45,107,541,193,101,177,23,117,10,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,0,0,0,0,0,3,0,3,3,11,0,0,5,5,0,0,0,0,0,13,0,0,6,4,0,5,0,4,0,24,4,3,5,3,0,3,4,0,0,23,0,0,4,3,0,5,0,9,0,23,3,0,3,0,0,0,0,3,0,10
6GHOB,3,3,103,39,13,31,0,19,3,227,5,7,151,47,13,18,3,13,0,256,3,12,103,30,20,17,6,16,0,211,15,13,45,26,24,11,3,3,0,131,4,27,11,8,20,0,0,0,0,71,0,12,3,3,3,0,0,0,0,25,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,18,31,103,489,239,112,202,16,93,17,1306,0,0,0,3,0,0,0,3,0,5,0,0,0,7,3,5,0,0,0,11,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,4,0,3,3,11,0,0,0,3,0,0,0,5,0,7,0,0,3,6,0,0,0,0,0,13,0,0,0,5,0,3,0,0,0,9,0,0,0,3,4,0,0,0,0,14
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,14,0,0,0,0,0,0,23,4,0,25,3,0,0,0,3,0,33,0,0,7,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,66,17,3,4,0,9,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5RWAU,5,9,211,42,25,39,4,22,0,360,3,10,269,73,36,33,8,26,10,473,6,17,152,65,47,29,4,20,5,354,15,15,93,31,38,10,9,10,4,226,8,31,53,21,38,7,4,8,0,172,3,16,33,6,7,0,5,8,3,91,3,3,28,3,7,0,3,6,0,48,0,9,24,4,3,0,7,0,0,47,3,9,20,0,4,0,5,3,0,43,0,3,4,0,0,0,0,4,0,19,4,0,17,5,0,3,3,4,7,36,63,143,1060,371,240,273,54,193,32,2423,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,3,0,20,0,0,0,3,0,0,0,4,0,9,0,0,5,5,0,4,0,3,0,18,0,3,6,7,0,4,0,6,0,25,0,0,3,5,0,7,0,4,0,19,0,0,12,3,3,10,0,0,0,33,0,5,5,4,5,4,0,4,4,30
5GPER,22,55,806,276,94,298,34,139,17,1747,41,56,925,323,121,278,39,124,18,1923,49,102,523,255,205,155,37,87,14,1427,99,108,262,163,188,78,37,49,9,995,46,181,127,85,154,35,15,11,11,655,25,131,50,38,54,12,6,4,7,328,5,47,33,18,19,3,0,4,0,143,9,19,9,10,5,3,0,3,0,60,8,13,7,12,6,0,0,3,0,52,3,0,4,10,4,3,3,0,0,29,8,8,69,28,9,39,0,13,20,186,347,868,3368,2099,1094,2248,302,1068,142,11536,0,0,3,5,0,4,0,0,3,17,0,0,3,16,0,42,0,18,0,83,0,0,8,8,0,41,0,22,0,76,3,0,6,10,3,16,0,5,0,57,0,0,21,12,4,12,0,7,0,55,7,3,23,10,10,13,4,10,3,77,5,6,20,12,8,7,3,14,4,77,0,7,16,9,6,3,0,10,4,49
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,5,142,11,4,3,0,12,0,170,0,7,179,10,4,4,0,3,0,210,0,0,77,5,3,5,3,5,0,94,3,0,45,3,0,0,0,3,0,55,3,0,20,3,0,0,0,3,0,34,0,3,8,4,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,8,28,579,70,19,21,12,76,4,815,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,8,0,0,4,0,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,6
4RSAU,3,8,146,38,26,40,0,25,0,285,0,11,174,54,25,17,4,24,0,318,10,14,92,50,29,24,5,21,3,251,17,17,34,23,22,13,0,18,3,143,5,16,15,10,9,0,6,6,0,67,0,19,11,7,0,3,0,7,0,40,0,0,0,0,0,0,4,0,0,11,0,3,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,5,4,8,0,7,0,3,3,33,52,104,610,284,141,204,33,232,21,1689,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,0,18,0,0,0,3,0,4,0,7,0,8,0,0,0,3,4,3,0,0,0,10,0,0,3,5,0,3,0,0,0,18,3,0,6,6,0,0,0,7,3,31,3,0,9,3,3,0,0,9,0,25,4,0,5,0,0,3,0,7,0,17
4GADE,19,35,405,167,86,180,14,95,17,1014,23,71,488,221,111,183,16,92,11,1218,41,76,322,200,130,123,15,50,11,966,59,126,153,125,153,53,7,32,11,719,30,127,77,48,66,18,4,16,0,391,9,56,23,22,15,3,3,0,0,129,3,28,16,6,8,0,0,0,0,61,0,3,0,9,3,0,0,0,0,17,4,5,0,5,0,0,0,0,0,14,0,3,4,11,0,0,0,0,0,15,3,3,20,13,3,19,0,8,8,91,237,619,1780,1334,753,1423,110,737,85,7076,0,0,0,4,0,3,0,3,0,14,0,0,0,13,0,32,0,21,3,68,0,0,0,13,0,27,0,10,4,63,0,0,3,7,0,10,0,10,0,35,0,3,7,6,4,7,0,0,0,38,0,3,13,20,4,15,4,6,5,72,3,0,7,4,5,5,0,7,0,39,4,3,7,7,5,7,3,3,0,39
