GCCSA_CODE_2016,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_Inc_LR_15_24,F_M2_TrnTrm_Inc_LR_25_34,F_M2_TrnTrm_Inc_LR_35_44,F_M2_TrnTrm_Inc_LR_45_54,F_M2_TrnTrm_Inc_LR_55_64,F_M2_TrnTrm_Inc_LR_65_74,F_M2_TrnTrm_Inc_LR_75ov,F_M2_TrnTrm_Inc_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_Inc_LR_15_24,F_M2_BusTrm_Inc_LR_25_34,F_M2_BusTrm_Inc_LR_35_44,F_M2_BusTrm_Inc_LR_45_54,F_M2_BusTrm_Inc_LR_55_64,F_M2_BusTrm_Inc_LR_65_74,F_M2_BusTrm_Inc_LR_75ov,F_M2_BusTrm_Inc_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
6RTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,6,4,0,0,30,25,3,0,3,3,0,0,39,0,3,0,3,4,0,0,17,31,13,9,13,15,4,0,82,46,37,41,48,30,4,0,205,81,55,54,67,44,9,0,300,0,0,0,0,0,0,0,6,3,4,3,0,0,0,0,10,0,4,3,4,3,0,0,12,3,8,7,6,6,0,0,23,75,359,600,806,831,384,81,3135,1522,1527,1412,1462,1392,326,30,7675,100,71,88,105,113,64,33,578,7831,8924,10569,13218,9912,1940,252,52656,9,26,4,7,3,0,0,45,262,120,102,126,85,19,3,726,0,3,3,8,0,0,0,25
6GHOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,58,83,50,3,0,265,83,38,28,25,7,3,0,190,13,8,7,6,3,0,0,38,127,90,89,115,62,12,0,497,47,58,69,80,50,7,0,305,172,151,158,196,115,21,3,818,0,0,0,0,0,0,0,0,13,8,7,7,3,0,0,43,5,3,0,4,3,0,0,16,19,18,7,13,8,0,0,59,52,252,534,547,463,224,35,2116,1619,1734,1420,1234,1226,285,32,7539,83,65,53,80,94,32,25,422,7501,10177,10949,11862,8595,1532,169,50786,3,7,0,7,3,0,0,21,1058,926,776,760,615,90,8,4233,3,0,6,4,0,0,0,18
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,4,3,3,0,0,15,7,0,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,12,20,0,0,54,40,83,77,104,96,21,5,431,9,5,4,13,8,5,0,40,208,411,455,607,556,103,14,2349,0,5,0,0,0,0,0,5,22,17,14,13,15,3,0,84,0,0,0,0,0,0,0,0
5RWAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,4,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,6,4,5,7,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,19,4,0,0,63,36,7,10,7,4,0,0,67,5,19,11,6,5,0,0,47,55,53,34,30,16,0,0,181,77,127,95,86,73,10,0,470,141,181,132,122,93,12,0,681,0,4,0,3,0,0,0,8,3,11,8,15,3,0,0,44,3,11,0,4,7,0,0,31,13,28,7,24,7,0,0,76,160,1074,1762,1777,1626,888,213,7507,2074,3178,2620,2615,2457,654,62,13659,267,311,308,353,247,94,62,1640,13812,21884,22834,25179,18205,4022,594,106527,19,31,22,16,11,0,0,102,1171,5938,5256,4727,2436,228,11,19760,12,21,10,15,0,0,0,59
5GPER,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,558,1451,1202,1060,583,59,3,4909,183,327,189,171,113,22,0,1004,15,60,43,36,19,7,0,189,2340,3826,2661,2337,1451,242,16,12874,3,3,4,4,0,0,0,14,0,3,0,0,0,0,0,3,104,215,177,185,101,21,3,808,353,191,119,89,41,12,0,793,22,55,24,19,12,3,0,137,480,468,321,296,150,33,4,1761,347,390,291,312,204,41,4,1577,3167,4678,3277,2948,1804,323,22,16212,530,706,459,462,288,43,4,2488,46,31,25,11,8,0,0,118,13,13,13,17,8,0,0,54,586,752,497,490,296,43,4,2664,549,3633,5972,5615,3836,1523,244,21367,11104,12298,9994,7739,6759,1969,157,50022,681,743,581,638,483,215,92,3439,66151,98872,89367,90707,59832,12396,1109,418438,3633,8034,5994,4626,2617,434,24,25363,5633,8718,5297,3773,2428,521,41,26417,31,58,41,35,17,7,0,190
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,3,0,0,0,11,10,26,22,20,8,0,0,99,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,0,0,0,0,0,0,4
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,0,29,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,36,40,11,17,11,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,4,0,3,0,0,0,0,5,3,0,0,0,0,0,0,6,7,4,9,6,0,0,0,20,6,17,23,13,12,3,3,82,52,65,40,37,24,3,3,215,5,8,0,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,5,9,8,6,4,0,0,34,18,95,106,80,63,19,4,384,289,507,465,423,421,112,15,2232,37,52,45,34,28,15,13,229,1587,2780,2843,3222,2287,530,64,13312,85,97,46,31,24,6,0,303,138,486,294,270,165,22,3,1376,0,4,4,0,0,0,0,12
4RSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,14,8,0,0,0,0,0,0,8,0,0,3,3,0,0,0,9,14,6,4,3,0,0,0,27,33,50,31,47,50,9,0,217,55,57,39,55,53,13,0,268,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,0,3,4,3,0,0,10,5,3,3,7,3,3,0,23,108,610,1037,1292,1449,807,215,5513,1854,2106,1691,1925,1819,516,67,9984,144,114,141,165,135,84,58,839,9714,12062,13680,17200,13512,3225,553,69948,9,9,3,3,0,3,0,28,107,317,288,249,133,17,4,1114,5,11,10,3,0,0,0,36
4GADE,0,0,0,0,0,0,0,0,26,26,15,25,21,6,0,109,166,270,209,213,153,10,0,1033,51,46,21,31,15,8,0,172,0,13,4,16,9,0,0,48,391,559,372,397,297,42,4,2051,0,0,0,0,0,0,0,0,30,64,33,20,27,0,0,175,222,382,463,432,257,31,0,1789,251,232,136,111,95,20,0,844,26,44,30,19,25,0,0,143,529,724,664,582,404,57,0,2958,311,444,408,396,274,32,3,1870,1236,1723,1435,1373,973,129,4,6885,115,106,98,73,50,12,0,459,66,61,49,31,17,3,0,221,7,24,10,21,5,0,0,74,181,192,162,125,71,17,0,752,295,1664,2965,3049,2447,1183,192,11802,8437,9213,7355,5945,5497,1410,115,37969,409,401,341,395,309,150,116,2128,42361,60367,58569,63218,44577,8746,825,278672,1352,2406,2030,1748,1153,174,9,8872,4722,7754,5812,5164,3645,636,48,27779,13,29,21,22,8,8,0,94
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,11,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,7,0,5,0,0,0,23,9,13,12,18,8,0,0,62,27,21,13,32,13,3,0,110,7,3,0,0,0,0,0,12,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,3,5,7,3,0,6,0,0,22,15,54,55,51,36,17,5,227,210,321,329,356,337,113,14,1672,20,16,21,31,20,13,5,126,950,1527,1785,2452,1945,459,46,9161,22,27,16,9,9,0,0,86,51,95,58,47,34,12,3,300,0,0,0,3,0,0,0,9
3RQLD,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,17,20,35,31,39,17,3,0,144,20,4,0,5,0,0,0,33,0,5,0,3,3,0,0,10,133,129,73,83,41,6,0,469,8,11,8,7,7,0,0,41,116,89,42,51,39,10,0,346,35,42,36,43,40,5,0,211,249,80,45,54,17,7,0,452,35,35,15,19,7,3,0,112,436,251,153,180,108,29,0,1160,492,578,480,526,306,52,3,2434,1066,957,705,792,457,86,10,4064,64,43,13,23,15,5,0,166,81,81,60,56,26,0,0,306,22,33,28,46,14,8,0,138,166,161,99,125,55,13,0,614,889,4866,8661,8765,7561,3607,778,35123,12263,12930,10184,9877,8940,2336,255,56781,887,712,892,875,704,380,242,4697,79114,97414,105305,114014,77619,16753,2097,492314,195,239,166,132,81,12,10,835,2868,3071,2367,2255,1338,225,15,12144,64,162,124,115,61,8,4,539
3GBRI,12,11,0,4,6,0,0,35,0,0,0,0,0,0,0,5,692,1454,1598,1280,656,87,3,5769,268,372,280,268,137,21,0,1331,33,60,42,34,15,3,0,192,1818,2908,2502,2081,1171,174,3,10651,52,78,73,61,35,0,0,297,0,3,0,3,0,0,0,8,371,565,625,457,256,33,0,2314,573,360,225,190,139,27,0,1514,64,106,71,35,31,5,0,317,1069,1113,989,754,464,66,3,4451,505,669,572,529,353,68,3,2703,3389,4688,4068,3365,1980,307,11,17805,377,452,315,320,180,23,0,1666,110,99,64,56,34,3,0,366,21,35,22,20,23,0,0,124,504,585,401,400,231,29,0,2153,854,4477,8311,7526,5318,1927,293,28710,14405,15597,12359,9562,7823,2037,171,61961,731,693,607,678,492,197,144,3543,85817,118767,114412,109821,67442,12998,1093,510348,6518,12026,9883,7624,4221,582,34,40887,11049,14920,9608,7337,4416,783,62,48174,314,838,508,377,243,48,3,2335
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,3,8,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,9,8,0,0,26,5,5,3,0,0,0,0,16,0,0,0,0,0,0,0,4,30,27,12,14,8,3,0,104,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,3,7,4,0,0,21,9,4,3,7,3,0,0,23,0,0,3,0,0,0,0,5,13,9,11,13,7,3,0,55,22,32,40,39,36,0,0,164,66,70,60,63,52,7,0,326,14,10,11,5,3,3,0,34,10,0,0,5,0,0,0,20,0,0,0,4,0,0,0,12,21,14,11,6,5,3,0,68,48,188,235,215,159,41,12,898,482,816,781,837,747,246,33,3949,63,63,66,87,70,40,26,416,2777,4479,5244,6132,4333,956,115,24039,95,110,68,59,38,12,0,388,222,287,183,179,90,27,9,992,8,12,19,10,4,0,0,60
2RVIC,0,0,0,0,0,0,0,0,7,11,7,0,4,3,0,29,27,36,44,45,25,6,0,183,28,3,8,5,9,0,0,51,3,9,7,4,3,0,0,29,84,98,84,63,47,7,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,24,25,26,18,3,0,115,131,19,6,15,6,0,0,185,10,9,7,11,7,0,0,35,164,54,35,49,35,5,0,341,190,201,190,233,144,39,5,1004,437,345,307,346,225,53,5,1716,20,24,14,15,17,3,0,94,17,8,3,3,0,0,0,32,4,3,7,5,3,0,0,20,35,32,22,31,23,3,0,147,377,2116,4012,4509,4557,2634,679,18887,9097,8712,7497,7280,7179,1877,217,41856,702,431,495,661,595,310,174,3371,43201,51097,56279,67151,51717,11223,1710,282377,184,388,288,204,158,36,3,1260,1287,601,403,469,352,78,10,3196,23,33,22,30,10,4,0,120
2GMEL,0,3,0,0,0,0,0,7,1362,3623,1488,955,579,118,15,8146,1359,3252,3311,2421,1206,186,12,11748,681,1379,765,535,354,51,0,3758,115,334,245,158,67,12,0,928,5508,11972,7615,5371,3069,541,32,34117,0,0,0,0,0,0,0,0,313,565,300,208,158,39,4,1594,142,160,114,169,86,11,0,676,591,189,102,110,54,11,3,1064,44,75,29,29,15,8,0,195,1086,990,549,513,319,64,9,3525,1014,1644,1199,1131,606,109,8,5705,7610,14605,9365,7013,3988,717,51,43347,1714,3320,1951,1426,889,148,7,9460,90,99,61,50,30,7,0,340,49,102,65,43,24,7,0,286,1848,3523,2073,1520,950,164,8,10091,1273,8339,15597,13390,8543,3483,561,51187,26017,28968,25050,16608,13801,4169,399,115015,1570,1773,1416,1557,1104,492,274,8195,143850,250879,220165,209111,129948,26970,2657,983586,19976,54420,39458,24944,13359,2340,186,154676,7139,6648,4031,3438,2288,499,51,24089,63,138,75,86,25,11,9,410
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,35,40,13,5,4,0,0,106,17,21,26,18,14,0,0,101,9,7,4,7,4,0,0,32,4,6,5,3,0,0,0,20,108,124,61,52,42,7,0,390,0,0,0,0,0,0,0,0,8,5,5,3,0,0,0,23,9,5,0,9,0,0,0,19,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,3,19,13,7,12,4,0,0,58,24,40,53,42,30,3,0,187,153,175,119,101,77,7,0,635,47,64,30,28,15,8,0,197,4,3,0,3,0,0,0,13,0,0,6,4,3,0,0,15,52,74,41,36,18,10,0,222,49,217,286,222,144,49,13,976,662,954,900,923,781,254,36,4514,91,84,102,102,64,47,17,504,3334,5523,5954,7212,5066,1264,150,28505,369,558,364,240,154,31,3,1731,120,122,77,65,54,17,3,463,3,16,19,4,8,3,4,58
1RNSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,55,60,41,5,0,253,42,15,20,18,7,0,0,98,4,7,3,9,5,0,0,25,167,142,120,139,92,11,0,672,3,0,4,3,4,0,0,17,3,0,0,0,0,0,0,7,33,37,46,66,29,6,0,224,188,61,29,36,26,6,0,349,19,14,11,18,8,0,0,70,249,114,92,123,74,11,3,664,384,429,338,449,302,49,11,1961,802,688,556,708,469,76,10,3302,49,55,43,48,21,4,0,222,16,18,9,21,13,0,0,75,19,12,9,18,14,7,0,86,81,89,65,90,47,9,0,377,733,4011,7612,8169,7851,4323,1153,33849,14142,14202,11777,11398,11421,2868,314,66125,1125,746,902,1094,920,478,343,5605,76611,91479,102563,118191,89008,18965,2893,499719,494,528,375,370,254,52,7,2088,2160,1468,1081,1149,837,187,22,6899,34,55,54,47,29,3,3,227
1GSYD,64,315,161,106,71,18,3,733,137,276,141,76,57,4,3,699,1903,3736,3630,3066,1623,227,10,14201,1210,2012,1159,1006,761,106,7,6259,109,363,235,189,104,14,4,1022,8968,17783,10954,8614,5438,1001,64,52819,52,183,167,117,64,21,0,602,42,88,54,28,15,0,0,240,379,559,746,612,259,53,3,2604,811,490,331,313,219,36,3,2201,88,224,143,107,69,19,7,645,1367,1547,1438,1176,632,128,10,6300,680,989,1047,980,530,86,9,4325,11015,20321,13443,10767,6590,1219,85,63437,1436,2188,1301,1099,728,135,8,6896,90,141,105,75,50,4,3,469,10,29,42,36,18,3,0,146,1543,2357,1448,1211,801,142,9,7513,1593,9159,17599,15132,9607,4023,714,57823,24085,27649,23352,15304,13834,4568,471,109261,1804,2042,1613,1640,1170,546,267,9081,153970,268102,240677,219260,140307,31069,3145,1056525,35024,93524,58354,36578,20420,3642,325,247856,20740,40256,29264,19643,11329,2615,235,124086,362,2346,2368,1477,699,195,18,7465
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,23,26,27,34,18,6,0,133,13,12,6,3,3,0,0,37,0,3,4,4,0,0,0,9,151,191,116,96,78,18,3,653,0,0,3,0,3,0,0,5,3,0,0,0,0,0,0,4,5,15,6,8,9,0,0,43,5,3,4,4,3,0,0,22,0,3,7,3,0,0,0,16,17,23,19,24,18,3,0,91,33,36,35,57,25,5,0,194,201,244,167,168,122,23,4,943,35,43,27,20,30,0,0,161,0,4,3,0,0,0,0,10,0,0,0,5,4,0,0,13,35,48,30,24,30,5,0,177,67,258,346,296,205,61,8,1235,761,1012,978,1049,982,344,40,5173,112,131,106,125,108,46,42,674,4090,6381,7135,8637,6275,1418,181,34122,760,1069,628,483,280,61,7,3294,350,420,258,205,174,53,10,1467,13,23,10,12,9,0,0,65
