GCCSA_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
6RTAS,8,22,10,17,12,0,0,63,65,110,79,81,77,11,0,415,72,140,93,96,87,10,0,501,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,4,3,5,8,8,0,0,26,5,5,5,14,8,0,0,39,86,193,387,608,847,577,207,2911,992,710,706,868,950,358,53,4641,111,105,77,106,121,62,36,624,7702,9638,10287,12496,10580,2883,573,54161,7,5,3,0,3,0,0,21,142,67,56,65,49,8,0,379,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,7,39,27,30,19,14,3,0,135,4153,5889,7505,9551,6461,947,66,34570,1256,464,384,511,412,78,10,3112,0,0,5,0,3,4,0,24,20,14,22,10,12,0,0,83,12,23,21,33,26,0,0,110,18,24,33,42,55,17,3,193,404,399,352,534,493,103,20,2304,6061,6905,8414,10775,7520,1157,104,40942,0,0,0,0,0,0,0,4
6GHOB,51,49,42,43,27,5,0,219,57,89,84,72,61,8,0,379,111,147,137,118,89,12,3,615,3,0,0,4,0,0,0,5,3,11,14,3,6,0,0,34,0,0,5,7,7,0,0,19,4,14,15,11,12,0,0,59,39,175,327,381,425,314,72,1732,1011,655,636,696,683,249,29,3970,88,95,66,99,69,27,23,473,6580,10016,10218,10945,8433,2095,286,48574,0,4,0,4,3,0,0,9,618,508,460,466,366,43,0,2454,0,0,3,3,0,0,0,5,0,3,0,3,0,0,0,4,22,26,22,26,17,3,0,111,3071,5682,7089,7821,5307,773,52,29803,1216,892,592,829,543,91,9,4165,0,0,0,7,5,0,0,8,26,21,15,14,6,0,0,80,33,68,68,61,17,0,0,258,12,30,40,42,26,6,0,161,553,730,482,538,403,58,7,2767,5551,7964,8773,9797,6696,976,66,39829,0,0,0,0,0,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,10,10,10,12,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
69499,0,4,0,0,0,0,0,6,10,22,18,14,17,6,0,87,12,28,18,20,17,8,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,7,3,0,0,9,3,14,15,34,15,3,4,82,76,110,115,158,162,46,9,683,14,7,9,16,26,9,4,91,818,1433,1325,1618,1291,264,39,6784,0,0,0,0,0,0,0,0,6,7,9,9,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,99,253,315,426,381,60,6,1550,26,18,16,24,15,4,0,115,0,3,0,0,4,0,0,12,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,7,3,3,3,3,13,3,0,24,14,14,7,5,5,0,0,45,156,304,356,477,430,71,10,1800,0,0,0,0,0,0,0,0
5RWAU,59,224,163,125,75,9,3,661,133,372,333,293,175,47,5,1358,205,623,517,433,252,62,6,2097,0,22,15,18,6,0,0,67,13,58,50,38,26,0,0,187,7,27,20,26,16,3,0,107,25,111,89,87,44,3,0,361,212,494,886,1478,1625,1186,433,6326,1761,4281,4389,4380,3083,839,124,18859,377,731,729,725,485,167,70,3281,15582,34558,34806,35427,25120,6807,1286,153587,5,13,9,4,4,0,0,31,293,760,428,507,252,16,0,2260,0,0,0,4,0,0,0,7,0,0,6,0,0,0,0,7,52,41,31,35,28,3,0,195,6867,12654,15029,16626,11056,1797,169,64203,2518,1369,870,989,707,149,27,6642,10,9,9,26,11,3,5,77,104,54,59,54,31,6,3,316,106,214,169,182,115,13,0,799,128,405,268,313,207,81,13,1417,1076,1598,1117,1534,1353,301,29,7012,11160,17117,18007,20283,13774,2375,250,82964,5,0,0,3,0,0,0,9
5GPER,372,401,271,179,120,25,4,1363,536,819,619,620,379,73,10,3044,2649,4593,4389,3378,1926,355,31,17330,443,561,511,325,199,26,0,2071,50,54,40,23,6,0,0,176,17,38,35,35,19,0,0,140,505,645,582,389,223,30,0,2382,418,1435,2507,3286,3327,1928,502,13399,7701,5908,4892,4654,4451,1816,235,29650,745,997,795,753,474,215,95,4076,61029,104059,96071,88941,61861,17454,2307,431724,2079,4436,2776,2327,1393,204,7,13227,3316,4591,2283,1873,1280,250,14,13609,4,17,11,10,12,0,0,61,12,8,7,11,9,0,0,38,111,156,93,89,52,5,4,503,33802,59422,58567,63217,39817,6932,451,262213,8182,4867,3056,3254,2487,543,70,22457,10,29,27,44,25,0,0,141,62,118,70,124,45,3,0,424,259,621,487,460,210,32,0,2062,173,358,332,387,243,74,13,1584,2060,2142,1353,1472,1088,269,37,8424,50067,76774,69051,73272,46654,8319,595,324734,1581,1980,1226,1066,731,156,10,6758
59799,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,46,53,56,22,0,0,171,0,17,22,17,8,0,0,64,43,373,433,428,204,19,4,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,9,12,8,0,0,51,7,7,9,3,0,0,0,26,10,22,19,17,9,0,0,78,0,0,0,0,0,0,0,0
59499,17,19,8,10,3,0,0,64,89,124,99,99,56,9,0,481,196,195,151,135,68,10,0,766,12,10,9,11,5,0,0,52,0,8,0,3,0,0,0,20,4,3,8,3,0,3,0,20,20,29,12,13,14,0,0,89,19,60,95,100,61,35,12,384,501,1024,951,988,810,274,38,4577,64,118,121,114,69,18,7,502,5598,10238,8832,8731,6003,1495,168,41065,29,29,8,8,12,0,0,79,42,72,29,38,36,3,0,215,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,3,3,0,0,13,866,1673,1919,2290,1472,325,25,8578,182,149,131,185,127,20,7,797,0,3,11,31,5,3,0,56,0,0,3,0,0,0,0,9,6,7,3,3,6,4,0,30,26,54,47,51,47,7,0,232,42,53,39,38,28,9,0,206,1183,2057,2192,2647,1741,375,30,10230,25,32,6,11,8,0,0,81
4RSAU,22,37,40,26,11,0,0,135,85,127,120,130,123,35,5,634,105,166,168,160,144,39,5,790,5,7,6,3,0,0,0,14,0,5,5,5,3,0,0,23,5,12,15,13,12,6,0,64,8,23,31,20,16,6,0,104,211,376,805,1354,1649,1117,349,5853,1338,1056,1101,1355,1397,536,102,6883,207,123,138,183,166,93,79,984,10341,14149,14684,17602,15438,4868,1094,78189,6,3,0,0,0,0,0,13,44,31,38,35,25,10,0,175,0,6,6,3,0,0,0,15,0,0,4,0,0,0,0,5,17,12,14,24,24,3,0,90,5565,7852,9650,12086,8615,1416,114,45307,1354,615,439,612,484,122,29,3650,3,0,0,6,6,11,3,29,9,9,15,21,12,3,0,67,11,21,30,47,30,10,0,148,33,54,59,70,82,35,8,345,505,558,515,855,778,200,54,3468,7551,9173,10772,13755,10058,1801,206,53318,0,0,0,0,0,0,0,0
4GADE,342,444,427,323,184,26,6,1756,340,641,547,523,322,51,7,2432,1040,1609,1419,1194,725,115,12,6117,70,88,82,48,35,10,0,324,46,36,35,24,14,0,0,163,17,35,26,36,15,3,0,133,127,159,148,99,63,14,0,616,270,875,1631,2103,2190,1440,337,8847,5375,3909,3320,3270,3217,1244,177,20516,429,478,445,403,278,145,67,2247,38010,62575,61670,61280,44962,11566,1578,281645,739,1312,1025,966,616,71,4,4723,2887,4344,3062,3132,2187,333,25,15967,7,6,3,4,5,0,0,26,262,479,335,278,180,24,3,1557,43,100,79,87,70,15,6,401,21464,35567,37793,43215,28745,4628,267,171688,4839,3267,2402,2780,2165,454,45,15953,3,13,10,24,13,6,0,71,46,78,69,67,21,0,3,288,196,432,385,379,198,22,5,1613,55,157,158,199,149,47,13,772,1262,1412,993,1203,930,267,30,6092,31801,47166,46309,52332,35279,5857,391,219143,154,197,121,113,99,18,0,697
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,17,0,0,0,0,0,0,0,0,0,5,16,22,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,12,4,7,7,0,3,0,37,55,81,45,66,37,8,0,299,76,104,61,82,43,13,0,384,3,3,0,3,3,0,0,14,3,3,0,3,0,0,0,13,0,0,8,0,5,0,0,12,5,12,7,3,5,0,0,40,16,36,48,69,56,25,9,255,341,437,382,472,509,175,28,2333,45,36,41,45,35,9,15,225,3282,5460,5050,5760,4369,1084,136,25152,7,8,12,0,0,0,0,26,30,37,20,21,16,4,0,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,0,3,0,4,3,14,512,931,1220,1790,1349,270,14,6085,99,91,72,122,98,20,7,512,3,3,7,4,7,0,0,23,0,0,0,5,0,0,0,4,0,8,4,7,3,0,0,22,9,13,17,19,17,8,0,77,16,15,15,15,27,7,0,93,678,1114,1366,1987,1521,314,20,7004,5,5,0,4,0,0,0,14
3RQLD,320,362,321,265,150,25,4,1439,766,1198,1020,979,651,129,24,4761,1209,1688,1426,1333,844,164,22,6695,68,54,64,48,25,4,3,263,78,250,278,192,72,8,0,874,30,96,77,81,50,11,0,348,177,401,420,316,147,23,4,1487,895,2189,4247,6175,6855,4478,1452,26285,8452,7141,6957,7185,6649,2379,338,39096,1078,970,910,1022,821,409,233,5437,75321,103057,104969,108594,82028,23573,4083,501616,95,118,63,53,36,6,3,371,1601,1193,706,740,454,78,4,4771,23,48,31,28,22,0,3,149,282,353,104,115,75,7,0,941,200,171,136,158,99,22,4,793,44469,65381,75599,82302,51506,8329,531,328114,12541,5106,3791,4733,3445,831,93,30541,22,25,46,76,63,27,7,264,95,199,187,268,136,29,0,929,395,695,540,623,320,30,6,2606,234,495,515,583,523,183,43,2572,3900,4004,3044,3908,3242,773,119,18978,63845,77795,84759,93588,59904,10326,816,391034,91,82,38,32,19,0,0,264
3GBRI,617,819,714,493,222,49,3,2915,753,1113,1083,969,570,105,8,4599,2854,4409,4607,3718,2068,359,29,18048,357,410,365,264,151,26,0,1576,91,89,82,45,21,3,0,329,38,51,67,66,34,3,0,259,483,546,515,373,215,37,0,2162,728,2335,4290,5049,4548,2455,603,19994,9568,7264,6485,6088,5633,1993,265,37297,812,952,755,713,506,213,131,4092,78884,123887,121133,110295,72793,18260,2301,527553,3684,6550,4783,3912,2131,284,14,21359,6676,8608,4976,4211,2562,420,24,27471,190,439,240,196,118,23,3,1205,12,14,8,4,7,0,0,43,144,222,130,147,88,16,3,753,40032,64301,70233,71417,41100,6540,305,293920,10980,6551,4405,4778,3341,706,75,30834,12,26,45,60,36,16,0,187,99,304,253,251,89,8,0,1009,313,849,652,525,200,18,3,2560,173,388,385,441,285,97,21,1788,3626,4481,2549,2360,1638,380,31,15059,65933,92721,88662,88303,51593,8500,471,396182,814,1003,580,495,352,62,0,3314
39799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,8,0,0,39,0,0,0,0,0,0,0,0,14,40,45,37,32,7,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,13,0,0,0,0,0,0,0,0,6,3,9,8,0,0,0,22,0,0,0,0,0,0,0,0
39499,24,37,22,16,13,3,0,127,140,219,174,168,129,19,0,847,213,302,235,218,149,26,5,1161,22,25,5,11,3,0,0,77,8,16,6,12,8,0,0,48,5,16,18,8,6,3,0,57,36,55,34,31,19,3,0,177,48,143,214,208,208,94,29,938,867,1176,1265,1389,1405,493,73,6670,111,114,134,130,94,48,18,655,10361,16817,16501,16213,11760,2852,299,74802,48,43,21,17,19,4,0,156,100,92,40,55,34,10,0,325,0,3,3,0,0,0,0,8,6,4,3,3,0,0,0,12,5,10,11,7,6,0,0,41,1504,2711,3643,4305,2852,529,34,15575,319,259,207,343,242,51,7,1432,9,18,12,29,31,5,0,95,5,18,8,13,0,0,0,43,12,15,10,11,3,0,0,53,21,62,53,71,55,11,4,280,72,97,69,68,60,14,0,367,2091,3325,4087,4924,3296,618,43,18388,21,19,9,10,3,3,0,59
2RVIC,108,43,37,34,25,9,0,261,359,401,328,340,278,74,27,1804,548,582,462,469,354,109,24,2554,30,35,32,18,29,3,0,147,10,11,0,5,7,0,0,34,19,24,17,30,20,9,0,125,60,67,59,53,55,13,0,309,547,1292,2490,3847,4962,3620,1307,18070,5676,3145,3221,3636,4557,1814,355,22401,765,534,525,643,585,320,232,3598,42136,52516,53979,60411,53348,16505,3701,282606,87,194,126,87,66,10,0,576,722,318,201,246,196,34,5,1724,6,6,8,13,4,0,0,41,15,7,7,11,5,0,0,48,68,78,68,68,65,3,3,353,21960,34407,40024,48956,34289,5115,434,185181,7106,2156,1437,1890,1614,377,67,14640,14,9,5,30,41,10,8,114,37,31,72,94,51,20,3,306,109,182,190,251,184,30,3,955,125,170,181,205,235,113,19,1052,2306,1909,1609,2475,2385,626,100,11417,32551,39466,43938,54330,39139,6339,641,216395,22,36,13,9,5,0,0,87
2GMEL,736,669,517,369,256,65,14,2619,1211,2270,1771,1510,838,196,19,7809,6935,14889,12958,8697,4883,996,80,49442,1414,2939,2447,1361,794,178,24,9159,68,80,61,42,25,7,0,280,60,148,97,98,60,18,0,475,1544,3161,2610,1499,882,203,21,9921,1178,4602,8225,8874,7990,4607,1123,36602,17514,12494,10383,8963,8726,3858,658,62600,1853,2391,1824,1733,1203,529,259,9793,134883,268919,248459,218512,146321,39850,5636,1062579,10269,27664,16784,11343,6024,928,78,73085,3967,3794,2001,1932,1259,250,19,13223,21,34,21,21,9,3,4,111,5153,12370,4901,3172,1840,420,38,27896,177,424,271,246,148,34,12,1306,60266,124295,128300,138254,82354,13999,924,548389,17410,9779,6165,6949,5324,1232,141,46997,20,30,29,57,28,7,0,181,83,226,201,171,61,3,3,746,990,3524,2094,1405,584,63,9,8664,265,767,841,784,510,157,27,3347,6926,10743,5070,4681,3427,845,99,31795,105536,193668,166663,169027,101563,17947,1355,755756,1987,3387,1793,1309,863,174,14,9530
29799,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,14,6,0,0,31,0,0,0,0,0,0,0,0,3,19,38,51,27,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0
29499,31,22,3,9,5,3,0,64,216,298,207,204,120,29,4,1070,401,519,328,278,175,43,6,1754,56,83,40,35,20,6,0,246,3,4,4,3,3,0,0,15,5,12,13,14,0,0,0,36,68,102,53,48,26,6,0,301,53,194,268,252,196,84,18,1069,1061,1204,1091,1187,1166,483,77,6266,177,191,140,173,121,64,30,891,13237,21721,19252,18894,13559,3407,456,90529,118,194,112,68,52,13,0,555,58,49,32,33,25,9,0,198,0,3,0,0,0,0,0,13,58,98,32,41,20,11,0,253,10,13,10,7,10,3,0,51,1640,3201,3934,5206,3450,769,65,18267,324,248,218,314,267,55,11,1433,0,14,16,30,16,3,3,87,3,10,5,3,0,0,0,18,27,35,23,19,11,5,0,111,10,66,63,48,51,14,0,252,87,106,61,63,73,22,4,409,2325,4023,4509,5829,3974,900,86,21649,39,42,20,10,13,3,0,136
1RNSW,170,139,95,82,51,10,3,547,647,901,740,743,532,157,52,3779,1029,1225,1022,1017,694,195,54,5241,50,74,65,44,26,3,3,263,21,13,15,9,12,0,0,66,25,52,56,59,47,31,3,264,97,141,129,111,79,35,6,598,886,1928,3997,6066,7658,5719,2159,28411,9259,6348,6037,6677,7508,2820,480,39125,1297,939,943,1098,933,515,364,6092,74693,96765,99625,109637,91885,27195,5904,505708,214,223,149,159,94,21,3,863,1289,693,525,647,473,90,10,3723,12,17,17,21,13,3,0,86,3,3,11,11,6,8,0,35,130,141,113,134,114,27,4,661,43212,62443,73719,86046,59260,8971,692,334342,10824,4252,3279,4493,3654,784,102,27390,11,25,43,99,98,78,23,382,125,88,119,133,117,29,13,626,214,314,358,390,232,20,5,1539,205,298,394,452,462,211,43,2060,3497,3249,2950,4132,3773,983,170,18755,59734,71757,81666,96729,68303,11213,1067,390462,71,75,48,56,39,9,0,294
1GSYD,914,1337,1489,963,539,117,25,5384,1111,1903,1868,1607,886,197,28,7597,10009,19757,17047,11911,7004,1601,174,67504,1290,2173,1793,1113,718,158,16,7264,67,149,135,103,42,13,0,505,31,78,114,105,51,6,0,386,1386,2399,2043,1319,812,177,18,8153,1258,4699,9179,10335,8942,5153,1362,40930,16519,12312,10856,9677,9334,3950,744,63391,2136,2821,2151,1901,1345,522,236,11116,146109,289274,274446,234207,158561,43908,6266,1152769,18566,46510,25474,17355,9536,1443,115,118996,12095,22561,14286,10504,6384,1437,99,67354,184,1125,967,544,234,58,0,3105,191,465,345,201,89,18,0,1309,196,577,500,408,219,63,10,1971,57288,107047,122933,127610,78119,14341,1005,508341,15557,10245,7564,9117,7535,1767,192,51978,9,48,61,66,45,9,6,244,185,608,482,304,104,5,3,1688,352,1261,933,736,259,24,3,3556,362,907,922,934,577,192,39,3933,8941,15228,8760,7432,5211,1213,133,46918,113936,206571,183224,175198,108305,20574,1599,809405,5539,11078,5626,4174,2811,633,42,29907
19799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,5,7,3,0,0,20,0,0,0,0,0,0,0,0,4,19,15,19,13,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
19499,29,38,27,24,19,5,0,134,247,312,291,250,158,40,4,1299,622,711,552,475,301,94,4,2770,107,73,61,49,18,8,4,334,5,14,3,6,0,0,0,24,8,17,10,7,3,0,0,48,122,104,78,63,24,8,3,403,59,195,266,289,247,99,34,1190,1223,1235,1279,1450,1577,634,95,7500,228,245,212,248,174,82,41,1226,15882,23537,23525,23728,17560,4504,511,109242,222,359,177,161,93,15,0,1031,154,170,112,97,91,24,3,654,0,3,3,3,0,0,0,17,3,4,3,0,0,0,0,11,4,20,11,14,11,3,0,68,1956,3567,4643,5861,4018,749,60,20856,379,311,312,568,430,88,16,2108,9,15,20,39,28,3,3,114,9,13,9,11,0,0,0,36,5,29,14,13,8,0,0,66,29,65,80,93,65,17,3,351,151,133,103,109,80,24,6,604,2915,4691,5502,6964,4827,943,87,25916,113,147,79,55,53,14,3,458
