GCCSA_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
6RTAS,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,3,0,37,0,8,0,4,39,0,0,3,0,53,0,4,3,5,31,4,0,4,3,51,0,9,3,15,35,6,0,9,0,69,3,14,0,7,51,8,0,4,3,83,6,8,3,3,57,8,0,3,3,87,3,16,3,14,100,14,3,4,3,151,7,45,9,4,161,11,5,3,0,240,14,45,9,0,157,3,4,0,10,234,24,61,4,3,56,0,4,0,4,157,23,40,7,11,23,0,0,0,5,97,28,39,8,0,11,0,0,0,3,96,4,6,0,0,3,0,0,0,0,14,0,3,0,0,3,0,0,0,0,13,104,295,46,61,759,42,15,29,33,1397,0,6,0,3,0,0,0,3,0,10,0,28,10,18,15,0,0,16,0,85,3,55,9,62,21,0,0,22,3,179,6,68,17,119,41,4,0,35,0,285
6GHOB,0,0,0,0,3,0,0,0,0,5,0,3,0,3,9,0,0,0,0,13,4,13,0,7,16,0,0,0,0,49,0,12,0,5,17,0,4,0,0,49,3,10,0,10,39,4,0,4,3,73,7,21,6,8,93,10,6,3,3,160,6,51,6,7,132,17,6,3,8,233,10,68,4,5,253,16,9,3,12,388,16,131,23,15,539,8,12,7,44,783,46,194,39,14,607,3,8,0,40,951,71,240,50,25,256,0,3,0,41,682,76,153,15,9,86,0,0,0,17,355,163,228,9,13,80,0,0,3,9,507,49,51,0,0,12,0,0,0,0,111,5,7,3,0,19,0,0,0,5,43,450,1189,166,122,2163,62,50,19,177,4395,0,5,0,0,3,0,0,0,0,15,0,46,3,23,10,0,0,4,0,95,9,66,10,63,29,0,0,16,5,197,0,64,5,75,40,0,3,21,0,208
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,6,0,0,0,0,9,0,0,0,0,6,0,0,0,0,6,0,0,0,0,17,0,0,0,0,24,0,0,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,0,0,10,0,0,0,0,5,0,0,3,0,9,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,18,3,3,56,3,3,6,0,102,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,9,0,4,0,0,0,4,0,14,0,0,0,3,0,0,0,5,0,7
5RWAU,0,4,0,0,23,0,0,0,3,36,0,3,0,0,41,3,0,0,0,53,0,11,0,6,55,5,0,6,0,93,0,17,0,3,55,5,0,3,0,87,0,14,0,8,57,10,0,5,0,103,9,16,9,16,108,11,3,7,10,195,7,27,8,11,128,18,9,5,3,203,6,40,13,23,172,25,9,4,8,297,24,78,23,19,210,23,4,9,12,401,38,75,23,29,148,4,0,3,5,331,43,100,28,24,75,3,6,0,10,286,35,72,19,15,53,0,0,0,3,206,55,106,24,42,39,0,0,3,4,270,17,37,7,0,4,0,0,0,0,60,4,0,3,0,16,0,0,0,3,29,243,591,154,204,1194,109,45,43,62,2636,4,26,3,13,8,0,0,4,0,51,4,44,19,72,11,0,0,38,0,185,10,80,31,164,37,0,3,94,0,424,5,132,31,194,46,0,0,128,8,550
5GPER,0,31,3,0,33,0,3,0,3,74,9,116,11,31,77,8,0,7,18,271,17,184,19,54,138,13,4,14,15,459,10,169,16,60,141,23,3,17,6,441,15,214,34,69,196,33,8,11,10,587,24,409,57,78,413,62,19,33,7,1101,32,387,67,83,571,46,51,29,15,1281,72,502,130,129,957,79,81,23,32,2003,140,825,336,240,1861,55,80,25,48,3613,257,1143,459,272,1758,23,42,20,105,4073,411,1510,451,271,907,20,16,5,62,3663,416,1306,267,196,412,6,3,8,52,2664,1061,2354,330,292,432,8,3,9,59,4543,436,742,37,37,60,3,3,0,14,1333,16,70,13,13,63,0,0,0,13,195,2911,9969,2214,1836,8030,378,318,192,460,26311,6,58,6,50,28,0,3,15,4,172,21,175,24,204,78,8,5,76,3,596,36,323,69,424,171,16,7,206,3,1242,41,482,72,520,180,12,9,317,9,1642
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,20,0,0,0,0,17,0,0,0,0,25,0,0,0,0,31,0,4,0,0,25,0,0,0,0,39,0,8,0,3,14,0,0,3,0,29,0,7,0,0,14,0,0,0,0,24,4,5,0,3,17,0,0,3,0,32,0,3,0,0,17,0,3,0,0,23,0,0,6,4,10,0,0,0,0,20,0,6,3,10,18,3,3,0,0,48,3,5,6,4,7,0,3,0,0,34,3,9,12,4,5,0,3,0,0,33,3,3,7,3,0,0,0,0,0,25,7,14,11,5,10,0,0,0,0,51,0,3,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,0,0,10,26,78,52,43,185,16,9,12,14,429,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,3,0,24,0,13,3,24,0,0,0,8,0,47,0,22,0,16,4,0,0,17,0,53
4RSAU,0,4,0,0,15,0,0,0,0,22,0,3,0,0,30,0,0,0,0,30,4,8,4,5,43,5,0,0,3,70,3,0,0,5,51,7,0,0,0,72,3,0,3,4,53,3,0,7,0,81,5,16,3,8,63,10,5,4,0,110,4,16,5,11,77,11,0,4,0,127,6,25,18,8,80,19,3,0,7,159,14,49,15,15,115,9,0,5,7,230,22,48,15,10,89,0,3,4,9,203,21,47,17,8,35,0,0,4,7,146,24,31,8,0,13,0,0,4,0,74,27,35,9,7,7,0,0,3,0,89,4,9,0,0,0,0,4,0,0,19,0,3,0,3,3,3,0,0,0,12,133,298,91,84,678,75,21,42,29,1449,0,7,0,8,0,0,0,0,0,20,3,21,9,29,6,0,4,13,0,79,6,47,10,93,17,0,10,24,0,207,5,50,11,155,28,3,6,37,0,300
4GADE,0,24,0,3,30,0,0,0,7,63,7,133,8,17,60,13,0,6,5,250,13,162,16,24,121,7,3,5,3,351,4,144,14,30,103,9,3,9,6,320,7,172,18,54,163,19,5,18,3,462,20,370,41,44,389,42,14,19,9,948,24,331,66,57,512,46,23,9,16,1083,54,467,145,154,1009,44,48,23,35,1983,146,829,339,314,1861,38,77,33,94,3729,277,1229,589,340,1633,18,60,26,93,4270,453,1804,620,206,875,16,51,23,92,4142,462,1197,478,159,364,6,10,21,43,2740,1065,1989,383,135,345,10,32,9,51,4021,380,585,20,14,51,3,6,0,11,1073,20,66,23,9,65,4,0,0,13,202,2932,9511,2769,1564,7569,263,335,203,489,25629,0,26,0,22,21,0,0,5,8,86,7,77,9,132,38,6,5,26,4,300,17,194,20,300,85,11,5,25,4,660,28,248,24,344,173,7,8,63,3,913
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,13,0,0,0,0,15,0,7,0,0,21,0,0,0,0,29,0,6,0,0,30,0,0,0,0,36,0,3,0,0,17,0,3,0,0,23,0,0,0,3,20,0,0,0,0,27,0,6,4,3,10,0,3,0,0,30,0,3,0,3,5,0,0,0,0,16,0,5,0,3,9,0,0,0,0,21,0,8,3,3,3,0,0,0,0,24,0,0,3,3,3,0,3,0,4,21,3,8,5,6,3,0,0,0,3,33,4,0,3,4,3,0,0,0,0,16,9,3,4,11,3,0,0,0,0,23,3,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,16,56,30,38,136,9,11,4,16,317,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,6,0,10,6,0,0,0,0,28,0,13,0,6,4,0,0,6,0,29
