GCCSA_CODE_2016,HQ_NNI_Mng,HQ_NNI_Pro,HQ_NNI_TecTW,HQ_NNI_CoPSW,HQ_NNI_ClAW,HQ_NNI_SWks,HQ_NNI_MaOpDv,HQ_NNI_Lab,HQ_NNI_IDNS,HQ_NNI_Tot,HQ_1_149_Mng,HQ_1_149_Pro,HQ_1_149_TecTW,HQ_1_149_CoPSW,HQ_1_149_ClAW,HQ_1_149_SWks,HQ_1_149_MaOpDv,HQ_1_149_Lab,HQ_1_149_IDNS,HQ_1_149_Tot,HQ_150_299_Mng,HQ_150_299_Pro,HQ_150_299_TecTW,HQ_150_299_CoPSW,HQ_150_299_ClAW,HQ_150_299_SWks,HQ_150_299_MaOpDv,HQ_150_299_Lab,HQ_150_299_IDNS,HQ_150_299_Tot,HQ_300_399_Mng,HQ_300_399_Pro,HQ_300_399_TecTW,HQ_300_399_CoPSW,HQ_300_399_ClAW,HQ_300_399_SWks,HQ_300_399_MaOpDv,HQ_300_399_Lab,HQ_300_399_IDNS,HQ_300_399_Tot,HQ_400_499_Mng,HQ_400_499_Pro,HQ_400_499_TecTW,HQ_400_499_CoPSW,HQ_400_499_ClAW,HQ_400_499_SWks,HQ_400_499_MaOpDv,HQ_400_499_Lab,HQ_400_499_IDNS,HQ_400_499_Tot,HQ_500_649_Mng,HQ_500_649_Pro,HQ_500_649_TecTW,HQ_500_649_CoPSW,HQ_500_649_ClAW,HQ_500_649_SWks,HQ_500_649_MaOpDv,HQ_500_649_Lab,HQ_500_649_IDNS,HQ_500_649_Tot,HQ_650_799_Mng,HQ_650_799_Pro,HQ_650_799_TecTW,HQ_650_799_CoPSW,HQ_650_799_ClAW,HQ_650_799_SWks,HQ_650_799_MaOpDv,HQ_650_799_Lab,HQ_650_799_IDNS,HQ_650_799_Tot,HQ_800_999_Mng,HQ_800_999_Pro,HQ_800_999_TecTW,HQ_800_999_CoPSW,HQ_800_999_ClAW,HQ_800_999_SWks,HQ_800_999_MaOpDv,HQ_800_999_Lab,HQ_800_999_IDNS,HQ_800_999_Tot,HQ_1000_1249_Mng,HQ_1000_1249_Pro,HQ_1000_1249_TecTW,HQ_1000_1249_CoPSW,HQ_1000_1249_ClAW,HQ_1000_1249_SWks,HQ_1000_1249_MaOpDv,HQ_1000_1249_Lab,HQ_1000_1249_IDNS,HQ_1000_1249_Tot,HQ_1250_1499_Mng,HQ_1250_1499_Pro,HQ_1250_1499_TecTW,HQ_1250_1499_CoPSW,HQ_1250_1499_ClAW,HQ_1250_1499_SWks,HQ_1250_1499_MaOpDv,HQ_1250_1499_Lab,HQ_1250_1499_IDNS,HQ_1250_1499_Tot,HQ_1500_1749_Mng,HQ_1500_1749_Pro,HQ_1500_1749_TecTW,HQ_1500_1749_CoPSW,HQ_1500_1749_ClAW,HQ_1500_1749_SWks,HQ_1500_1749_MaOpDv,HQ_1500_1749_Lab,HQ_1500_1749_IDNS,HQ_1500_1749_Tot,HQ_1750_1999_Mng,HQ_1750_1999_Pro,HQ_1750_1999_TecTW,HQ_1750_1999_CoPSW,HQ_1750_1999_ClAW,HQ_1750_1999_SWks,HQ_1750_1999_MaOpDv,HQ_1750_1999_Lab,HQ_1750_1999_IDNS,HQ_1750_1999_Tot,HQ_2000_2999_Mng,HQ_2000_2999_Pro,HQ_2000_2999_TecTW,HQ_2000_2999_CoPSW,HQ_2000_2999_ClAW,HQ_2000_2999_SWks,HQ_2000_2999_MaOpDv,HQ_2000_2999_Lab,HQ_2000_2999_IDNS,HQ_2000_2999_Tot,HQ_3000mo_Mng,HQ_3000mo_Pro,HQ_3000mo_TecTW,HQ_3000mo_CoPSW,HQ_3000mo_ClAW,HQ_3000mo_SWks,HQ_3000mo_MaOpDv,HQ_3000mo_Lab,HQ_3000mo_IDNS,HQ_3000mo_Tot,HQ_PINS_Mng,HQ_PINS_Pro,HQ_PINS_TecTW,HQ_PINS_CoPSW,HQ_PINS_ClAW,HQ_PINS_SWks,HQ_PINS_MaOpDv,HQ_PINS_Lab,HQ_PINS_IDNS,HQ_PINS_Tot,HQ_Tot_Mng,HQ_Tot_Pro,HQ_Tot_TecTW,HQ_Tot_CoPSW,HQ_Tot_ClAW,HQ_Tot_SWks,HQ_Tot_MaOpDv,HQ_Tot_Lab,HQ_Tot_IDNS,HQ_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot
6RTAS,80,30,9,14,19,7,3,11,12,195,59,77,25,68,50,13,3,44,8,354,128,190,55,161,105,66,15,101,10,836,128,247,49,206,109,79,16,86,8,939,154,326,96,283,170,91,24,96,11,1252,220,567,113,467,262,137,30,133,31,1949,268,865,141,450,328,140,35,160,21,2407,371,1285,223,483,411,137,52,123,28,3121,494,2228,235,443,523,69,43,91,39,4174,451,2133,206,261,331,51,23,39,31,3535,426,2348,124,167,209,52,27,20,22,3390,405,1781,90,137,112,31,21,17,23,2597,912,1310,101,114,117,34,20,9,30,2636,421,830,26,10,45,17,0,4,10,1356,50,86,14,23,22,7,3,9,16,236,4576,14302,1505,3292,2819,942,321,939,293,28982,6,0,0,3,3,0,0,6,0,25,3,3,9,17,8,9,0,8,0,58,9,3,9,44,19,26,4,21,0,135,19,3,10,47,28,22,4,29,3,163
6GHOB,23,47,4,12,20,3,3,6,4,118,22,119,22,102,40,29,7,33,4,381,64,231,58,217,68,92,26,75,9,840,61,278,64,239,100,128,34,65,13,984,83,365,89,285,185,139,32,88,19,1285,156,741,134,517,304,204,46,114,22,2242,185,999,211,572,430,186,60,100,27,2767,339,1582,266,580,620,171,65,85,39,3752,497,2645,352,538,863,135,46,57,63,5202,515,2744,258,334,719,83,19,24,56,4752,603,3157,208,227,493,55,12,9,65,4842,594,2563,117,147,268,43,6,15,36,3792,1575,2465,119,152,375,49,6,7,49,4797,732,1287,23,24,88,44,0,3,21,2227,40,133,5,27,41,5,4,5,26,294,5498,19355,1937,3990,4612,1368,365,700,459,38275,0,0,0,0,0,0,0,0,0,13,3,0,3,14,4,8,0,7,0,38,6,7,3,27,13,12,0,8,0,84,6,6,10,46,17,15,7,18,3,122
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,4,0,3,0,0,0,18,0,8,7,0,0,3,0,5,0,29,5,21,18,23,11,7,3,15,6,112,6,27,10,23,4,6,6,10,5,93,4,22,13,33,3,4,3,13,0,95,9,40,23,34,8,3,8,25,0,158,11,35,20,35,6,4,6,12,0,127,15,39,32,16,4,3,8,8,9,133,17,42,23,29,9,4,5,10,3,140,11,28,23,18,6,7,0,3,4,103,11,45,20,4,8,0,0,5,0,99,8,24,11,6,3,0,0,4,0,54,14,50,5,5,5,3,0,5,0,85,5,45,0,0,0,3,3,6,4,61,0,7,0,3,0,3,3,0,0,19,123,431,204,231,75,53,46,134,29,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,4,0,0,0,3,0,16,0,3,3,6,0,0,0,10,0,24
5RWAU,184,83,24,29,72,29,7,44,18,481,96,161,28,135,101,48,9,76,7,664,174,361,79,299,199,114,22,166,21,1438,211,432,86,321,216,151,35,226,20,1710,275,532,119,414,282,168,55,229,15,2083,431,847,183,686,535,256,82,367,26,3414,498,1147,263,780,587,314,97,401,38,4122,788,1667,421,943,769,298,139,430,50,5497,1055,2840,661,795,929,220,200,411,57,7169,900,3300,494,540,678,157,225,245,54,6590,984,4037,502,459,534,111,289,149,50,7127,872,3831,436,387,337,74,298,119,60,6417,2434,6122,1247,684,583,89,809,226,87,12280,2308,3649,1332,133,336,81,302,207,106,8453,138,249,52,71,71,23,22,46,52,719,11346,29263,5929,6675,6213,2136,2590,3344,660,68167,28,3,4,4,9,0,3,5,4,64,20,7,9,27,17,18,8,18,0,131,26,17,14,64,46,35,9,43,3,248,27,6,15,70,49,38,7,53,12,282
5GPER,461,554,132,186,270,158,35,119,94,2007,266,1166,247,917,458,591,93,451,60,4249,381,2027,509,1997,1067,1480,253,1105,129,8950,524,2305,556,2309,1302,1685,365,1381,130,10565,672,2868,790,2728,1631,1725,467,1591,142,12623,1164,5095,1227,4178,2825,2155,636,1664,164,19112,1701,6832,1825,4751,3662,2105,893,1656,242,23655,3127,10489,3073,5308,5507,1982,1251,1441,298,32482,4579,18118,4249,4359,7667,1701,1233,1081,411,43398,3937,20409,3088,2426,5835,1221,714,455,394,38472,4766,23470,2407,2056,4158,928,527,293,358,38973,4305,20965,1572,1596,2268,623,280,187,284,32071,14086,32000,2592,1859,3840,1037,372,236,497,56510,14200,20590,1177,297,2224,785,171,84,390,39917,410,1337,194,274,398,178,44,100,306,3239,54582,168224,23649,35236,43115,18346,7331,11838,3890,366218,22,3,12,23,34,8,11,16,3,136,25,30,24,92,54,92,7,50,7,378,15,55,36,173,132,135,21,100,11,682,42,41,63,215,139,150,24,119,12,806
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,4,0,10,3,50,20,0,4,0,9,13,0,95,24,157,64,3,0,0,19,20,3,289,0,4,0,0,0,0,0,0,0,3,23,236,93,8,8,0,34,43,8,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,24,25,14,16,9,7,0,17,9,116,13,88,20,77,29,29,9,65,4,327,12,146,45,145,36,38,32,126,14,604,17,156,64,131,29,35,73,127,8,636,22,136,74,161,33,43,95,115,15,690,25,200,110,181,69,50,99,160,16,905,43,211,136,184,61,37,101,149,12,934,55,258,214,182,84,48,87,148,19,1096,83,315,224,126,67,44,73,142,18,1103,82,273,195,61,39,53,49,78,23,855,106,248,166,47,30,29,23,66,9,729,60,214,96,42,21,24,27,48,16,547,140,449,159,39,31,25,56,60,16,972,139,395,103,11,25,11,31,19,23,751,17,49,21,11,6,4,5,12,9,138,826,3165,1632,1412,587,478,765,1318,218,10400,3,0,4,3,0,0,0,0,0,13,0,3,3,14,3,3,0,18,0,47,0,3,3,14,7,10,0,23,3,64,0,0,4,13,4,3,7,22,0,65
4RSAU,137,39,11,21,37,11,6,23,9,297,70,81,20,75,55,35,11,48,11,401,156,186,43,183,141,80,14,117,8,930,166,229,47,243,148,93,14,131,19,1089,226,335,69,344,206,92,24,139,14,1444,340,602,103,614,311,151,48,208,20,2402,411,950,138,713,382,164,55,323,19,3170,595,1460,204,746,425,147,69,274,26,3949,727,2291,264,600,535,122,89,210,25,4859,560,2514,184,325,297,62,56,84,29,4107,593,2570,140,215,247,69,44,53,33,3963,519,1990,85,181,116,38,55,32,20,3037,1147,1524,143,366,135,55,76,24,26,3496,560,810,63,27,52,26,15,16,15,1573,85,145,17,50,19,17,3,20,8,364,6292,15730,1520,4702,3109,1158,567,1703,283,35074,22,7,0,0,3,3,0,4,0,47,8,0,4,12,8,18,3,21,0,77,20,9,10,47,28,34,6,46,0,195,24,10,9,59,20,32,9,34,3,202
4GADE,212,287,52,111,119,84,17,52,62,979,147,690,120,492,199,271,41,289,44,2292,293,1313,290,1345,603,769,153,620,71,5457,389,1513,368,1525,819,913,221,731,69,6546,508,2030,502,2030,1025,995,256,847,77,8267,840,3836,795,3453,1873,1260,356,1144,146,13709,1326,5595,1286,3913,2675,1294,517,1224,148,17978,2196,9179,1791,4061,4065,1336,748,1161,223,24759,3161,14932,2195,3437,5141,1030,571,653,290,31401,2903,15192,1552,1764,3332,670,224,239,252,26124,3552,17541,1152,1233,2505,498,136,124,245,26982,3350,13720,742,995,1410,317,78,67,159,20835,8094,14117,894,1516,1699,495,76,72,216,27175,5154,8284,213,197,628,257,24,38,123,14919,228,852,90,227,211,77,19,66,137,1909,32344,109094,12046,26289,26287,10263,3441,7330,2255,229349,17,5,3,12,6,4,3,3,3,60,12,20,9,64,18,55,3,36,3,229,17,24,19,123,54,97,9,74,3,427,29,35,43,152,109,96,13,72,9,562
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,5,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,11,4,5,7,3,0,8,3,50,0,62,13,39,17,15,6,49,0,210,4,101,32,100,33,34,26,101,11,433,13,118,41,97,27,29,43,111,12,491,15,134,44,140,28,19,38,108,8,537,31,165,76,177,48,32,38,101,12,690,42,235,100,166,42,24,22,99,6,733,47,234,133,121,39,28,37,107,8,759,63,277,142,118,34,25,20,59,9,748,60,179,77,56,16,22,20,29,12,459,48,183,72,39,23,10,3,24,10,410,42,134,36,23,6,18,8,8,5,275,89,154,34,30,20,5,14,8,4,359,44,136,11,13,8,7,0,0,9,228,6,22,13,12,3,0,3,5,8,78,507,2150,826,1136,348,280,284,820,108,6469,3,0,4,0,0,0,0,3,0,5,0,0,0,8,3,0,0,10,0,22,0,3,6,17,3,3,0,18,0,51,0,0,12,10,6,8,4,16,0,58
3RQLD,756,469,113,162,314,139,33,139,78,2194,394,854,178,651,449,396,60,329,51,3366,663,1647,422,1584,1001,902,153,805,81,7255,916,2033,547,2034,1325,1160,216,1038,131,9408,939,2604,667,2873,1633,1421,343,1296,136,11905,1726,4989,1154,4974,2993,2076,457,1746,168,20277,2427,7408,1783,6180,4151,2212,621,1904,215,26911,3837,11639,2464,5851,5360,1961,716,1482,287,33599,5262,19579,2768,4712,5914,1496,628,891,333,41584,4119,20362,1838,2960,3833,811,357,383,265,34927,4356,24232,1556,2510,2769,729,307,264,255,36983,3729,15080,1070,1774,1407,386,292,107,169,24011,8667,17243,1880,1630,1700,551,633,189,243,32740,5497,9876,909,202,753,351,237,78,164,18066,475,1168,177,404,340,152,57,114,266,3156,43772,139192,17533,38487,33947,14733,5099,10763,2857,306387,80,14,25,17,42,18,11,24,19,244,41,34,23,134,44,103,11,87,9,488,81,47,63,255,134,157,30,169,10,946,114,43,86,320,179,205,40,194,21,1195
3GBRI,488,661,127,157,280,169,31,114,107,2133,278,1223,215,872,498,515,88,401,81,4172,460,2122,397,2147,1149,1348,226,922,127,8896,676,2686,652,2606,1520,1640,374,1360,152,11655,831,3202,838,3240,1974,1891,468,1682,146,14267,1440,6166,1354,5365,3684,2506,708,1960,218,23409,2302,8955,2045,6496,5243,2791,1183,2109,318,31443,4185,15022,3100,6380,8191,2616,1275,1898,446,43102,6120,26186,3918,5156,10742,2260,1092,1165,560,57204,5472,27866,2801,3119,7474,1335,565,417,478,49519,6647,33937,2356,2716,5491,1175,320,257,507,53403,6237,23776,1619,1964,3093,738,162,159,414,38151,17533,33626,2389,1855,4558,1185,213,174,543,62082,14517,20567,815,230,2092,865,57,66,353,39564,503,1647,183,378,491,181,46,105,385,3910,67684,207645,22809,42669,56482,21212,6803,12777,4839,442917,22,10,9,16,30,13,10,11,9,128,23,26,19,117,40,83,13,64,17,397,40,54,41,226,118,144,24,100,11,766,52,57,56,254,146,145,31,150,10,910
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,4,0,20,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,19,5,6,3,0,3,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,26,74,14,24,39,13,11,21,28,246,20,157,42,95,38,39,14,95,7,499,34,242,83,195,78,74,46,186,18,949,40,286,112,234,71,68,59,252,19,1134,44,313,141,266,74,74,79,243,22,1246,56,468,180,355,99,98,100,319,23,1698,82,470,258,288,99,87,108,249,34,1670,129,580,322,281,129,88,102,256,36,1922,198,679,351,205,127,119,96,196,30,2007,197,557,247,109,75,79,41,108,38,1451,191,533,216,83,78,67,37,89,26,1326,185,358,145,53,32,31,39,44,18,900,281,656,170,60,60,31,38,43,27,1369,218,540,66,15,41,20,25,21,22,972,26,96,31,27,12,14,14,14,16,248,1733,6020,2365,2288,1051,898,797,2144,352,17642,3,0,4,3,0,0,7,9,0,23,0,6,0,8,6,3,0,13,0,49,3,3,9,24,8,16,9,31,0,110,0,15,21,34,5,10,5,44,3,143
2RVIC,618,250,75,93,152,53,22,69,65,1404,343,604,121,407,260,238,24,161,27,2182,651,1357,315,1082,638,575,98,504,67,5288,830,1687,382,1383,846,697,122,546,76,6567,975,2119,471,1774,1086,808,146,621,78,8074,1462,4136,742,3061,1842,1060,233,838,100,13468,1800,5868,1039,3508,2334,1089,310,1001,120,17082,2473,9200,1448,3471,2899,906,407,860,168,21840,3121,14111,1590,2947,2993,628,330,633,185,26534,2688,13228,952,1921,1925,375,209,254,190,21752,2893,12201,757,1524,1415,294,147,177,154,19560,2587,8631,448,942,671,204,78,111,109,13784,5504,7420,612,921,883,290,110,108,120,15967,2740,4281,277,151,297,153,42,32,72,8045,334,804,100,238,200,81,26,47,131,1965,29027,85893,9338,23429,18455,7446,2301,5960,1669,183508,58,9,5,10,15,9,4,19,4,129,37,14,19,59,27,46,4,60,4,269,67,24,42,155,62,81,11,98,6,545,83,33,43,224,132,109,16,113,6,763
2GMEL,1295,1595,279,456,723,447,83,223,346,5452,743,3270,550,2298,1340,1709,220,896,219,11247,1334,6070,1394,5562,3201,4340,711,2390,324,25327,1962,6904,2002,6514,4049,5016,1099,3228,420,31188,2194,8552,2457,7638,5213,5285,1292,3730,404,36761,4098,15656,3864,11248,8728,6797,2078,4283,654,57403,6130,22070,5782,13198,13233,7356,3234,4689,882,76575,10461,37464,9479,14068,20606,7213,3982,4328,1173,108780,15137,62873,11184,10807,23764,6097,3369,2812,1456,137493,13506,62419,6454,6423,15992,3774,1615,1254,1172,112617,15925,63021,4614,4477,11135,2869,994,720,1069,104826,14421,47664,2990,2921,5781,1957,478,384,781,77387,39335,66778,3945,2885,8437,3397,493,410,1169,126846,37092,42951,1296,634,4793,2457,102,178,901,90404,1626,4482,563,1036,1334,640,191,273,1073,11211,165257,451747,56852,90158,128348,59354,19950,29802,12041,1013504,49,28,22,37,67,29,12,19,15,288,27,59,46,201,102,143,17,109,13,718,57,76,112,459,208,273,42,211,11,1450,93,95,109,552,324,309,57,206,32,1765
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,40,80,23,26,28,12,10,30,32,283,14,223,72,146,69,45,26,131,12,749,40,431,130,411,116,94,114,265,31,1635,62,438,178,393,110,103,178,352,31,1849,62,506,275,451,107,97,219,327,33,2076,110,749,398,584,151,130,288,442,41,2895,147,737,546,453,184,114,261,368,50,2863,209,814,603,422,197,127,251,380,70,3066,287,956,709,278,200,152,157,285,70,3085,262,765,467,167,124,138,81,160,43,2206,292,678,342,115,85,79,40,117,39,1779,228,431,196,62,67,55,31,63,19,1150,331,750,180,60,57,60,27,64,28,1557,294,631,68,29,36,17,7,12,22,1122,44,143,57,56,31,28,23,37,48,462,2426,8331,4252,3651,1556,1248,1714,3029,560,26760,3,0,0,3,4,0,3,4,0,21,0,6,3,18,9,7,0,20,0,62,0,13,22,45,11,9,3,39,5,148,4,3,27,64,4,14,12,48,4,172
1RNSW,851,394,92,142,260,89,37,104,81,2050,486,927,142,623,457,298,46,322,56,3362,900,1943,426,1646,1083,867,119,732,98,7818,1068,2501,549,2081,1344,1099,182,865,114,9797,1314,3288,697,2722,1792,1266,223,998,145,12436,2051,6229,1183,4616,3238,1706,357,1310,203,20888,2662,8888,1583,5539,4073,1738,446,1405,249,26597,3892,13065,2047,5614,5175,1517,541,1261,290,33416,4899,20668,2473,4622,5827,1177,500,877,378,41416,4245,20494,1682,2588,3797,635,367,376,293,34486,4784,21878,1615,2360,2671,573,280,237,312,34707,4193,19953,1219,2180,1582,312,213,123,210,29990,11003,20489,1837,2441,1999,487,549,138,286,39239,6358,9798,692,274,767,328,108,72,152,18550,521,1286,144,384,351,113,36,105,236,3173,49230,151803,16375,37827,34427,12206,4006,8927,3096,317918,106,14,16,17,37,12,10,24,10,248,68,32,33,117,80,95,12,90,5,535,124,59,67,269,229,175,21,185,22,1154,150,87,86,363,331,264,48,250,21,1595
1GSYD,1229,1612,279,410,646,453,82,186,379,5278,598,2862,415,1745,1234,1152,205,662,197,9066,1060,5017,1044,4569,2976,3472,640,1830,383,20988,1636,6326,1805,6020,4081,4390,1161,2916,425,28769,1950,7701,2395,7280,5125,5111,1525,3867,557,35510,3617,14286,3636,10237,8819,6823,2193,4173,738,54535,5772,20924,5363,12019,13522,7691,3270,4826,1014,74406,10388,34888,8344,13469,21015,7918,4026,4650,1475,106180,16133,60903,10374,11247,26554,6911,3293,2952,1830,140184,14566,62774,7143,6404,18466,4498,1813,1361,1404,118427,17074,68287,5447,5201,13496,3585,1146,830,1341,116420,15828,59310,3643,3885,7588,2453,638,478,939,94764,47694,94169,5152,4395,11690,4578,595,445,1483,170192,53942,63482,1706,875,7843,3898,124,176,1535,133576,1641,4619,531,908,1397,589,152,227,1291,11356,193120,507158,57280,88667,144466,63528,20869,29579,14977,1119634,47,25,24,41,73,29,12,17,23,292,30,59,27,156,127,124,20,71,7,620,65,109,97,376,321,284,41,182,24,1499,107,126,147,535,461,356,85,238,33,2083
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,0,6,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,45,69,27,23,54,15,22,53,36,343,43,250,55,145,64,62,23,123,16,780,46,428,122,342,109,112,134,285,23,1608,100,469,204,394,109,96,233,397,38,2043,75,448,245,464,132,121,354,461,38,2329,130,688,406,626,194,151,417,557,64,3228,132,739,489,582,208,137,325,494,53,3157,213,950,688,481,226,177,285,467,58,3550,351,1060,749,381,237,171,236,406,77,3665,378,856,496,192,136,145,104,203,56,2559,361,870,407,136,134,108,64,137,54,2273,239,661,242,97,65,68,39,61,29,1493,468,1020,235,86,120,83,39,70,54,2184,401,849,75,30,56,40,17,25,42,1536,52,138,52,52,35,14,15,30,63,454,3046,9502,4490,4033,1881,1500,2307,3767,689,31210,6,3,3,0,3,4,3,8,0,27,3,10,9,15,6,0,5,24,3,76,5,9,21,46,13,13,17,67,0,192,5,20,27,67,19,17,15,66,3,240
