GCCSA_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
6RTAS,24,8,5,9,39,58,33,54,0,227,7,4,0,3,0,4,0,8,0,29,4,28,26,28,19,10,7,6,32,160,707,2483,2481,2768,1733,996,600,713,198,12686,9,32,8,11,14,5,3,3,0,82,10,172,21,12,3,5,3,3,4,241,23,279,79,34,4,10,7,7,5,459,33,302,168,60,45,13,0,9,3,644,34,255,301,130,55,31,13,10,13,841,78,227,477,384,198,76,21,39,14,1506,83,134,292,530,538,223,78,48,9,1941,97,72,152,426,852,385,182,114,10,2289,95,66,79,271,841,508,187,168,17,2225,32,31,48,93,378,242,110,127,4,1065,21,25,28,49,160,130,88,100,0,605,6,9,10,19,59,56,27,46,0,231,14,16,14,24,32,47,35,63,0,246,3,21,14,15,6,8,11,23,0,96,3,20,15,16,19,10,3,11,6,120,542,1647,1711,2077,3203,1758,783,780,88,12590
6GHOB,18,3,5,20,29,75,53,63,0,277,3,5,0,4,8,5,4,18,0,54,4,22,23,25,13,8,4,9,14,127,585,2510,2162,2784,1955,1183,726,826,170,12902,5,27,5,6,3,7,3,3,0,56,9,124,14,4,0,0,0,3,0,158,18,239,36,11,11,0,5,11,3,333,22,230,148,37,37,4,3,6,4,483,39,203,280,109,61,18,10,8,0,738,77,213,469,320,153,61,29,29,18,1356,83,145,396,501,436,187,65,44,14,1862,124,74,235,502,1076,427,159,103,19,2722,151,74,124,371,1482,550,273,178,12,3224,90,38,54,150,869,380,207,138,8,1938,46,24,30,73,413,233,119,116,7,1051,12,16,15,28,160,114,71,63,3,479,27,24,12,31,124,136,87,114,3,554,0,11,8,11,15,27,15,42,0,141,8,13,11,25,32,25,10,5,7,138,700,1455,1831,2179,4870,2176,1064,867,99,15242
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,13,73,332,213,208,76,43,41,53,16,1049,0,3,3,3,0,0,0,0,0,12,0,6,0,0,0,3,0,0,0,11,3,16,11,8,0,0,0,0,0,37,0,8,0,0,5,0,0,0,0,20,0,10,0,8,0,3,0,0,0,18,3,3,5,11,4,0,0,9,4,38,4,0,7,4,10,3,4,0,0,29,0,3,3,0,11,10,0,3,0,30,3,4,6,3,3,7,0,6,0,33,0,0,0,6,0,3,0,7,0,15,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,50,45,44,36,30,9,29,8,266
5RWAU,106,14,18,21,87,297,322,422,19,1299,14,14,14,15,12,26,48,95,3,241,20,63,43,62,44,32,27,29,50,375,1220,3573,3218,4452,3420,2673,1520,2415,420,22905,23,112,34,19,17,16,4,23,10,263,34,294,37,29,13,10,6,12,6,437,37,522,132,57,21,17,12,12,8,835,44,494,281,108,50,32,7,21,17,1052,61,425,540,218,76,50,18,38,20,1446,107,396,711,620,306,167,59,83,20,2468,123,269,476,845,645,406,128,118,24,3046,112,188,313,676,1127,676,263,224,29,3613,162,178,205,442,1423,931,374,432,38,4193,115,102,111,205,760,584,274,397,27,2587,90,98,91,129,408,344,226,389,11,1795,70,39,34,54,178,182,148,337,8,1055,113,79,79,60,157,255,269,637,13,1661,45,71,40,54,45,75,90,421,11,852,11,45,27,44,57,62,26,41,22,334,1149,3315,3133,3567,5294,3813,1913,3192,261,25627
5GPER,178,51,61,94,257,1079,670,804,25,3219,19,57,41,58,42,84,62,175,5,546,33,191,162,166,152,100,42,60,189,1093,3887,19422,15875,16938,14848,11180,5304,6410,1492,95355,76,359,117,85,50,51,17,38,28,812,119,1378,148,41,20,25,7,13,34,1787,169,2445,572,167,83,46,11,29,37,3549,190,2166,1276,318,97,110,22,57,36,4263,188,1812,2300,715,241,153,40,51,64,5567,382,1700,3706,2337,977,558,130,140,93,10023,416,1058,2725,3252,2914,1573,404,289,97,12725,543,883,1798,3340,5999,3766,1042,592,132,18086,741,709,1180,2617,9350,5907,2010,1205,162,23880,525,453,537,1223,5833,4258,1744,1179,106,15853,380,338,397,725,2974,2766,1286,1142,63,10069,172,174,197,279,1239,1389,755,759,32,4995,171,250,236,316,1317,1804,1073,1331,33,6535,99,243,157,203,276,786,532,980,33,3300,55,152,157,154,330,231,101,82,130,1395,4222,14124,15493,15763,31705,23420,9172,7891,1064,122850
59799,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,19,3,30
59499,15,4,0,6,3,13,12,26,0,91,3,4,0,3,0,3,3,12,0,27,3,11,14,8,3,3,3,4,7,65,319,1450,802,836,343,276,145,304,70,4549,9,20,3,7,0,4,3,4,0,48,7,46,9,4,0,0,3,3,3,84,12,58,23,7,0,5,0,9,3,114,9,42,23,14,0,5,0,3,4,101,11,38,37,21,5,6,3,14,4,136,22,37,48,54,28,17,4,14,3,224,7,31,30,70,53,20,11,12,4,243,12,27,31,43,75,46,19,24,7,288,16,12,19,27,39,54,27,36,5,243,10,5,9,16,36,37,20,27,3,165,14,10,4,3,18,19,15,26,4,110,5,0,0,8,6,14,11,18,3,63,11,3,3,0,11,17,8,43,0,103,8,0,0,0,4,11,9,30,0,65,8,7,6,3,9,7,0,7,9,47,153,339,256,277,283,261,132,269,57,2026
4RSAU,37,10,12,12,39,205,124,130,0,562,8,6,3,11,10,10,4,14,4,68,9,54,32,39,32,7,4,19,37,248,848,3011,2869,3799,2405,1302,799,1133,254,16421,14,75,17,17,5,7,0,15,4,145,25,202,25,22,10,8,0,8,5,299,33,381,114,44,21,14,9,19,7,623,45,363,214,85,47,26,10,16,11,824,46,293,419,178,81,40,19,26,11,1105,76,276,568,566,226,98,38,50,17,1920,88,181,366,706,605,194,87,76,16,2330,109,159,187,512,944,406,192,119,15,2641,81,82,117,285,927,482,239,178,11,2402,57,71,54,105,388,252,150,125,10,1212,25,60,46,58,154,138,96,121,9,695,15,13,21,33,69,79,35,69,0,336,11,31,23,33,49,56,52,82,0,338,11,16,18,23,10,21,17,46,3,170,5,41,24,33,36,20,3,9,11,181,648,2250,2219,2685,3574,1838,945,945,128,15237
4GADE,124,30,32,54,273,955,412,379,11,2277,13,26,18,38,23,62,43,96,9,337,35,155,105,142,113,53,31,37,127,800,3105,14095,11060,14343,11180,6743,3747,3792,997,69061,42,144,63,42,32,32,8,22,10,398,67,753,80,33,24,19,5,15,9,1010,101,1450,317,117,69,34,7,21,30,2141,145,1460,859,269,128,54,21,31,36,3004,165,1240,1651,641,263,117,33,49,39,4208,312,1159,2638,2162,912,328,102,111,74,7799,373,668,1778,3079,3066,978,356,241,72,10605,543,543,1035,2708,6612,2381,1007,524,95,15442,594,388,605,1715,7713,3279,1542,893,83,16826,319,198,274,743,3634,2007,1099,738,57,9068,190,156,187,417,1816,1186,751,560,23,5296,100,65,79,139,735,578,450,391,3,2550,96,95,81,148,498,660,495,615,15,2695,24,90,64,76,90,187,121,295,5,956,36,87,86,122,228,111,69,44,64,852,3118,8510,9789,12412,25827,11955,6065,4534,623,82840
49799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,7,3,0,3,6,11,7,27,0,62,4,0,3,3,0,0,0,10,0,26,4,10,10,9,4,3,0,8,8,51,280,1210,700,719,327,191,143,250,62,3898,0,8,6,3,4,5,0,3,0,25,3,24,4,5,0,4,0,3,0,45,13,53,18,9,5,0,3,0,0,102,6,35,14,11,6,5,9,0,0,83,9,33,19,29,13,5,3,9,3,123,10,27,32,49,23,16,5,13,3,180,7,16,21,40,44,16,8,25,3,190,5,16,11,26,47,34,18,27,0,186,13,11,10,19,21,24,11,24,4,136,6,3,0,0,14,17,8,17,3,73,4,0,0,8,9,14,4,11,0,52,0,3,3,0,3,5,3,5,0,25,6,0,0,0,3,13,3,12,0,37,0,6,0,3,3,0,0,3,0,14,0,0,0,5,4,0,0,0,3,17,87,237,144,206,193,164,80,148,19,1273
3RQLD,124,37,50,84,329,659,383,701,14,2397,24,43,36,67,62,73,40,128,14,484,65,266,212,297,245,153,64,133,270,1695,4916,19716,18202,25810,20375,12373,6800,9089,1899,119190,81,426,172,116,79,94,29,124,32,1157,122,1558,195,108,47,54,16,54,49,2205,169,2550,692,283,122,81,28,102,62,4094,188,2444,1507,567,260,176,53,135,72,5406,277,1807,2774,1268,514,317,90,174,82,7303,448,1819,3759,3984,2046,901,290,408,144,13792,571,1136,2394,4726,5922,2577,863,744,162,19078,671,796,1436,3541,8880,4524,1940,1251,178,23219,727,586,875,2117,8501,5088,2385,1875,124,22284,512,393,438,940,4156,2908,1460,1434,86,12325,290,258,292,533,1952,1782,871,1221,54,7262,114,118,136,199,705,736,449,753,19,3220,118,148,152,202,566,767,545,1108,28,3634,52,170,118,163,162,251,148,547,14,1629,56,188,159,250,349,275,92,129,161,1663,4396,14388,15095,18990,34271,20536,9252,10071,1262,128268
3GBRI,134,30,52,80,403,739,435,767,13,2658,21,46,31,48,48,85,33,151,15,483,47,220,192,222,184,143,52,102,224,1392,4562,20877,18513,21908,19771,13013,6760,7724,1725,114864,67,349,119,86,77,66,11,65,31,881,146,1736,196,80,49,36,6,24,45,2322,179,2625,759,214,101,72,19,51,66,4083,190,2377,1682,472,226,134,21,77,66,5248,256,1808,2779,1055,430,248,60,93,64,6800,493,1755,3883,3385,1633,835,196,249,124,12547,580,1089,2775,4356,5602,2639,751,583,154,18533,814,760,1781,3769,11043,5743,2095,1199,212,27413,1113,636,1154,2763,13189,7450,3235,2123,191,31859,782,373,546,1338,7261,5023,2407,1929,130,19786,455,300,373,727,3798,3188,1553,1678,59,12140,228,124,159,280,1597,1525,817,987,27,5749,187,165,195,351,1414,1912,1128,1746,37,7128,65,158,125,162,257,637,425,1085,14,2927,52,143,167,200,454,324,114,139,163,1767,5608,14402,16705,19244,47124,29841,12842,12022,1378,159172
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
39499,8,8,0,3,14,20,5,27,4,95,3,0,4,4,3,5,0,17,0,45,6,33,17,22,11,8,3,11,20,123,529,2222,1432,1524,727,506,303,539,173,7958,12,24,17,19,9,3,0,9,4,95,20,78,17,13,4,0,3,9,3,149,16,134,45,27,11,9,5,14,3,257,21,116,40,33,11,5,0,10,10,239,17,79,78,50,9,12,5,22,8,269,28,76,75,85,54,41,11,23,8,407,33,43,51,92,88,63,26,37,16,453,27,24,43,91,114,89,34,63,10,502,30,30,21,48,102,117,39,77,7,472,13,12,11,24,48,53,27,56,5,251,11,8,4,22,26,43,29,54,5,200,16,3,3,3,13,14,15,38,3,102,27,3,7,4,18,32,18,52,0,165,4,7,7,0,3,7,4,38,0,74,4,11,10,8,12,7,0,5,17,82,279,640,427,518,534,508,220,491,105,3721
2RVIC,131,32,20,37,122,461,300,384,13,1494,18,32,34,43,29,41,31,92,12,321,44,208,146,185,137,86,41,49,133,1045,3844,13368,11485,13585,9799,7241,3625,4101,1170,68231,40,203,66,60,26,35,3,28,14,474,82,881,108,51,16,30,9,25,25,1225,122,1493,382,177,57,57,18,42,40,2394,166,1531,1069,331,155,82,33,69,42,3483,220,1200,1826,698,291,199,56,98,58,4635,386,1128,2527,2127,861,472,139,190,91,7922,419,717,1659,2680,2519,1301,381,274,77,10026,432,482,959,2167,3874,2283,805,500,74,11568,423,360,485,1219,3605,2388,949,680,73,10179,255,204,252,428,1821,1246,665,514,38,5430,126,140,152,270,907,798,415,408,17,3235,52,80,71,91,290,323,216,273,12,1399,72,74,74,106,260,315,271,397,12,1592,24,92,54,67,70,94,55,150,4,613,42,120,109,143,179,133,39,46,67,874,2853,8698,9806,10614,14932,9761,4060,3698,641,65060
2GMEL,268,107,104,168,363,1319,845,1241,39,4459,47,95,75,114,125,220,113,399,24,1220,104,651,479,522,439,302,134,162,485,3277,7951,44231,36257,36768,32545,23836,11756,12927,3694,209956,178,695,225,168,158,164,38,95,65,1786,280,3541,441,148,106,65,27,41,98,4747,392,6109,1670,482,191,141,35,60,156,9227,418,5168,3665,921,353,269,71,111,148,11129,519,3840,6184,2031,721,445,143,156,186,14227,844,3571,8583,6311,2748,1548,371,401,271,24651,1050,2310,5961,8498,9553,5151,1245,898,352,35019,1359,1684,3746,7642,18225,11865,3304,1897,433,50159,1673,1321,2266,5178,20344,14775,5032,3217,354,54172,1060,773,1154,2531,11559,9439,3936,2929,200,33575,763,610,768,1389,6093,6175,2928,2637,141,21501,322,278,363,530,2313,3000,1622,1695,55,10172,393,355,437,586,2056,3606,2145,2904,73,12553,168,309,304,357,557,1535,899,2241,53,6426,104,418,479,497,884,786,242,283,369,4057,9532,30970,36234,37275,75865,58969,22033,19560,2953,293397
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,16,6,3,13,8,14,17,36,0,116,3,12,3,8,0,8,4,23,0,62,14,56,29,39,9,8,4,6,33,198,676,3691,2174,1854,725,595,301,478,244,10740,11,18,15,9,5,8,0,3,5,79,19,105,28,14,4,3,3,4,5,197,29,161,46,30,15,10,3,3,7,300,22,118,64,36,7,17,7,9,6,281,26,86,73,62,24,28,8,21,8,339,27,107,93,90,44,44,12,33,15,453,27,56,80,118,103,78,11,33,17,533,30,45,48,73,132,109,45,60,22,572,39,30,36,57,127,139,63,101,12,597,22,10,9,30,67,83,29,79,6,332,8,9,11,16,26,48,18,51,7,194,8,11,6,6,14,36,14,37,3,132,10,4,3,13,5,31,15,37,0,113,10,7,9,0,3,13,3,22,0,65,3,18,8,13,16,13,0,13,22,106,285,785,531,581,596,638,233,505,145,4300
1RNSW,215,45,77,98,1121,590,530,689,25,3382,29,67,50,49,97,67,47,135,21,554,59,293,249,312,234,159,61,98,241,1714,5390,22406,20155,25180,21191,11923,6511,7908,2165,122830,81,355,133,83,55,51,21,57,39,875,134,1481,179,74,39,50,9,37,38,2053,206,2624,673,259,122,124,36,86,64,4190,246,2577,1698,568,256,193,63,110,80,5800,323,2161,3116,1217,518,340,102,147,85,8000,574,2051,4568,4021,1806,848,260,340,135,14604,695,1253,2986,5276,5335,2224,693,524,149,19134,731,794,1835,4410,8019,4056,1501,1000,144,22494,787,654,1006,2500,8263,4550,1849,1380,122,21113,486,345,423,981,4712,2504,1251,1095,64,11848,227,280,311,521,2168,1566,808,877,59,6805,112,102,135,224,894,743,440,524,13,3185,113,152,168,237,741,789,576,814,23,3606,54,157,110,117,172,244,166,375,12,1414,71,222,214,221,341,246,72,114,131,1632,4848,15207,17548,20712,33436,18533,7846,7481,1147,126761
1GSYD,279,107,158,287,1880,1289,1002,1391,50,6443,62,107,110,124,205,276,142,440,27,1498,87,437,415,347,405,347,141,163,494,2843,7435,39299,38111,33841,36423,26368,13433,14316,3821,213041,185,590,276,116,150,165,42,102,69,1684,281,3624,455,146,107,96,21,40,99,4866,369,6024,1832,413,184,136,38,78,150,9224,379,5231,4091,952,404,326,67,114,170,11737,455,3862,6224,1974,871,591,113,169,167,14412,784,3658,9046,5960,3065,2035,361,434,273,25615,979,2484,6601,8044,10079,5884,1285,934,397,36689,1347,1823,4357,7654,19229,12833,3226,2024,483,52978,1832,1536,2809,5479,23466,17158,5269,3641,490,61691,1254,876,1454,2715,14129,10975,4295,3503,277,39467,894,628,909,1659,8334,7576,3138,3351,183,26680,448,331,456,697,3612,3969,1936,2247,82,13787,541,400,530,879,3507,5099,2772,3983,110,17816,259,397,373,425,851,2461,1474,3893,74,10196,106,394,457,431,837,767,225,320,413,3946,10102,31855,39870,37545,88825,70067,24264,24834,3434,330792
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19499,10,14,7,15,20,23,20,43,7,155,9,10,8,12,10,10,5,20,0,78,13,40,31,21,13,12,4,12,41,185,697,3860,2577,2330,1068,800,400,653,278,12664,22,40,18,10,8,6,3,6,0,116,13,108,22,12,11,4,3,3,4,182,23,171,58,30,12,12,3,8,13,325,27,160,91,48,17,17,7,11,14,395,28,120,103,70,24,30,9,14,12,403,41,114,120,144,68,57,16,37,11,614,38,59,99,146,144,112,35,55,6,695,35,47,59,115,179,166,64,90,20,769,52,40,36,83,138,199,67,107,15,736,27,21,17,26,64,102,50,88,5,404,28,22,11,18,56,98,40,86,10,369,12,13,6,7,26,39,19,50,3,166,14,7,11,9,29,40,28,79,3,223,5,7,4,8,9,20,5,29,3,87,11,17,7,15,12,21,0,20,27,125,368,949,669,739,793,929,345,674,143,5611
