GCCSA_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
6RTAS,3,45,4,0,58,14,60,4,0,78,12,50,3,3,69,19,39,9,5,71,20,39,8,0,71,14,58,12,5,92,35,83,6,4,134,49,80,23,0,154,36,74,12,4,134,29,42,10,9,88,17,50,0,0,69,8,30,7,8,46,10,27,4,11,60,268,689,105,47,1116,1423,4340,248,180,6198,4914,3537,346,185,8977,5630,2614,392,146,8783,5634,3056,507,154,9348,5521,3356,356,154,9397,6639,3813,324,174,10949,7790,4057,396,204,12450,7821,4063,473,164,12519,6905,4115,599,200,11819,4102,3393,505,127,8122,1332,1722,227,81,3362,418,726,55,56,1252,227,422,40,49,742,58355,39219,4472,1870,103915,17,63,0,7,94,69,55,6,8,135,72,37,6,11,123,89,60,9,4,167,94,60,6,4,166,110,64,3,4,186,142,76,12,13,243,134,62,13,7,218,120,56,12,11,192,71,59,6,10,137,25,37,5,6,74,3,17,0,5,21
6GHOB,3,21,4,3,29,16,50,3,0,66,22,50,4,0,79,19,51,6,0,77,26,40,4,3,70,36,47,7,0,91,41,65,9,3,117,51,62,13,5,124,36,47,16,4,111,24,62,10,4,99,8,34,3,4,55,4,8,6,4,25,0,11,3,6,29,286,564,93,39,977,851,3947,230,124,5156,4082,4121,314,152,8663,6085,2917,409,164,9576,6296,3207,587,147,10231,5937,3347,424,112,9827,6806,3649,321,123,10897,7338,3435,299,117,11181,7223,3277,380,145,11029,6291,3351,418,99,10170,3360,2651,318,66,6391,1043,1451,116,49,2659,225,548,55,19,837,82,265,17,43,410,55612,36170,3897,1362,97029,16,48,0,0,65,34,43,9,5,90,65,36,3,6,104,60,47,7,8,118,73,46,7,3,134,81,52,3,4,150,120,43,3,9,175,113,55,10,3,178,89,60,3,6,158,48,43,4,4,102,14,23,0,0,47,0,6,0,0,7
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,4,4,0,0,0,5,3,0,0,0,4,5,0,0,0,5,4,0,0,0,5,9,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,4,0,5,0,0,5,0,0,0,0,5,3,6,0,0,7,3,9,0,0,11,3,7,0,0,11,3,8,3,0,13,3,6,3,4,12,0,8,3,0,10,0,5,0,0,10,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,13,54,19,6,87,146,127,7,18,307,436,211,30,22,699,532,262,53,21,868,583,267,56,20,932,466,284,39,18,801,520,331,47,18,914,595,416,54,38,1100,577,415,54,29,1071,478,466,62,16,1021,290,406,54,18,764,81,160,27,6,275,15,53,5,13,86,12,31,4,6,51,4727,3435,497,238,8893,0,3,0,0,3,11,0,0,0,7,14,3,0,0,14,9,3,0,4,16,6,15,0,0,21,10,3,0,0,19,9,7,0,0,16,9,5,0,3,12,7,9,3,3,21,7,11,0,0,19,0,3,0,0,3,0,0,0,0,0
5RWAU,11,71,3,6,88,18,98,4,7,127,33,79,11,5,126,33,70,17,3,121,36,65,17,3,117,65,77,15,3,160,64,85,10,0,162,96,95,17,3,209,63,106,28,7,198,51,80,19,5,151,41,54,7,3,105,24,41,7,9,82,19,69,16,9,114,555,981,165,61,1767,3563,7025,397,386,11371,11999,4221,755,491,17464,19396,4632,1540,466,26037,20768,6192,1998,542,29503,18790,6515,1499,468,27266,20328,7091,1329,539,29288,21475,7054,1479,571,30577,20246,6465,1597,526,28833,16972,6326,1624,430,25359,10103,5410,1196,293,17004,3773,3119,495,170,7552,1156,1453,197,109,2912,636,846,95,131,1711,169199,66343,14222,5118,254883,39,77,8,8,134,128,56,3,14,201,210,62,17,20,305,238,78,19,20,362,249,112,17,21,392,265,115,12,15,404,282,107,12,25,427,258,92,20,28,399,214,110,23,22,359,129,85,21,17,256,51,48,15,6,117,20,36,6,3,60
5GPER,35,309,13,4,361,96,491,30,13,621,151,376,33,12,577,159,312,34,12,512,141,266,39,12,447,244,361,55,15,671,254,378,77,8,718,254,343,55,14,665,231,347,66,9,654,151,278,55,11,501,74,170,36,8,281,15,91,8,19,140,19,111,19,21,163,1816,3832,512,148,6314,7342,34120,1339,962,43761,39752,37525,2254,1822,81360,67334,24932,3445,1797,97508,70039,26178,4679,1578,102476,60231,26325,3323,1298,91182,60651,27054,2243,1231,91176,62797,26048,2202,1233,92282,57351,23208,2414,1017,83984,45764,21280,2535,852,70430,27453,18507,2124,553,48642,9493,11052,1075,293,21919,2116,4473,347,158,7094,773,2111,157,152,3192,511085,282830,28139,12947,835005,70,261,8,30,379,303,313,17,57,694,523,223,28,52,831,652,264,54,62,1025,583,258,29,46,919,649,314,24,46,1035,644,295,21,56,1013,647,262,31,41,984,555,235,27,33,840,359,233,32,21,643,143,143,12,11,307,36,66,6,8,112
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,8,0,0,12,41,0,0,3,42,131,10,10,3,154,199,7,28,5,242,185,16,24,0,220,194,10,14,8,229,177,11,27,4,214,183,10,32,0,228,128,3,19,0,149,54,3,3,0,62,9,0,0,0,17,3,0,0,0,3,4,0,0,0,4,1311,74,162,29,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,11,0,0,9,8,19,0,0,25,13,9,0,0,18,7,15,7,0,33,6,13,0,0,16,7,12,10,0,29,12,9,4,0,31,10,15,4,0,33,12,19,7,0,34,6,15,12,0,31,4,15,3,0,22,0,8,3,0,8,0,3,0,3,7,84,155,51,10,307,939,891,73,71,1977,2932,1782,238,131,5080,4253,1701,391,129,6475,4077,1682,421,159,6341,3464,1705,362,128,5661,3451,1917,307,119,5792,3521,2045,336,121,6030,3248,2004,349,119,5717,2425,1853,354,89,4731,1414,1600,322,65,3408,476,845,152,28,1500,109,289,47,13,455,46,117,33,20,212,30358,18434,3391,1198,53378,14,0,0,6,19,40,20,6,3,71,40,20,10,6,73,45,19,8,3,77,41,27,3,7,75,58,27,6,4,100,46,16,3,3,71,39,26,4,3,73,23,25,3,3,50,16,15,0,3,40,8,16,4,3,26,8,9,0,0,17
4RSAU,9,60,3,0,70,18,86,12,4,116,23,77,7,5,117,23,66,10,0,100,26,59,6,6,98,50,84,15,4,151,52,92,12,3,153,55,112,19,4,190,54,91,15,3,166,33,95,11,12,149,31,49,3,4,81,12,28,6,9,56,11,44,16,15,81,393,932,129,73,1536,1841,5684,308,259,8096,6756,4043,457,245,11498,8320,3344,622,227,12516,8031,4092,658,262,13041,7805,4347,472,193,12817,9368,4745,455,235,14807,10795,5323,510,259,16886,10851,5271,631,256,17007,9851,5440,744,247,16284,6575,4498,679,179,11923,2465,2587,366,119,5535,848,1209,138,80,2273,548,749,95,140,1523,84054,51324,6135,2693,144208,16,73,0,6,94,87,65,6,8,173,109,63,19,10,195,142,77,20,3,244,127,72,7,11,209,169,101,7,9,285,183,88,8,16,298,147,103,3,17,264,154,82,11,5,254,88,66,14,7,180,50,50,3,8,110,14,22,0,10,44
4GADE,26,224,10,6,267,110,330,12,8,461,134,301,25,16,473,151,259,37,12,457,125,243,37,11,427,202,295,44,15,557,236,319,41,11,613,228,344,68,13,652,201,326,73,11,615,109,247,46,22,421,57,137,23,12,229,18,65,13,7,107,27,81,12,26,149,1625,3179,444,182,5429,3454,22171,891,576,27093,22591,26598,1564,1065,51817,38240,16740,2270,1020,58271,40258,17999,3350,939,62543,36753,18154,2255,737,57895,38939,18765,1478,686,59870,41659,18553,1415,778,62403,39619,17284,1699,640,59242,33590,16293,1866,491,52242,20053,13178,1470,403,35103,6400,7521,723,223,14867,1468,2973,216,136,4790,589,1318,114,149,2171,323619,197545,19306,7842,548314,36,192,6,19,259,209,217,9,39,479,339,158,22,29,538,391,193,39,25,653,419,233,19,31,709,493,246,19,33,793,489,254,18,39,804,487,243,16,41,785,422,192,19,31,662,273,190,13,28,500,101,108,14,17,241,21,55,3,4,82
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,4,0,0,0,6,8,3,0,0,10,5,3,0,0,9,10,0,6,0,12,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,6,0,0,10,13,6,0,0,21,3,13,3,0,16,0,11,3,0,19,3,10,4,0,23,6,22,5,3,29,3,11,8,0,22,10,22,6,0,41,10,16,7,0,39,9,23,9,0,33,10,3,3,0,13,0,6,3,0,5,3,4,3,0,5,67,156,47,9,282,465,502,60,37,1064,1685,1172,148,73,3074,2173,1088,165,73,3502,2076,1054,183,71,3379,1783,1082,158,66,3083,2046,1303,158,69,3576,2220,1528,176,67,3985,2105,1697,173,67,4037,1677,1678,202,63,3621,977,1330,178,34,2527,340,688,90,20,1137,78,257,23,13,361,39,88,22,20,170,17659,13456,1732,664,33511,5,0,0,0,11,29,12,0,0,46,19,13,0,3,39,25,11,3,3,39,26,18,4,0,53,37,31,3,0,74,30,31,7,3,70,28,33,3,0,63,18,32,0,3,54,8,26,3,0,39,7,8,3,0,14,0,3,0,0,3
3RQLD,79,589,31,16,724,177,522,28,24,750,201,405,45,23,661,209,335,40,19,604,238,337,78,12,657,359,431,84,25,900,351,466,87,27,926,442,502,122,26,1087,366,499,106,32,1010,270,392,87,30,782,125,279,38,22,468,73,156,24,23,269,112,218,37,92,454,2992,5135,805,359,9294,14073,44553,1984,1627,62232,52058,32514,2500,2003,89077,65720,25260,3975,1857,96819,66033,27654,4716,1737,100136,63434,29245,3175,1624,97478,72173,31701,2671,1815,108366,75898,31032,2703,1764,111407,71818,29502,3170,1529,106014,60213,27819,3438,1352,92819,36414,22542,2765,1009,62730,13562,12852,1252,631,28295,4254,5575,448,354,10625,2175,2708,250,457,5589,597818,322959,33050,17758,971585,132,461,25,71,696,541,303,28,82,953,595,273,57,68,993,741,387,63,63,1253,834,389,47,71,1337,969,445,38,88,1536,1015,446,45,96,1601,1025,442,44,64,1571,830,420,53,67,1365,523,360,28,32,942,201,207,26,15,448,73,105,11,22,214
3GBRI,63,499,23,19,601,203,521,40,12,777,210,393,47,15,669,291,375,66,14,743,263,341,73,13,692,386,380,81,26,879,454,466,100,33,1047,444,407,91,28,975,360,413,103,23,895,233,314,80,17,651,108,204,24,16,353,42,133,8,18,201,33,121,24,59,236,3094,4581,766,287,8729,10282,43684,1669,1375,57009,53833,46210,2673,2209,104926,81057,29788,3943,2132,116924,85035,29359,5836,1859,122091,78701,29442,3972,1618,113732,82941,30499,2530,1628,117597,81717,28379,2353,1544,113992,73019,24446,2652,1257,101377,57010,22284,2849,1011,83148,32937,17891,2237,692,53752,11045,10556,1018,347,22961,2626,4173,288,178,7262,913,1795,120,233,3066,651114,318504,32148,16074,1017846,90,364,10,43,506,442,338,25,78,878,634,267,27,94,1019,735,338,58,82,1212,783,369,35,68,1257,923,357,36,73,1388,956,345,34,80,1424,870,332,32,64,1297,711,255,26,58,1049,436,233,27,37,726,164,137,17,26,342,42,73,3,16,133
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,11,11,0,0,0,19,14,0,5,0,21,12,3,0,0,17,29,0,4,0,34,17,0,6,0,24,12,0,3,0,23,22,0,0,0,22,14,0,0,0,14,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,154,15,24,11,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,8,29,0,3,47,17,21,8,0,50,24,40,4,4,65,15,27,6,0,56,23,36,10,0,69,38,40,8,3,95,26,42,10,0,80,29,54,17,0,101,37,44,19,6,101,23,38,20,8,88,10,29,0,3,45,3,14,3,3,23,5,9,8,4,27,263,428,120,33,839,1755,1866,171,156,3951,5476,2886,321,270,8954,7025,2662,459,243,10386,7007,2739,528,242,10520,6417,2853,438,237,9949,7144,3464,454,259,11315,6940,3628,466,233,11261,6076,3791,488,209,10570,4849,3620,516,140,9121,2923,3082,398,145,6542,959,1545,226,72,2805,215,538,93,41,877,82,214,43,36,369,56869,32878,4599,2277,96620,18,18,0,0,34,60,27,3,10,98,63,27,0,3,103,101,51,3,7,170,102,28,7,8,144,91,53,13,13,181,94,64,13,8,174,84,51,8,16,153,68,56,4,8,129,37,63,3,12,109,10,18,6,4,41,6,15,3,0,26
2RVIC,48,285,20,17,374,81,357,22,26,487,81,303,29,12,426,77,294,35,10,422,97,261,45,20,421,178,292,49,12,540,189,368,57,16,630,219,362,63,15,672,163,339,77,21,602,130,272,87,25,513,69,163,35,16,290,38,92,13,16,163,72,185,52,47,350,1456,3576,592,265,5886,6840,25106,1371,1139,34455,26372,19649,1701,1304,49030,34096,13358,2199,961,50611,31473,15570,2800,837,50684,30326,17081,1987,816,50208,35276,19487,1639,932,57340,38938,20008,1707,939,61591,39611,19896,2292,983,62779,35375,20518,2766,937,59601,22007,17507,2518,751,42790,8129,9565,1309,432,19440,2729,3900,442,309,7375,1844,2342,300,431,4918,313016,203985,23037,10777,550812,75,286,12,35,406,314,180,19,65,577,389,197,24,39,656,446,287,51,39,825,458,304,36,35,833,513,328,26,43,918,557,311,28,50,942,564,319,39,31,954,526,316,36,47,919,297,274,34,38,640,146,145,19,21,335,47,58,13,4,130
2GMEL,63,568,38,13,671,259,791,47,26,1127,381,597,82,29,1092,419,661,113,25,1213,480,654,110,39,1271,687,801,115,40,1642,717,802,163,43,1731,693,754,168,66,1683,585,756,182,38,1569,434,623,164,40,1264,172,440,75,31,715,83,225,29,21,360,71,272,53,101,498,5040,7953,1330,514,14834,10728,67873,2610,2261,83466,84315,96971,4665,4916,190864,175249,62481,6875,5265,249872,186711,59883,11499,4614,262704,160495,61139,8450,3647,233732,154578,63724,5024,3394,226721,153317,61348,4235,3392,222293,136444,52771,4395,2994,196610,107878,47748,4678,2355,162662,61904,39628,4059,1584,107175,21640,23656,2077,863,48239,5441,9747,773,448,16415,2120,4600,373,482,7582,1260825,651580,59705,36211,2008325,129,523,24,88,767,781,844,39,182,1841,1528,581,56,186,2351,1677,620,113,162,2574,1601,697,91,161,2553,1734,749,59,159,2701,1812,755,61,151,2787,1665,668,51,135,2519,1346,636,63,88,2132,836,496,52,79,1471,330,384,26,35,779,110,161,10,32,314
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,0,0,0,16,11,0,3,0,14,21,3,0,0,28,23,0,3,0,26,15,6,6,0,29,16,0,9,3,22,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,107,24,19,9,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,8,33,0,3,45,29,44,7,0,76,24,33,8,3,70,16,33,8,3,64,12,29,14,8,59,26,44,8,6,88,28,56,15,3,100,22,54,30,3,110,29,51,15,0,102,17,45,12,3,77,7,25,6,4,42,3,14,8,0,25,0,19,3,11,34,224,481,132,47,887,2059,1896,194,171,4319,7098,4020,442,373,11937,9040,3667,525,371,13597,8664,3535,605,336,13144,7565,3526,472,307,11867,7949,4148,426,283,12804,7940,4662,450,303,13357,6833,4559,522,264,12184,5648,4423,519,213,10810,3018,3764,441,161,7388,1060,1990,212,76,3332,276,758,96,58,1191,132,330,54,47,567,67270,41300,4964,2967,116496,23,20,0,4,56,81,40,8,14,134,101,43,10,19,175,113,59,9,13,192,128,56,3,9,193,115,57,7,13,195,98,60,7,16,184,104,54,7,9,169,70,59,7,9,141,42,56,5,6,106,13,30,5,3,53,9,16,0,4,29
1RNSW,85,499,35,14,628,160,624,41,28,853,178,541,48,18,789,213,487,57,23,782,216,438,63,34,746,372,557,88,35,1053,393,606,98,32,1127,452,664,119,44,1271,396,621,119,42,1170,264,476,128,43,908,139,353,51,31,580,52,180,20,37,292,111,285,71,110,576,3021,6316,944,487,10773,14192,42721,2532,1888,61325,47505,34290,2813,2253,86857,60520,24964,3857,1717,91058,58770,28193,4698,1607,93266,57779,29835,3092,1504,92212,67871,33029,2521,1651,105070,72894,32922,2631,1727,110167,73014,33946,3284,1646,111881,65208,34238,4245,1503,105193,38225,28177,3395,1161,70964,14020,15433,1634,730,31824,4742,6802,634,474,12655,3025,3841,392,723,7985,577764,348387,35733,18577,980465,165,398,25,57,644,503,347,49,104,1001,662,312,37,66,1080,726,407,61,68,1269,783,507,50,71,1407,992,594,34,83,1703,1000,522,42,75,1633,1075,548,57,83,1751,903,561,78,70,1608,530,437,52,41,1055,251,237,27,26,546,90,134,16,23,266
1GSYD,125,518,33,31,707,344,937,48,42,1367,442,789,65,30,1322,480,698,105,37,1323,520,662,75,26,1278,892,873,131,48,1943,809,915,121,45,1892,895,994,147,54,2086,797,896,136,57,1891,500,767,139,52,1459,241,458,72,42,799,87,287,30,32,447,80,323,51,89,551,6206,9117,1165,578,17064,17353,67477,3532,2539,90902,101614,92248,4895,5615,204367,192561,60918,7261,5814,266555,206128,59872,11759,5296,283061,184096,60622,8616,4378,257713,178091,61588,5038,3771,248481,167083,56792,3963,3689,231530,153100,51609,4388,3432,212521,122574,47106,4769,2545,176999,69558,39569,3847,1776,114753,25943,24775,2104,897,53717,6758,10937,761,421,18873,2456,5384,385,446,8674,1427322,638902,61305,40609,2168148,203,527,24,86,844,918,750,45,188,1890,1494,576,73,207,2354,1778,656,107,216,2759,1815,686,87,181,2769,1965,729,57,180,2938,1932,681,48,164,2828,1799,629,49,140,2604,1506,600,52,131,2296,867,479,31,96,1475,391,370,34,40,835,92,172,10,29,302
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10,12,0,0,0,8,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,0,3,0,9,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,51,17,9,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,23,39,4,3,59,26,47,3,3,82,18,39,3,5,67,17,43,10,3,70,24,43,11,0,70,35,68,13,9,128,33,86,24,12,148,39,76,13,4,139,37,94,21,6,159,24,72,25,3,126,10,37,10,7,58,4,26,0,7,36,4,13,3,10,35,278,684,147,73,1183,3005,2588,224,249,6073,7839,4662,550,473,13528,9480,4103,569,412,14568,9625,4206,619,390,14840,9165,4331,534,314,14345,9692,5168,494,323,15678,9395,5467,535,373,15773,8979,5894,647,344,15867,7073,5773,666,281,13799,4094,4596,529,189,9405,1474,2421,295,105,4293,350,930,115,45,1440,114,370,67,79,629,80297,50511,5839,3586,140229,33,29,8,5,71,82,49,7,21,155,94,46,8,18,163,122,57,15,18,209,142,61,9,10,230,130,63,5,16,210,132,74,5,10,222,127,79,7,9,218,103,92,7,9,205,46,76,9,8,146,18,32,3,3,63,6,18,0,5,31
