GCCSA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
6RTAS,78,28,43,117,659,724,394,319,22,2379,43,17,20,57,305,405,280,294,15,1439,27,18,21,33,151,256,202,253,12,966,28,8,7,17,81,133,162,181,6,619,24,7,6,8,67,97,169,222,9,616,4,9,4,4,9,15,11,48,5,102,7,13,12,19,57,34,15,36,31,218,487,1016,932,1288,3508,3325,1856,2001,218,14632,11,25,7,3,3,3,0,11,3,57,64,502,33,11,3,5,4,8,15,643,64,529,172,46,7,8,7,8,25,868,66,457,356,105,34,18,11,19,22,1084,73,352,604,268,72,32,16,33,21,1469,109,306,627,719,158,70,42,68,23,2119,92,148,349,768,364,143,69,77,23,2023,66,73,183,458,382,206,106,83,25,1585,54,31,79,240,331,188,119,120,4,1163,27,10,28,65,160,104,65,81,9,557,30,18,9,30,90,81,68,63,4,387,24,3,10,16,80,72,45,62,0,315
6GHOB,49,32,53,127,641,824,358,284,20,2395,44,18,17,76,356,466,204,221,12,1412,39,8,8,36,223,282,147,160,9,912,11,4,5,15,99,127,77,99,9,442,16,5,3,12,62,90,80,105,0,367,0,0,0,5,11,15,10,37,0,85,4,11,8,4,32,36,6,17,16,144,335,776,766,1116,3149,3276,1412,1405,167,12406,6,22,4,3,7,3,0,7,3,53,44,611,39,10,6,3,0,5,5,723,60,572,151,27,12,7,0,9,22,859,36,439,262,104,24,22,8,16,18,916,38,306,446,224,56,28,18,28,14,1151,86,271,568,730,174,79,54,56,22,2039,72,118,344,733,415,165,60,87,23,2018,62,68,176,484,440,230,138,123,16,1734,67,40,80,260,368,222,125,149,14,1330,35,15,27,99,202,136,99,97,10,722,35,13,27,29,137,121,85,96,4,540,22,8,8,27,84,90,64,59,3,367
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,13,9,14,50,99,202,75,73,6,536,9,3,5,19,55,120,62,49,4,328,6,5,0,14,18,59,36,57,4,208,4,0,0,3,11,33,20,32,0,104,3,0,3,3,8,13,16,30,0,74,4,0,4,4,3,3,3,16,0,39,0,0,3,7,3,12,0,3,7,39,110,209,203,330,515,820,325,403,45,2961,3,0,0,0,0,0,0,0,0,5,9,40,0,0,0,0,0,0,3,52,6,75,10,4,0,0,0,0,0,98,8,59,17,4,0,0,4,0,4,92,16,67,42,27,8,0,0,0,4,158,6,44,72,52,9,3,4,5,0,196,14,17,34,61,20,7,8,9,3,165,3,14,15,32,8,7,8,11,0,103,4,9,5,11,13,13,11,8,0,83,3,3,4,0,3,8,3,8,0,35,0,0,0,0,3,4,3,3,0,17,0,0,0,0,0,0,3,0,0,10
5RWAU,198,132,139,309,1006,1341,827,1160,82,5192,206,76,71,152,569,930,670,1396,58,4121,243,67,87,120,402,727,652,1860,65,4230,243,71,59,65,289,538,585,2148,50,4045,945,186,199,148,610,777,1708,7557,165,12307,811,131,153,108,269,293,794,6635,101,9297,50,40,42,37,78,117,55,263,109,784,3142,2038,2015,2483,5731,7174,6381,22627,860,52466,25,61,18,19,5,11,0,12,6,151,77,838,73,23,15,16,6,13,23,1080,53,716,257,112,40,23,4,36,23,1267,69,581,456,198,50,40,12,30,36,1479,96,432,613,386,88,58,24,52,40,1792,149,357,745,1029,337,142,70,109,51,2997,128,232,460,1136,697,271,117,154,37,3233,112,125,286,845,823,443,190,262,49,3133,115,71,126,376,628,415,206,374,42,2355,74,35,45,135,319,256,153,318,20,1354,90,19,39,59,196,357,178,306,12,1258,80,4,15,24,83,290,163,209,13,889
5GPER,475,464,502,1166,6188,6200,2803,2618,284,20698,397,210,280,673,3830,4797,2444,2566,168,15364,322,168,191,416,2475,3743,2141,2690,117,12259,240,84,98,230,1335,2129,1492,2205,78,7885,448,137,127,245,1514,2450,1987,3857,105,10865,306,72,65,86,432,691,498,1666,54,3877,61,88,78,119,317,406,140,237,287,1738,3485,6514,7034,8562,26707,29438,14639,19103,1886,117361,76,269,82,48,20,26,14,44,26,602,306,5279,357,99,35,30,8,30,109,6250,305,4891,1469,383,106,65,25,58,116,7426,255,3061,2588,740,162,117,40,82,131,7168,305,2029,3261,1522,353,220,56,141,136,8021,442,1632,3724,3756,1222,527,209,339,169,12015,464,875,1974,4287,3081,1124,437,501,174,12920,467,530,1175,3278,4027,1856,813,836,196,13166,367,309,598,1612,2963,2021,937,1088,99,10006,230,107,212,533,1350,1271,662,857,60,5291,237,88,104,261,761,1429,711,808,35,4441,203,55,60,122,329,1226,613,567,21,3190
59799,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,6,0,8,3,0,0,0,3,0,0,15,0,16,11,0,0,0,3,0,0,105,3,124,52,13,0,3,5,7,3,257,3,336,0,0,0,0,0,0,0,9,0,9,69,13,4,9,14,9,5,406,5,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59499,106,111,179,399,541,1065,386,475,39,3299,110,76,104,254,415,961,339,531,27,2813,106,45,56,143,264,713,356,660,27,2373,75,19,36,72,117,447,208,491,18,1486,182,40,50,66,137,381,251,956,27,2091,145,19,27,25,28,96,48,520,12,919,17,18,7,29,28,81,28,56,50,321,1113,1290,1347,2053,2774,5501,2098,4246,311,20738,8,17,10,0,3,0,0,3,4,41,25,287,22,8,0,0,0,3,3,341,28,337,62,20,4,5,0,0,9,467,28,251,103,31,5,5,0,4,8,438,48,182,169,87,13,4,3,9,9,523,28,174,191,165,30,17,7,19,6,642,33,80,118,247,59,30,16,35,13,631,23,43,65,156,108,55,22,49,8,530,25,39,33,73,62,50,34,61,4,389,9,8,9,26,25,39,14,36,0,171,17,9,4,8,11,19,12,25,3,108,14,0,0,3,3,22,17,18,0,82
4RSAU,76,48,74,168,753,867,515,499,15,3019,75,19,24,66,346,466,329,394,25,1733,44,17,23,27,219,310,230,390,15,1285,45,8,22,21,106,191,157,388,15,958,81,22,36,40,121,182,215,856,12,1561,32,5,15,12,30,37,49,289,3,472,9,26,13,20,64,73,35,51,45,332,705,1228,1207,1711,4200,4119,2392,3888,297,19739,10,32,12,9,3,8,0,6,6,93,60,650,53,9,5,6,3,5,21,803,63,615,161,63,21,9,3,13,15,967,53,500,347,148,38,20,7,27,22,1164,99,418,586,352,62,31,17,38,29,1632,123,363,764,1014,226,91,44,85,45,2745,118,166,470,1009,474,159,100,114,25,2626,83,103,234,699,561,189,136,173,24,2210,82,50,125,287,533,193,135,178,14,1598,52,17,32,111,242,160,84,134,8,841,35,15,30,33,114,104,67,108,0,511,21,3,10,16,49,112,62,74,0,355
4GADE,327,163,205,689,4000,3439,2019,1552,101,12489,206,89,106,302,2109,2243,1419,1379,67,7919,153,50,61,150,1257,1516,922,1169,35,5299,91,21,35,68,591,712,589,772,26,2910,106,37,31,65,460,623,577,992,26,2914,22,13,16,23,68,122,87,280,4,648,17,68,48,70,205,169,67,99,132,880,1865,3935,4119,6086,18369,14899,8506,8791,920,67496,46,178,48,30,26,11,3,28,24,388,243,3402,228,61,17,10,6,25,57,4055,283,3513,883,261,44,42,18,48,84,5174,237,2369,1557,519,114,83,30,66,74,5042,240,1732,2315,1233,238,105,68,127,85,6143,397,1325,2867,3583,915,295,179,291,160,10009,380,678,1557,3978,2216,642,338,410,119,10316,374,345,756,2573,3024,1108,612,546,108,9441,296,184,442,1229,2387,1255,788,703,69,7351,185,72,175,377,1062,795,457,424,33,3585,119,64,56,179,491,679,450,347,27,2417,123,29,41,67,232,639,310,264,16,1728
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,72,50,88,190,409,830,275,303,19,2226,41,31,41,106,205,505,218,286,11,1442,28,13,21,59,123,319,148,253,7,972,22,3,4,21,55,132,77,179,3,496,32,6,9,20,48,105,61,220,4,508,11,7,5,3,10,14,15,67,3,134,0,11,14,18,44,42,9,30,28,194,434,786,809,1417,2063,3361,1242,1821,171,12101,5,17,3,4,3,0,0,0,0,33,33,196,5,3,0,0,0,0,5,249,34,271,52,12,0,0,0,5,6,376,24,212,78,33,3,7,0,5,7,370,26,187,154,73,23,6,0,8,5,490,33,161,199,201,33,17,3,16,9,662,29,89,105,185,70,37,20,18,11,563,20,39,53,127,86,48,26,36,10,438,26,19,28,50,69,32,30,57,5,310,16,9,10,18,27,17,26,30,0,136,12,4,3,7,3,19,18,21,0,88,0,0,0,3,0,6,11,16,3,43
3RQLD,556,331,431,1067,5962,6507,3961,4356,278,23446,389,165,207,526,3154,3943,2975,3929,150,15445,331,127,125,328,1973,2749,2211,3842,110,11796,308,79,105,182,1108,1618,1414,3037,93,7944,642,109,139,225,1251,1679,2680,6425,133,13283,269,78,75,97,311,335,707,2882,47,4815,58,100,110,142,444,463,218,533,334,2403,4357,7405,7217,10859,31197,30073,20214,32408,2243,145977,75,312,71,43,40,27,12,79,25,683,379,5122,416,127,40,37,18,52,121,6308,365,4405,1536,568,131,92,28,129,134,7378,337,3167,2777,1152,252,169,83,185,149,8277,420,2275,4148,2659,550,318,155,280,212,11006,676,1971,4329,7485,2313,878,413,665,286,19020,671,1042,2380,6959,5392,1782,836,1006,221,20282,566,551,1236,3684,4987,2366,1305,1377,173,16241,513,281,593,1744,3183,2355,1388,1678,124,11866,291,123,221,603,1518,1482,895,1132,85,6351,244,84,120,243,872,1140,735,896,54,4394,155,42,69,99,466,835,446,657,33,2796
3GBRI,472,268,449,1077,6643,6457,3413,3238,240,22252,360,166,226,520,3722,4489,2749,2862,130,15217,261,116,130,321,2360,3240,2082,2711,104,11326,174,62,85,189,1193,1944,1369,2038,63,7112,234,62,97,195,1078,1894,1535,2983,58,8138,77,30,43,55,228,399,327,984,28,2168,46,75,72,119,322,383,151,273,303,1742,2980,6023,6690,8851,29797,29791,16469,20210,1790,122606,69,295,81,47,22,34,10,52,26,634,375,5654,452,100,26,43,16,36,133,6839,358,5413,1810,501,116,95,42,73,159,8557,297,3217,3171,985,206,160,58,130,141,8359,335,2187,4033,2272,435,269,116,181,143,9966,557,1864,4190,6088,1949,748,325,487,225,16427,594,938,2281,5805,4874,1626,720,805,225,17868,545,502,1161,3157,4982,2375,1239,1059,179,15194,502,270,642,1557,3320,2645,1563,1394,123,12012,353,130,232,609,1650,1755,1010,997,68,6811,259,81,137,317,990,1325,719,900,31,4768,141,33,50,124,570,965,420,583,13,2896
39799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,5,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,16,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,159,123,193,521,1039,2017,929,1201,73,6255,138,72,102,317,620,1496,851,1000,46,4644,125,40,51,138,342,982,625,1112,35,3443,81,22,31,72,173,500,363,787,16,2040,110,24,36,49,134,362,297,1035,18,2068,67,12,10,21,27,70,60,340,7,618,29,30,32,43,78,137,48,138,94,634,1294,2012,1936,3337,5105,9121,4381,7147,512,34854,23,28,3,5,3,0,0,7,7,76,53,455,28,5,0,3,0,0,13,557,55,450,86,25,4,4,0,8,13,657,56,390,191,60,9,11,8,18,21,765,55,324,286,146,22,23,14,11,25,904,60,266,348,418,74,27,24,56,12,1290,59,128,239,393,182,67,44,64,13,1187,56,83,117,255,200,101,68,86,20,982,57,33,69,105,126,99,74,91,11,658,25,20,17,49,44,62,32,67,9,328,14,3,15,27,24,40,19,36,4,186,7,3,3,8,15,19,13,38,0,103
2RVIC,333,171,256,553,2930,3857,1926,1920,119,12061,179,85,117,248,1343,2067,1201,1382,73,6697,139,53,66,123,808,1352,797,1177,58,4569,99,18,31,78,479,778,473,776,27,2761,150,26,37,86,576,763,702,1158,26,3532,81,30,37,46,243,149,194,593,28,1405,47,91,74,95,282,338,125,194,197,1449,2363,4741,4534,6019,17087,19322,9081,11415,1308,75869,68,161,43,38,19,27,12,32,18,420,275,3334,212,84,37,19,9,34,125,4124,310,2990,844,265,78,50,28,66,115,4748,287,2120,1719,570,165,94,44,102,100,5201,306,1641,2428,1388,328,178,82,145,109,6607,541,1453,2798,3549,1012,439,239,316,165,10511,502,682,1658,3391,2238,906,413,481,138,10403,409,350,882,2264,2401,1180,571,544,111,8712,329,216,454,1157,1668,1343,620,622,67,6476,222,93,149,394,929,960,498,515,39,3805,230,33,63,150,469,786,436,428,16,2618,168,25,34,62,185,673,294,293,9,1740
2GMEL,845,590,838,1932,12389,13409,5759,5462,525,41740,564,334,403,996,6297,8935,4105,4514,274,26424,389,209,261,527,3888,6414,3248,4118,186,19242,235,103,131,298,2046,3736,2327,2996,102,11980,308,103,152,300,1939,3703,2644,4361,105,13605,116,63,63,96,411,690,472,1554,43,3507,108,183,237,292,817,1114,369,566,720,4389,5164,12850,15564,17684,56103,63266,27680,32604,4238,235149,166,636,181,115,70,87,33,105,97,1496,645,12390,901,235,74,78,19,92,290,14734,716,11641,3748,986,209,206,72,210,372,18155,566,6791,6574,1930,483,360,139,277,328,17448,606,4484,7820,3793,847,612,238,379,342,19124,896,3543,7751,9055,3048,1474,565,834,470,27638,978,1743,4226,8844,7633,3124,1373,1253,397,29583,908,1027,2443,6077,8852,4726,2041,1853,340,28271,798,625,1156,2999,5894,4655,2227,2173,264,20793,508,266,470,1170,2670,3023,1634,1608,130,11485,437,144,221,534,1298,1981,1356,1369,78,7428,292,79,105,217,543,1669,949,959,41,4861
29799,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,9,8,3,0,0,0,0,0,16,0,29,0,0,0,0,0,0,0,0,0,0,10,3,3,0,5,3,3,30,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,197,163,219,636,1376,2949,986,1136,98,7758,130,81,118,315,865,2271,827,980,64,5649,103,56,61,179,541,1566,664,991,39,4198,65,18,32,84,257,834,378,659,24,2361,71,19,28,63,174,657,383,828,19,2245,23,11,13,24,28,108,65,262,3,535,21,54,53,73,136,323,90,147,116,1015,1388,2525,2646,4312,7371,14975,4976,6885,769,45842,19,46,6,7,3,7,0,3,4,94,72,775,35,14,0,3,0,4,26,923,84,813,174,46,11,12,5,11,35,1177,78,641,289,86,18,3,5,14,24,1166,60,518,450,177,31,27,8,22,25,1306,83,445,598,408,86,49,16,30,35,1748,76,191,308,467,152,91,34,59,21,1392,50,105,178,355,174,120,73,75,22,1151,46,64,61,155,129,117,59,73,13,715,29,19,26,56,61,62,28,57,9,350,29,5,9,22,23,45,27,38,3,201,15,7,9,8,17,23,24,26,0,124
1RNSW,531,311,442,1059,5690,6863,3310,3707,249,22162,302,169,238,506,3037,3895,2431,2842,148,13560,275,103,152,339,2212,2819,1754,2580,122,10354,162,59,69,173,1202,1560,1228,1967,53,6470,282,67,106,151,1198,1525,1834,3316,58,8539,118,35,42,65,296,318,412,1170,35,2504,60,160,116,168,421,492,192,333,362,2308,3767,7454,8110,10862,32527,33427,17410,23290,2290,139146,96,283,69,62,27,42,19,49,39,695,402,5304,399,127,46,27,21,56,164,6547,459,5025,1516,496,145,104,53,126,201,8132,412,3754,2909,1159,367,236,79,184,210,9304,467,2724,4292,2296,636,344,187,287,215,11453,792,2439,5080,6196,2033,942,414,614,306,18820,739,1232,2864,6824,4532,1876,842,1269,285,20455,591,631,1474,4485,4612,2499,1083,1239,203,16821,433,311,706,1929,3357,2334,1089,1207,111,11478,217,160,254,654,1582,1194,654,780,65,5562,273,81,133,313,1201,865,828,666,50,4421,194,43,87,172,1201,660,599,510,24,3482
1GSYD,707,700,1108,1822,10957,13233,5647,6209,559,40939,516,390,484,980,6264,8990,4318,5279,286,27503,400,239,315,609,4095,6398,3515,4987,214,20772,276,144,159,259,2211,3668,2244,3596,128,12681,344,132,177,286,2129,3697,2731,5285,126,14896,134,67,82,103,457,796,581,1929,61,4215,71,196,202,201,650,902,316,562,703,3801,4817,12676,17364,17069,52186,62486,28093,37470,4607,236757,156,605,174,125,90,81,26,124,84,1460,683,10259,939,209,67,76,19,83,249,12575,614,10210,3883,906,208,209,79,155,347,16615,553,6256,7003,1746,551,441,188,269,351,17353,531,4066,8314,3346,979,778,258,438,361,19063,796,3258,8024,7718,3008,1889,638,859,423,26607,815,1730,4439,8410,7094,3910,1262,1308,436,29400,854,1110,2365,5706,8682,5972,2253,1966,401,29310,734,604,1272,2712,6422,5286,2648,2559,291,22520,494,274,539,1139,3003,2651,1931,1887,157,12078,453,188,329,712,2144,1886,1768,1587,97,9163,324,104,158,345,1689,1276,1069,1096,51,6101
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,208,215,347,678,1373,3329,1063,1389,116,8715,152,119,156,353,769,2203,894,1175,70,5894,104,62,88,204,496,1538,714,1273,39,4521,60,38,42,96,252,742,393,795,28,2439,50,32,44,60,172,611,354,988,20,2321,24,6,14,21,36,94,37,323,12,567,24,45,55,65,137,259,54,138,119,901,1530,3011,3366,4649,7527,15504,5292,8303,887,50062,13,54,16,6,4,5,0,8,10,104,87,760,31,11,3,3,0,0,18,917,84,830,154,42,7,6,4,11,19,1149,63,681,346,96,24,17,8,16,24,1283,90,534,574,241,36,34,11,29,34,1588,82,466,669,607,117,57,29,43,43,2126,65,250,370,607,198,120,54,87,35,1777,70,116,190,394,281,175,80,92,30,1422,43,61,114,163,191,166,89,118,14,958,30,34,35,60,91,77,40,81,7,454,28,13,16,31,42,54,40,58,9,286,19,9,14,14,29,35,17,37,4,183
