SA2_MAINCODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
101021007,11,0,0,0,0,0,0,0,0,18,5,0,0,3,0,3,0,0,0,19,9,8,3,5,3,0,0,0,0,31,15,4,13,3,0,3,0,7,3,57,14,5,14,5,4,9,3,3,3,63,19,13,4,9,7,4,3,10,0,77,10,11,10,7,9,5,6,10,0,71,15,17,8,7,7,0,5,8,3,81,17,23,15,0,14,3,3,4,0,87,19,19,12,0,4,0,4,0,0,56,15,15,6,0,3,3,4,0,0,50,3,20,4,6,3,0,0,0,0,29,17,14,0,4,0,4,0,0,0,46,9,9,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,3,0,16,197,161,94,49,65,38,40,49,17,706
101021008,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,12,0,0,0,5,0,0,0,0,0,10,0,4,0,8,0,0,3,0,0,21,0,6,4,10,3,0,0,3,0,23,3,8,5,11,3,9,0,4,0,39,3,10,18,16,10,0,3,4,0,58,5,8,7,14,13,0,4,0,0,52,4,22,5,8,12,3,4,3,3,65,6,35,15,5,3,0,0,3,0,70,4,31,7,4,0,0,0,3,0,51,4,46,11,3,0,0,0,0,0,69,15,28,3,0,0,0,0,0,0,48,0,3,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,44,212,81,93,47,17,8,28,8,540
101021009,3,3,3,0,0,0,0,0,3,16,0,3,0,14,12,3,0,4,0,40,0,14,5,26,12,9,0,7,0,75,3,15,8,30,17,14,0,8,0,93,3,9,20,39,24,24,3,23,0,146,4,32,29,61,31,27,9,18,3,209,12,53,57,91,53,50,11,31,6,362,26,79,80,94,87,28,25,41,4,475,50,114,101,61,101,28,19,24,5,509,29,143,56,29,72,12,12,17,8,375,39,162,61,41,46,9,4,5,3,370,31,132,30,35,30,5,6,0,7,274,127,142,45,51,28,8,0,4,4,417,50,58,12,0,0,3,0,0,3,122,0,7,8,4,6,0,0,0,7,30,388,964,515,583,510,234,96,182,60,3523
101021010,0,0,4,0,0,0,0,4,0,7,3,0,0,0,3,3,0,6,0,19,0,0,3,3,4,9,3,4,0,21,3,0,3,3,8,8,5,4,0,32,3,3,8,0,4,9,5,3,0,46,3,5,17,0,10,6,5,8,0,67,13,11,43,16,20,18,24,18,0,162,20,14,87,10,29,15,48,20,0,238,39,32,128,7,38,19,45,14,3,311,39,29,97,3,25,8,23,7,0,231,20,20,74,0,5,12,8,3,3,150,28,15,42,3,7,5,0,3,0,111,51,18,28,0,10,3,10,0,0,122,28,4,3,0,0,5,0,0,0,49,5,0,4,0,0,0,0,0,8,21,256,158,548,46,168,116,171,101,18,1577
101021011,12,0,0,0,3,0,0,4,0,27,11,14,3,7,3,4,0,3,3,44,5,10,12,17,6,3,0,3,0,52,18,13,11,21,9,0,0,3,0,71,15,13,9,3,7,7,0,7,3,67,21,15,19,15,16,14,7,15,0,125,19,15,28,15,15,5,0,13,3,111,39,23,43,14,30,9,9,12,0,176,43,35,61,14,22,3,10,18,5,218,34,43,38,23,25,4,10,14,0,190,39,44,37,18,32,0,11,3,3,198,45,34,19,9,10,0,3,3,0,131,169,78,35,19,11,9,5,3,6,336,110,48,9,3,5,3,0,0,0,190,5,0,3,4,3,0,0,5,4,24,592,395,326,176,190,65,61,115,40,1964
101021012,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,3,8,0,4,0,3,3,4,0,31,0,8,3,0,9,6,0,3,0,28,4,6,9,9,8,3,3,3,0,44,3,11,22,8,14,9,11,3,0,69,6,8,33,16,17,7,4,5,0,95,10,12,61,27,22,12,18,10,0,173,20,31,93,14,25,12,16,16,0,223,14,23,86,3,22,0,14,4,3,174,42,32,62,0,19,3,7,11,0,171,18,24,40,0,10,3,8,6,0,104,42,28,33,0,12,0,8,0,0,124,31,28,4,0,7,0,3,0,7,74,0,0,7,0,3,0,3,4,0,15,196,216,453,95,150,46,84,75,20,1339
101031013,3,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,10,7,0,4,0,3,0,0,3,0,17,3,0,0,10,3,4,3,3,3,26,4,4,0,3,4,6,3,9,0,34,16,3,8,7,4,0,3,7,0,39,14,8,11,15,12,0,10,9,0,74,28,13,17,9,10,0,16,10,0,89,28,12,13,4,8,3,16,3,3,83,16,23,7,3,5,0,10,3,0,70,15,16,4,6,4,3,7,0,0,53,15,21,5,0,0,0,0,0,0,36,16,6,3,0,0,0,0,0,0,34,7,5,0,0,0,0,0,0,0,15,3,0,0,0,3,0,0,0,0,9,172,104,71,55,55,20,58,44,13,594
101031014,3,0,0,0,3,0,0,0,0,14,3,3,4,11,4,9,0,3,0,34,6,9,6,9,10,8,0,16,3,70,5,7,5,20,8,15,3,11,3,78,13,19,21,16,14,15,4,11,0,107,11,29,34,39,31,25,8,24,7,212,23,34,34,47,55,39,8,32,0,282,36,53,62,48,47,33,21,19,3,323,38,74,47,26,48,10,21,12,3,285,24,90,25,12,30,0,6,3,0,196,24,80,19,19,10,5,7,4,0,167,18,85,11,23,5,7,0,0,0,153,54,70,21,11,7,0,0,0,0,168,33,29,7,3,3,3,0,0,0,85,7,9,9,3,0,4,0,3,6,39,305,613,310,284,281,165,74,151,31,2207
101031015,4,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,8,8,4,3,3,3,0,0,3,0,24,12,0,3,3,0,0,0,7,0,24,15,0,5,3,0,0,0,3,0,27,18,3,4,7,5,4,0,14,0,50,20,3,0,3,6,0,0,8,0,40,25,4,14,0,0,0,3,6,0,55,16,3,15,0,6,0,0,3,0,49,12,0,4,0,6,0,4,3,0,34,14,0,5,0,0,0,3,0,0,33,5,3,4,0,0,0,4,0,0,15,15,8,0,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,3,0,5,188,35,57,24,29,7,17,54,3,412
101031016,12,0,3,6,0,3,0,0,0,24,7,3,5,7,0,11,3,12,3,48,11,9,4,22,3,5,6,11,0,74,9,3,14,33,7,9,10,31,0,117,25,17,16,43,16,20,7,29,8,176,30,25,44,102,42,27,29,59,0,368,49,32,63,122,43,48,35,57,5,446,68,40,97,107,46,37,30,40,12,488,80,53,100,58,44,21,24,26,6,421,53,55,52,31,21,12,13,12,3,238,47,36,41,13,18,7,5,3,4,186,33,52,20,14,8,7,0,0,3,130,57,35,19,19,6,3,0,3,0,143,39,11,3,5,0,3,0,0,0,63,8,3,14,6,9,3,7,5,7,61,531,362,492,587,264,223,179,294,58,2987
