SA2_MAINCODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
101041017,1313,163,190,23,22,1711,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,29,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,50,3,8,0,0,63,4,0,0,0,0,10,0,0
101041018,209,51,114,7,3,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9,0,0,32,0,0,0,0,0,0,0,0
101041019,1727,147,181,27,28,2117,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,26,4,3,0,0,25,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,84,10,19,0,0,111,9,0,0,0,0,9,0,0
101041020,310,79,251,60,15,720,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,24,3,0,45,0,0,0,0,0,0,0,0
101041021,180,25,75,5,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,17,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,474,55,50,8,19,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0
101041024,180,38,87,21,6,335,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,15,0,0,0,0,0,3,0,0
101041025,913,197,230,30,27,1394,3,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,18,4,0,0,0,29,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,7,16,0,0,66,4,3,3,0,0,11,0,0
101041026,1038,95,181,19,23,1356,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,22,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,14,0,0,79,3,0,6,0,0,9,0,0
101041027,588,116,221,28,10,958,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,16,0,0,67,8,0,3,0,0,9,3,0
101051539,3408,277,332,30,47,4088,3,0,0,0,0,3,13,5,0,0,0,18,0,0,0,0,0,0,5,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,8,5,0,0,0,0,3,5,0,0,0,0,4,49,11,0,0,0,63,0,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,7,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,3,29,0,0,0,0,27,4,0,0,3,0,10,9,0,0,0,0,9,0,0,0,0,0,5,6,0,0,0,0,6,51,3,3,0,0,55,8,0,0,0,0,10,20,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,6,7,0,0,0,0,6,0,0,0,0,0,3,94,4,9,0,4,104,10,0,0,0,0,10,11,3
101051540,1016,166,412,212,29,1839,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,11,0,3,3,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,16,13,0,65,3,0,3,0,0,3,0,0
