SA4_CODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
101,226,69,4,6,307,5379,2700,75,205,8352
102,332,57,3,3,401,6631,2020,53,100,8802
103,191,41,0,3,244,5422,2787,45,208,8462
104,155,45,0,11,208,3636,1354,51,102,5143
105,108,32,0,7,158,2932,1679,38,129,4780
106,204,37,0,5,254,4536,1675,53,97,6356
107,212,44,3,6,264,5089,1768,72,89,7018
108,205,51,0,12,274,5229,2088,48,140,7512
109,114,31,0,6,152,2907,1484,44,77,4513
110,197,56,0,15,267,5133,2608,74,186,7997
111,270,40,5,3,320,6639,2062,124,92,8916
112,406,76,3,10,495,8096,2540,78,201,10918
113,148,43,3,15,204,3927,2018,53,151,6155
114,223,33,0,12,256,4097,1437,46,104,5682
115,261,38,0,9,309,4800,1275,47,59,6180
116,246,38,6,8,295,4624,1061,47,61,5798
117,899,161,9,30,1092,14576,3868,1664,190,20300
118,378,33,3,9,415,6981,1560,74,72,8693
119,500,89,3,12,610,9394,2523,68,109,12103
120,339,53,0,9,400,6687,1494,60,73,8315
121,534,81,6,13,629,10252,2397,124,91,12866
122,398,44,4,3,456,7317,1613,53,72,9061
123,222,31,0,3,257,3817,1125,31,61,5034
124,312,54,3,9,380,5934,1825,40,85,7889
125,528,94,3,11,640,7514,2018,87,99,9719
126,203,25,5,5,239,3567,829,47,31,4480
127,342,52,0,8,403,5680,1802,61,87,7632
128,194,44,5,4,246,4265,1255,37,57,5613
197,0,0,0,0,0,16,3,0,0,16
199,1157,129,3,35,1319,36345,4957,45,606,41954
201,160,22,0,11,188,3301,1114,61,93,4570
202,201,42,0,3,248,3578,1209,33,102,4919
203,295,57,0,14,370,5801,1728,66,115,7711
204,216,38,0,12,264,4710,1699,40,144,6598
205,318,69,0,15,400,7076,2840,51,216,10180
206,1277,231,26,24,1554,21263,5356,1337,273,28224
207,416,60,8,11,491,7481,1777,127,71,9454
208,581,77,3,9,670,9899,2297,89,99,12377
209,465,61,0,13,531,8074,1862,77,128,10149
210,361,59,0,14,445,6317,1455,66,125,7956
211,582,100,7,19,707,10446,2528,72,137,13187
212,797,159,3,22,981,13115,3247,159,212,16732
213,586,100,3,21,715,10811,2322,97,150,13378
214,353,45,3,5,409,6609,1693,61,126,8485
215,164,41,0,10,215,3694,1948,46,149,5841
216,126,38,0,8,177,3145,1233,54,112,4538
217,135,38,3,9,182,4006,2164,73,137,6381
297,0,0,0,0,0,4,0,0,0,4
299,953,80,4,28,1068,29383,3988,45,569,33984
301,251,42,3,6,302,4357,1156,36,64,5611
302,193,45,3,3,244,4040,1025,69,47,5185
303,377,56,6,5,444,6817,1634,66,63,8580
304,183,23,0,3,208,3437,710,37,23,4202
305,430,64,5,15,516,8091,2365,672,103,11227
306,302,64,0,10,378,5787,2266,93,145,8288
307,161,36,0,10,207,4080,1777,28,162,6050
308,168,64,3,4,239,4012,1857,69,93,6031
309,892,170,3,15,1085,14944,3543,140,197,18828
310,274,60,3,12,355,5025,1471,61,90,6650
311,314,58,0,3,376,5428,1477,57,77,7039
312,141,44,0,4,193,3029,1359,51,92,4536
313,269,42,0,5,312,3974,1231,47,53,5304
314,196,36,0,7,237,3460,825,19,47,4359
315,78,22,0,0,104,1528,902,19,65,2515
316,689,128,3,6,825,10282,2863,101,157,13410
317,140,47,0,4,189,2657,977,43,41,3721
318,218,55,3,3,281,4005,1660,76,83,5822
319,295,70,0,19,383,5766,2496,67,158,8489
397,0,0,0,0,0,11,5,0,0,15
399,882,86,3,25,995,23510,3449,29,360,27349
401,427,69,3,19,520,8995,3127,415,156,12693
402,322,56,0,9,384,6750,1748,82,105,8690
403,341,55,0,6,402,7140,1796,54,87,9081
404,257,52,0,11,316,5098,1350,61,90,6601
405,112,34,0,7,151,3217,1772,40,124,5149
406,69,20,0,3,94,1711,1078,18,53,2858
407,177,61,0,8,240,5192,2806,89,167,8262
497,0,0,0,0,0,5,0,0,0,4
499,326,20,0,10,359,10129,1279,14,174,11595
501,209,63,3,15,289,4570,2113,77,117,6878
502,94,23,0,0,114,1720,591,24,18,2352
503,428,82,3,11,523,6177,2185,485,75,8920
504,317,80,3,7,414,5360,1641,76,54,7130
505,624,136,7,19,783,11082,3030,171,138,14423
506,592,130,11,19,747,9370,2749,152,114,12392
507,482,107,9,19,617,8058,2315,95,100,10571
509,167,66,0,9,251,4466,2920,45,175,7607
510,63,23,3,4,97,989,351,25,36,1402
511,120,40,0,7,169,2295,1482,18,72,3871
597,3,0,0,0,3,16,6,0,0,23
599,558,48,0,8,616,13864,2145,26,218,16256
601,213,58,3,8,288,5165,1723,133,68,7088
602,105,27,0,3,133,3035,1324,66,91,4516
603,38,4,0,4,48,1083,464,14,28,1587
604,91,26,0,0,122,2081,1035,23,55,3194
697,0,0,0,0,0,0,0,0,0,0
699,80,10,0,3,90,2396,362,3,56,2817
701,108,30,0,5,147,2241,678,42,55,3025
702,50,6,0,3,65,848,263,14,40,1171
797,0,0,0,0,0,5,0,0,0,4
799,27,5,0,0,29,627,98,0,13,736
801,280,43,5,4,334,5910,1547,194,63,7719
897,0,0,0,0,0,0,0,0,0,0
899,43,7,0,0,45,1350,171,4,11,1534
901,7,0,0,0,8,159,96,0,9,272
997,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,5,5,0,0,11
