SA3_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
10102,13,9,4,21,108,158,84,85,7,483,5,9,0,11,64,106,68,83,5,354,4,4,6,12,45,89,49,79,0,287,3,3,3,0,21,45,22,45,0,156,7,0,0,4,29,38,28,67,0,166,0,0,0,0,0,4,5,20,0,35,0,3,0,0,3,13,0,12,3,35,53,120,110,156,526,762,382,537,42,2693,0,4,3,0,0,0,0,0,0,14,5,118,9,0,0,0,0,0,3,139,6,78,22,9,3,3,0,0,0,131,3,52,33,11,7,5,0,0,0,103,4,33,37,23,5,3,5,7,3,113,8,21,41,49,26,10,0,3,4,161,11,12,17,57,77,18,14,8,3,212,3,11,25,52,73,36,13,16,3,226,3,4,9,20,43,23,21,22,5,150,0,0,6,8,24,11,19,20,0,91,6,0,0,4,20,17,20,17,0,86,5,0,0,3,20,8,11,14,0,65
10103,7,4,3,11,30,41,34,56,7,194,5,0,3,6,14,27,23,24,0,101,5,0,0,0,13,18,14,25,0,81,3,4,0,3,4,3,6,12,0,34,0,0,0,0,11,3,8,23,0,45,0,0,0,0,3,3,0,0,0,9,0,4,0,0,4,4,0,6,4,27,32,73,54,98,229,232,174,290,31,1213,0,7,0,0,0,0,0,7,0,19,3,48,11,3,0,3,0,0,5,71,0,31,15,12,0,4,3,3,0,77,0,26,23,23,9,7,3,7,3,97,8,14,31,38,15,4,0,11,0,119,3,22,48,70,39,25,22,23,4,262,3,14,21,89,60,26,43,26,7,290,9,5,14,46,38,40,31,35,0,223,4,0,4,14,24,15,11,35,3,108,0,0,0,7,13,10,12,16,0,63,0,3,3,7,7,9,3,12,0,47,0,0,0,3,17,5,6,7,0,45
10104,15,6,14,17,113,111,74,66,3,430,3,3,3,4,63,90,40,50,3,270,3,0,4,4,38,38,27,38,0,157,0,0,0,3,15,22,17,23,0,90,0,0,0,0,12,12,17,26,3,73,0,3,0,0,3,0,0,7,0,15,0,3,0,7,11,12,5,10,13,64,90,291,266,354,751,719,350,457,72,3344,3,4,0,0,0,0,0,3,0,13,11,149,8,4,0,0,0,0,4,178,9,138,38,16,0,0,0,3,6,202,16,96,73,30,10,8,3,3,5,242,16,85,125,55,17,7,4,12,10,334,28,74,142,178,61,15,9,19,4,530,24,46,79,192,110,30,13,27,7,526,15,15,42,147,111,50,26,34,3,449,6,7,9,55,72,29,24,24,0,236,0,0,6,20,30,19,10,10,0,106,4,3,0,11,17,11,10,14,0,73,6,0,3,4,29,12,16,15,0,82
10105,0,4,7,22,76,75,46,48,6,275,0,3,6,8,32,26,32,33,3,140,3,7,3,3,29,26,12,33,3,114,0,0,0,0,12,10,6,18,0,50,0,0,0,3,13,21,10,28,0,71,0,0,0,3,8,5,0,3,0,19,0,0,0,4,5,8,0,3,3,28,36,90,84,130,417,400,208,280,22,1662,7,4,0,0,0,0,0,0,0,16,7,58,7,0,0,4,0,3,6,83,11,57,24,3,4,0,0,0,3,96,8,39,49,12,9,4,0,3,3,122,4,31,65,34,3,3,4,3,3,157,17,24,68,85,28,19,5,3,3,248,7,13,43,89,73,23,12,14,3,272,10,3,31,64,72,35,16,15,3,256,13,7,22,30,80,40,9,13,0,220,8,0,8,25,41,43,3,16,0,141,9,0,0,10,52,42,16,9,0,138,12,0,4,5,61,50,13,14,0,160
10106,3,3,3,19,58,63,26,43,4,222,0,4,5,8,23,22,12,28,0,107,0,0,0,3,14,17,12,22,0,74,4,0,0,3,10,12,5,20,0,55,3,3,0,0,7,13,12,10,0,45,0,0,0,0,0,3,0,7,0,15,0,4,0,4,3,3,3,6,4,31,52,101,85,141,336,306,143,249,34,1446,0,7,0,0,0,0,0,0,0,7,5,53,7,0,0,3,0,0,3,72,4,35,23,8,0,0,0,0,3,71,5,34,26,14,3,0,0,3,0,88,4,18,47,36,9,7,4,0,0,127,7,21,67,67,26,6,3,6,0,208,6,7,30,71,46,24,9,17,3,208,6,10,12,42,43,38,8,14,0,171,4,3,0,15,29,14,5,13,0,78,0,3,0,6,12,6,0,6,0,36,0,0,3,0,10,7,0,3,0,31,0,0,0,0,4,10,4,12,4,29
10201,28,23,43,65,317,376,201,217,13,1282,18,6,13,24,123,238,122,169,6,712,20,9,10,27,72,141,68,139,3,487,6,0,10,11,32,76,36,94,4,267,3,7,8,4,29,75,36,117,3,283,4,3,3,4,8,11,3,28,0,56,3,13,6,4,16,26,13,11,25,124,192,488,541,692,1644,1855,863,1157,136,7562,4,20,6,3,4,4,0,0,3,39,29,451,36,9,0,5,0,0,7,538,33,324,121,51,7,10,0,8,11,558,33,228,217,80,22,23,6,13,9,627,24,175,265,155,54,37,6,10,10,734,44,178,342,383,131,63,26,29,19,1215,39,79,179,422,279,104,47,42,10,1211,29,54,86,285,296,178,63,64,12,1074,28,12,47,126,167,144,47,57,6,651,18,6,12,39,83,70,49,34,6,318,17,4,11,27,85,53,82,42,4,324,10,0,3,11,49,33,35,21,0,167
10202,23,13,31,46,228,360,146,178,17,1038,11,9,10,30,124,218,96,124,3,628,8,3,7,13,99,149,65,103,0,448,3,3,4,5,52,76,32,75,3,260,11,3,0,4,50,56,47,77,0,249,0,0,0,3,18,13,11,28,0,72,3,5,3,3,23,27,7,11,22,116,146,361,411,594,1495,1677,659,904,110,6365,0,13,0,0,0,0,0,0,0,23,14,250,24,15,3,3,0,7,3,315,31,232,93,23,7,10,0,0,6,405,25,161,190,61,18,12,8,4,0,483,26,130,242,108,38,20,5,14,7,595,42,92,271,340,114,55,20,27,8,981,39,55,152,351,243,85,31,51,12,1020,29,27,63,223,278,126,48,52,8,871,21,14,33,88,168,121,46,42,5,540,13,7,19,29,67,61,43,26,3,263,13,6,7,15,47,38,51,38,0,220,7,0,3,6,51,26,29,27,0,151
10301,5,6,9,12,130,115,75,71,3,421,6,3,4,7,67,67,54,63,3,266,3,0,0,3,47,57,29,67,6,210,3,0,3,10,26,34,22,42,0,135,4,3,4,0,25,20,24,55,0,137,0,0,0,0,0,4,0,11,0,24,0,0,0,0,7,10,3,7,10,47,65,123,129,184,657,631,341,479,45,2648,0,3,6,0,0,3,3,0,0,21,10,130,7,0,0,0,0,0,9,152,11,136,32,9,3,0,0,0,7,210,16,86,51,17,10,4,0,0,7,187,11,61,87,44,13,9,3,7,5,236,15,52,83,100,34,22,5,15,11,341,18,21,55,103,77,38,18,10,0,336,12,12,18,83,89,62,24,21,8,335,11,8,18,49,70,62,13,18,3,256,4,3,6,20,45,32,21,18,0,143,6,3,3,6,55,47,12,23,5,166,5,3,3,4,58,26,10,13,0,119
10302,4,8,8,17,77,112,68,86,5,389,3,3,3,4,27,51,47,59,3,210,8,0,5,3,30,38,22,46,4,156,0,0,0,3,18,13,21,43,0,100,9,0,0,0,18,10,38,57,5,139,0,0,0,0,0,4,3,13,0,28,0,5,4,4,6,11,8,13,8,55,71,133,162,198,572,615,357,500,60,2660,0,10,3,3,0,0,0,3,0,20,8,79,3,0,0,0,0,4,3,104,9,69,28,10,0,3,0,9,3,132,4,57,46,22,3,6,6,3,4,159,4,43,86,56,23,5,6,9,5,236,9,39,102,99,42,13,11,9,3,335,19,16,45,121,74,56,11,9,3,355,12,10,25,63,79,54,17,17,7,288,12,0,9,27,53,41,10,22,0,171,3,0,4,14,20,22,7,12,0,84,4,0,0,8,17,15,4,4,0,61,3,0,0,3,24,7,12,13,0,61
10303,11,5,11,21,84,116,55,77,3,378,4,4,3,7,42,72,40,50,3,225,4,0,4,6,40,52,33,61,0,202,0,0,0,3,37,35,28,56,3,168,17,0,3,10,55,59,101,154,4,403,14,0,3,3,28,25,29,134,3,248,0,8,3,0,8,11,7,8,10,50,82,121,149,191,577,646,399,650,50,2863,0,7,0,0,0,0,0,0,0,12,9,79,5,3,0,0,0,0,0,101,4,58,16,10,0,3,0,0,3,106,4,60,47,25,10,4,3,0,0,153,8,31,73,51,9,3,6,7,5,186,7,41,81,102,26,15,4,9,3,296,3,20,47,104,63,27,14,37,4,325,11,14,19,59,57,24,14,29,6,234,3,4,10,25,52,47,17,12,3,169,0,0,3,5,19,16,13,10,0,69,3,3,3,3,26,10,6,16,3,83,3,0,4,0,36,15,12,14,4,89
