SA3_CODE_2016,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000mo_A_15_19,TaTW_3000mo_A_20_24,TaTW_3000mo_A_25_34,TaTW_3000mo_A_35_44,TaTW_3000mo_A_45_54,TaTW_3000mo_A_55_64,TaTW_3000mo_A_65_74,TaTW_3000mo_A_75ov,TaTW_3000mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000mo_A_15_19,CoPSW_3000mo_A_20_24,CoPSW_3000mo_A_25_34,CoPSW_3000mo_A_35_44,CoPSW_3000mo_A_45_54,CoPSW_3000mo_A_55_64,CoPSW_3000mo_A_65_74,CoPSW_3000mo_A_75ov,CoPSW_3000mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64
10102,53,24,0,0,166,0,0,9,13,8,9,0,0,35,3,3,11,6,3,6,0,0,35,161,376,744,552,484,296,77,12,2693,10,3,0,0,0,0,0,0,14,104,8,4,7,4,3,0,0,139,35,31,19,12,12,14,0,0,131,15,19,16,14,29,11,0,0,103,10,21,19,19,16,10,4,0,113,5,37,43,25,20,23,4,0,161,9,35,64,44,40,19,6,0,212,6,36,71,42,47,24,0,0,226,3,12,38,40,38,15,9,0,150,0,7,32,27,17,9,0,0,91,0,3,23,30,24,5,0,0,86,0,0,7,22,16,13,0,0,65,0,0,22,27,31,10,0,0,82,0,0,0,0,12,0,0,0,17,7,0,5,3,0,0,5,0,21,212,218,367,315,318,150,32,0,1613,3,0,4,0,0,5,4,0,8,8,4,3,3,9,3,0,0,36,10,7,8,13,9,10
10103,13,3,0,0,45,0,0,3,3,3,0,0,0,9,0,0,3,12,3,8,3,0,27,63,176,308,237,232,147,45,4,1213,8,3,0,0,0,3,0,0,19,49,9,4,0,3,3,0,0,71,18,23,12,7,5,9,4,0,77,18,24,19,9,12,13,3,0,97,18,36,19,19,19,10,0,0,119,18,73,72,34,33,21,0,4,262,14,86,68,45,41,26,3,0,290,3,54,63,22,29,36,10,0,223,0,13,33,20,14,21,4,0,108,0,4,9,15,17,14,3,0,63,0,0,14,10,9,15,0,0,47,0,0,4,19,14,5,0,0,45,0,0,5,7,13,9,0,0,42,0,5,3,0,0,5,0,0,14,3,4,0,0,0,3,0,0,20,151,329,339,213,213,199,36,6,1481,0,0,3,3,3,0,0,0,13,3,0,3,0,3,9,0,0,21,3,3,0,4,6,6
10104,18,15,0,0,73,0,0,0,8,3,0,0,0,15,3,8,3,14,9,20,0,0,64,200,346,630,634,759,643,109,19,3344,5,0,0,0,3,0,0,0,13,129,13,6,8,11,9,0,0,178,46,25,28,30,36,31,9,0,202,24,32,40,42,48,43,14,0,242,16,38,67,51,74,73,13,0,334,23,57,85,91,133,113,21,0,530,8,53,96,76,145,115,23,0,526,0,29,60,97,118,127,7,0,449,0,3,36,51,78,68,4,0,236,0,3,19,18,36,30,3,0,106,0,0,8,16,26,25,0,0,73,0,0,18,25,30,6,0,0,82,0,0,5,25,44,22,4,0,97,0,0,6,3,5,0,0,0,16,3,6,3,6,10,9,5,0,45,262,258,480,546,783,682,99,4,3120,0,0,0,3,3,12,3,0,24,8,3,4,6,13,22,7,0,73,3,7,10,18,27,32
10105,22,4,0,0,71,0,0,3,8,4,0,0,0,19,0,0,5,5,10,4,0,0,28,122,239,412,303,343,191,52,7,1662,4,3,3,3,5,0,0,0,16,46,8,7,3,10,3,0,0,83,29,19,9,20,7,10,3,0,96,22,21,19,13,21,11,7,0,122,15,26,26,24,28,28,5,0,157,16,40,68,43,45,27,9,0,248,11,36,52,55,65,39,5,0,272,3,20,63,36,70,51,6,0,256,0,18,67,38,55,47,0,0,220,0,3,26,36,48,24,3,0,141,0,0,18,43,43,25,5,0,138,0,0,17,62,59,27,0,0,160,0,0,12,47,56,31,0,0,147,0,0,4,0,8,3,0,0,11,0,3,3,0,10,3,0,0,24,152,210,394,424,525,336,50,4,2092,0,0,3,4,0,5,0,0,12,11,4,7,5,6,3,3,0,36,0,3,11,10,11,8
10106,10,9,0,0,45,0,0,0,3,7,0,0,0,15,4,3,9,4,9,0,4,0,31,111,218,307,272,284,197,58,8,1446,7,0,0,0,3,0,0,0,7,55,6,8,3,3,0,0,0,72,19,9,9,10,7,13,5,0,71,12,23,11,8,20,14,3,0,88,8,18,20,21,25,20,9,0,127,12,39,37,28,42,43,7,0,208,12,27,50,37,47,33,3,0,208,4,20,31,27,46,42,7,0,171,0,5,16,23,30,10,0,0,78,0,3,5,9,11,3,4,0,36,0,0,4,12,10,3,4,0,31,0,0,9,12,3,3,0,0,29,0,0,3,9,7,7,0,0,30,0,0,0,4,0,0,0,0,10,0,0,3,0,4,5,0,0,20,120,155,211,202,250,202,36,3,1186,0,0,3,0,3,3,3,0,15,4,0,3,4,4,0,0,0,25,7,3,8,12,12,13
10201,88,46,11,0,283,0,0,7,9,24,7,7,0,56,8,14,20,32,22,17,4,3,124,412,1006,1834,1515,1492,1071,205,23,7562,17,0,9,6,10,0,0,0,39,367,65,27,37,26,12,3,0,538,146,151,66,80,68,39,11,0,558,86,148,103,97,97,81,13,0,627,80,137,128,125,139,99,15,3,734,40,241,222,222,272,184,29,0,1215,23,209,268,196,272,195,46,0,1211,10,103,233,211,277,212,26,0,1074,4,43,132,140,192,133,8,0,651,0,7,70,75,87,67,16,3,318,0,4,65,95,95,55,11,0,324,0,0,25,56,54,25,0,0,167,0,3,15,44,51,29,0,0,144,0,0,3,8,9,7,0,0,22,19,17,25,13,19,19,0,0,126,796,1129,1395,1409,1665,1162,182,5,7742,6,0,10,15,20,10,8,0,63,59,5,22,29,20,17,8,0,164,27,25,43,70,56,54
10202,71,55,3,0,249,0,3,16,18,24,9,0,0,72,18,15,19,17,18,18,7,0,116,410,789,1438,1369,1322,885,144,11,6365,10,3,4,9,3,3,0,0,23,210,36,20,18,21,6,0,0,315,110,106,39,50,54,33,3,0,405,57,129,82,91,65,46,9,0,483,42,123,114,93,107,83,17,0,595,38,184,209,166,204,144,26,0,981,25,155,224,195,250,150,18,3,1020,5,92,177,167,238,163,26,0,871,0,38,106,110,156,117,15,0,540,0,14,54,70,68,48,4,0,263,0,6,48,49,69,42,3,0,220,0,0,24,47,51,24,0,0,151,0,0,11,40,57,10,0,0,122,0,3,3,3,10,3,0,0,23,9,9,22,13,20,19,3,0,99,518,906,1128,1126,1370,907,131,10,6097,0,3,11,8,8,18,0,0,46,19,5,10,25,17,17,9,0,103,26,19,26,43,34,46
10301,30,13,0,0,137,0,0,7,6,3,5,0,0,24,4,11,11,8,7,8,0,0,47,166,371,704,530,452,326,73,17,2648,10,3,0,3,3,0,0,0,21,78,43,10,10,0,3,0,0,152,48,74,31,22,11,12,6,0,210,32,68,42,16,13,13,4,0,187,20,64,45,31,29,25,11,0,236,20,83,76,50,59,49,5,0,341,6,73,75,64,73,41,8,0,336,3,47,85,52,90,52,13,0,335,0,18,64,50,60,40,10,0,256,0,13,30,26,47,27,3,0,143,0,3,35,48,52,26,6,0,166,0,0,18,30,46,24,5,0,119,0,0,14,35,43,8,0,0,105,0,0,0,0,0,3,0,0,6,4,3,5,0,4,7,4,0,26,225,489,526,439,534,345,74,4,2637,0,3,4,3,3,5,3,0,24,8,5,7,3,3,0,0,0,24,4,11,14,18,10,10
10302,32,26,0,0,139,0,0,3,5,7,3,4,0,28,4,3,15,18,3,13,0,0,55,178,384,564,495,500,426,92,18,2660,7,0,3,4,0,0,0,0,20,66,4,4,9,11,6,3,0,104,22,21,26,16,15,20,5,0,132,14,24,22,26,31,27,8,0,159,17,38,50,43,50,24,10,0,236,13,46,87,59,70,50,13,0,335,5,59,86,68,77,52,6,3,355,3,21,48,49,88,55,8,5,288,0,7,35,30,52,40,0,0,171,0,6,20,19,19,15,0,0,84,0,3,27,14,12,5,0,0,61,0,0,24,23,12,7,0,0,61,0,0,9,24,27,8,0,0,66,0,0,0,7,3,9,0,0,15,0,3,6,4,4,3,3,0,24,157,240,454,385,479,326,54,12,2102,0,0,5,3,3,7,4,0,16,10,0,9,4,4,10,0,0,43,10,0,18,19,23,22
10303,88,50,6,0,403,0,8,75,63,64,36,3,0,248,6,9,13,10,8,9,0,0,50,151,364,726,546,582,394,94,15,2863,3,0,3,0,0,0,0,0,12,61,8,8,13,0,6,0,0,101,27,17,20,13,16,10,0,0,106,19,12,31,25,35,26,7,0,153,15,22,29,34,46,26,6,0,186,12,35,42,62,63,65,10,0,296,22,52,65,53,67,47,19,0,325,15,24,55,50,51,39,6,0,234,3,16,37,31,38,37,9,0,169,0,4,20,13,13,6,0,0,69,0,3,25,21,19,14,3,0,83,0,0,18,25,35,14,0,0,89,0,0,10,25,30,7,3,0,79,0,0,3,0,3,0,0,0,8,0,0,0,0,8,4,0,0,14,173,205,357,376,424,304,59,0,1906,0,0,0,0,3,3,3,0,16,6,0,3,8,3,4,0,0,28,3,4,15,17,20,23
